# stream_temperature.csv
# Elk Fork Creek - Daily Water Temperature from Two Monitoring Stations
# Columns:
#   date: Date of measurement (YYYY-MM-DD)
#   station: Station identifier (upstream or downstream)
#   daily_mean_temp_c: Daily mean water temperature in degrees Celsius
#   daily_max_temp_c: Daily maximum water temperature in degrees Celsius
# Units: temperature in Celsius
# Missing values coded as NA
# Temperature loggers deployed May through October each year
date,station,daily_mean_temp_c,daily_max_temp_c
2016-10-11,downstream,8.5,10.1
2016-10-12,downstream,10.1,12.0
2016-10-13,downstream,8.8,12.7
2016-10-14,downstream,7.1,9.8
2016-10-15,downstream,5.7,7.9
2016-10-16,downstream,7.3,11.6
2016-10-17,downstream,5.3,8.7
2016-10-18,downstream,6.2,9.3
2016-10-19,downstream,4.9,8.6
2016-10-20,downstream,6.3,7.8
2016-10-21,downstream,5.2,9.1
2016-10-22,downstream,3.4,6.2
2016-10-23,downstream,5.7,8.9
2016-10-24,downstream,5.5,9.6
2016-10-25,downstream,NA,NA
2016-10-26,downstream,6.4,10.0
2016-10-27,downstream,5.0,7.0
2016-10-28,downstream,NA,NA
2016-10-29,downstream,4.7,8.5
2016-10-30,downstream,6.2,10.4
2016-10-31,downstream,5.5,9.2
2017-05-01,upstream,12.1,16.6
2017-05-02,upstream,14.7,18.2
2017-05-03,upstream,13.3,15.6
2017-05-04,upstream,12.2,15.0
2017-05-05,upstream,12.3,14.5
2017-05-06,upstream,15.1,17.9
2017-05-07,upstream,15.1,17.7
2017-05-08,upstream,15.5,18.6
2017-05-09,upstream,15.2,17.2
2017-05-10,upstream,16.1,19.6
2017-05-11,upstream,14.9,16.7
2017-05-12,upstream,15.6,19.1
2017-05-13,upstream,15.3,18.4
2017-05-14,upstream,15.7,19.9
2017-05-15,upstream,14.8,18.8
2017-05-16,upstream,13.9,17.7
2017-05-17,upstream,14.6,18.1
2017-05-18,upstream,15.7,18.4
2017-05-19,upstream,16.0,17.8
2017-05-20,upstream,17.1,20.2
2017-05-21,upstream,14.4,17.8
2017-05-22,upstream,16.4,19.6
2017-05-23,upstream,16.2,17.9
2017-05-24,upstream,17.4,19.0
2017-05-25,upstream,17.2,20.7
2017-05-26,upstream,15.1,18.3
2017-05-27,upstream,18.3,20.3
2017-05-28,upstream,15.6,18.3
2017-05-29,upstream,18.6,21.7
2017-05-30,upstream,17.1,20.5
2017-05-31,upstream,19.1,22.4
2017-06-01,upstream,18.7,21.1
2017-06-02,upstream,18.5,20.7
2017-06-03,upstream,17.7,19.6
2017-06-04,upstream,17.4,19.5
2017-06-05,upstream,17.7,21.0
2017-06-06,upstream,17.5,20.8
2017-06-07,upstream,17.6,20.5
2017-06-08,upstream,15.7,19.7
2017-06-09,upstream,14.8,17.9
2017-06-10,upstream,18.5,22.6
2017-06-11,upstream,18.0,22.5
2017-06-12,upstream,15.0,18.0
2017-06-13,upstream,19.0,22.2
2017-06-14,upstream,18.8,23.0
2017-06-15,upstream,19.1,22.3
2017-06-16,upstream,16.5,18.1
2017-06-17,upstream,18.2,21.4
2017-06-18,upstream,16.5,20.5
2017-06-19,upstream,17.7,19.8
2017-06-20,upstream,18.7,22.3
2017-06-21,upstream,20.6,23.0
2017-06-22,upstream,18.2,20.5
2017-06-23,upstream,17.5,19.6
2017-06-24,upstream,19.6,22.1
2017-06-25,upstream,19.2,23.1
2017-06-26,upstream,16.6,18.4
2017-06-27,upstream,15.9,19.4
2017-06-28,upstream,19.5,23.5
2017-06-29,upstream,17.2,19.3
2017-06-30,upstream,20.8,24.2
2017-07-01,upstream,18.8,22.3
2017-07-02,upstream,19.8,24.0
2017-07-03,upstream,19.5,21.1
2017-07-04,upstream,17.1,21.2
2017-07-05,upstream,17.2,19.8
2017-07-06,upstream,19.3,22.5
2017-07-07,upstream,17.3,20.1
2017-07-08,upstream,18.2,20.3
2017-07-09,upstream,17.2,21.5
2017-07-10,upstream,17.9,20.8
2017-07-11,upstream,16.7,20.5
2017-07-12,upstream,17.4,21.7
2017-07-13,upstream,15.5,18.3
2017-07-14,upstream,16.8,19.1
2017-07-15,upstream,17.6,22.0
2017-07-16,upstream,18.5,22.1
2017-07-17,upstream,18.2,20.8
2017-07-18,upstream,18.5,20.1
2017-07-19,upstream,17.1,20.6
2017-07-20,upstream,18.4,22.6
2017-07-21,upstream,20.0,21.7
2017-07-22,upstream,17.8,21.7
2017-07-23,upstream,19.4,23.7
2017-07-24,upstream,17.5,20.1
2017-07-25,upstream,18.1,21.9
2017-07-26,upstream,19.9,21.7
2017-07-27,upstream,17.0,20.7
2017-07-28,upstream,18.2,20.1
2017-07-29,upstream,17.1,21.5
2017-07-30,upstream,20.2,23.7
2017-07-31,upstream,16.9,20.6
2017-08-01,upstream,19.8,23.9
2017-08-02,upstream,15.7,17.3
2017-08-03,upstream,18.5,21.6
2017-08-04,upstream,17.3,20.8
2017-08-05,upstream,16.2,19.4
2017-08-06,upstream,17.6,21.6
2017-08-07,upstream,NA,NA
2017-08-08,upstream,16.9,18.6
2017-08-09,upstream,17.3,19.8
2017-08-10,upstream,16.3,18.4
2017-08-11,upstream,17.8,19.6
2017-08-12,upstream,16.8,19.9
2017-08-13,upstream,15.5,18.7
2017-08-14,upstream,16.8,20.3
2017-08-15,upstream,13.8,15.8
2017-08-16,upstream,13.6,17.5
2017-08-17,upstream,13.6,17.9
2017-08-18,upstream,NA,NA
2017-08-19,upstream,15.5,18.8
2017-08-20,upstream,14.2,16.1
2017-08-21,upstream,14.8,18.9
2017-08-22,upstream,15.6,18.9
2017-08-23,upstream,13.2,17.3
2017-08-24,upstream,13.8,17.4
2017-08-25,upstream,12.3,14.5
2017-08-26,upstream,13.7,17.0
2017-08-27,upstream,12.2,16.4
2017-08-28,upstream,12.3,16.0
2017-08-29,upstream,11.3,15.5
2017-08-30,upstream,14.4,16.8
2017-08-31,upstream,12.7,16.0
2017-09-01,upstream,15.0,17.6
2017-09-02,upstream,12.1,16.4
2017-09-03,upstream,10.8,12.6
2017-09-04,upstream,12.7,15.9
2017-09-05,upstream,11.4,14.3
2017-09-06,upstream,13.6,16.8
2017-09-07,upstream,11.8,14.8
2017-09-08,upstream,10.5,12.4
2017-09-09,upstream,12.5,15.6
2017-09-10,upstream,12.6,15.1
2017-09-11,upstream,11.1,15.4
2017-09-12,upstream,11.6,13.4
2017-09-13,upstream,11.5,13.5
2017-09-14,upstream,12.6,16.4
2017-09-15,upstream,12.7,15.4
2017-09-16,upstream,10.7,15.0
2017-09-17,upstream,12.5,15.0
2017-09-18,upstream,11.5,15.9
2017-09-19,upstream,7.5,9.8
2017-09-20,upstream,12.1,14.9
2017-09-21,upstream,9.8,12.7
2017-09-22,upstream,9.8,13.3
2017-09-23,upstream,8.7,10.8
2017-09-24,upstream,8.7,10.5
2017-09-25,upstream,10.0,13.8
2017-09-26,upstream,7.4,9.4
2017-09-27,upstream,11.7,14.3
2017-09-28,upstream,8.4,10.2
2017-09-29,upstream,6.5,10.2
2017-09-30,upstream,7.5,9.9
2017-10-01,upstream,7.1,10.9
2017-10-02,upstream,7.6,9.5
2017-10-03,upstream,8.3,11.4
2017-10-04,upstream,8.5,10.8
2017-10-05,upstream,7.7,11.2
2017-10-06,upstream,6.6,8.6
2017-10-07,upstream,5.7,9.5
2017-10-08,upstream,8.7,10.6
2017-10-09,upstream,6.7,9.5
2017-10-10,upstream,6.7,8.4
2017-10-11,upstream,5.7,9.3
2017-10-12,upstream,5.9,8.9
2017-10-13,upstream,5.5,8.1
2017-10-14,upstream,6.4,10.6
2017-10-15,upstream,6.6,9.7
2017-10-16,upstream,8.2,11.6
2017-10-17,upstream,4.4,7.8
2017-10-18,upstream,4.9,7.1
2017-10-19,upstream,4.6,8.8
2017-10-20,upstream,6.7,9.2
2017-10-21,upstream,4.0,6.8
2017-10-22,upstream,5.2,7.7
2017-10-23,upstream,7.5,11.4
2017-10-24,upstream,3.3,5.1
2017-10-25,upstream,4.1,5.7
2017-10-26,upstream,4.9,8.3
2017-10-27,upstream,4.0,8.3
2017-10-28,upstream,5.4,7.9
2017-10-29,upstream,3.4,7.8
2017-10-30,upstream,1.3,3.6
2017-10-31,upstream,3.4,5.5
2017-05-01,downstream,15.4,19.1
2017-05-02,downstream,14.9,17.4
2017-05-03,downstream,16.2,18.1
2017-05-04,downstream,16.8,19.1
2017-05-05,downstream,16.4,19.6
2017-05-06,downstream,14.8,18.5
2017-05-07,downstream,16.8,21.2
2017-05-08,downstream,16.0,19.1
2017-05-09,downstream,15.2,17.7
2017-05-10,downstream,15.9,18.4
2017-05-11,downstream,16.1,20.6
2017-05-12,downstream,15.4,18.4
2017-05-13,downstream,18.2,21.3
2017-05-14,downstream,15.7,19.6
2017-05-15,downstream,19.8,21.4
2017-05-16,downstream,16.8,18.7
2017-05-17,downstream,18.1,20.4
2017-05-18,downstream,17.0,19.0
2017-05-19,downstream,16.1,18.8
2017-05-20,downstream,15.6,19.8
2017-05-21,downstream,18.2,22.3
2017-05-22,downstream,19.6,23.8
2017-05-23,downstream,18.1,19.8
2017-05-24,downstream,18.4,21.3
2017-05-25,downstream,16.2,20.0
2017-05-26,downstream,18.3,20.5
2017-05-27,downstream,20.6,24.1
2017-05-28,downstream,18.6,21.2
2017-05-29,downstream,18.8,22.2
2017-05-30,downstream,18.7,21.8
2017-05-31,downstream,17.7,19.9
2017-06-01,downstream,17.4,19.5
2017-06-02,downstream,19.5,21.0
2017-06-03,downstream,21.8,25.8
2017-06-04,downstream,18.2,22.2
2017-06-05,downstream,18.5,22.8
2017-06-06,downstream,16.3,18.6
2017-06-07,downstream,18.5,20.5
2017-06-08,downstream,18.9,20.8
2017-06-09,downstream,20.0,24.5
2017-06-10,downstream,18.6,23.0
2017-06-11,downstream,19.1,22.6
2017-06-12,downstream,18.5,21.3
2017-06-13,downstream,18.9,22.2
2017-06-14,downstream,20.4,22.5
2017-06-15,downstream,19.1,21.3
2017-06-16,downstream,18.2,20.8
2017-06-17,downstream,21.1,23.9
2017-06-18,downstream,20.8,23.4
2017-06-19,downstream,22.6,25.4
2017-06-20,downstream,19.5,23.3
2017-06-21,downstream,19.0,21.2
2017-06-22,downstream,20.8,22.6
2017-06-23,downstream,20.2,23.0
2017-06-24,downstream,19.0,21.4
2017-06-25,downstream,20.8,23.4
2017-06-26,downstream,20.9,23.9
2017-06-27,downstream,20.7,24.3
2017-06-28,downstream,17.7,20.6
2017-06-29,downstream,20.3,24.2
2017-06-30,downstream,20.9,25.2
2017-07-01,downstream,20.3,24.7
2017-07-02,downstream,21.5,23.6
2017-07-03,downstream,19.8,24.1
2017-07-04,downstream,20.2,22.8
2017-07-05,downstream,17.9,20.6
2017-07-06,downstream,17.9,20.9
2017-07-07,downstream,21.3,23.9
2017-07-08,downstream,16.6,20.4
2017-07-09,downstream,19.3,21.0
2017-07-10,downstream,20.9,25.1
2017-07-11,downstream,20.7,25.0
2017-07-12,downstream,19.7,22.4
2017-07-13,downstream,19.2,21.0
2017-07-14,downstream,18.4,20.5
2017-07-15,downstream,19.1,20.8
2017-07-16,downstream,17.3,20.7
2017-07-17,downstream,21.3,25.2
2017-07-18,downstream,20.0,24.1
2017-07-19,downstream,18.7,21.7
2017-07-20,downstream,18.8,21.8
2017-07-21,downstream,19.0,21.9
2017-07-22,downstream,17.8,20.4
2017-07-23,downstream,19.1,22.7
2017-07-24,downstream,19.1,23.5
2017-07-25,downstream,19.3,22.5
2017-07-26,downstream,NA,NA
2017-07-27,downstream,21.1,23.9
2017-07-28,downstream,16.6,18.5
2017-07-29,downstream,19.8,24.1
2017-07-30,downstream,19.0,20.5
2017-07-31,downstream,18.1,21.6
2017-08-01,downstream,16.0,19.1
2017-08-02,downstream,19.2,22.8
2017-08-03,downstream,16.9,19.2
2017-08-04,downstream,18.2,22.3
2017-08-05,downstream,19.0,20.5
2017-08-06,downstream,17.7,19.4
2017-08-07,downstream,17.2,20.1
2017-08-08,downstream,NA,NA
2017-08-09,downstream,18.3,21.9
2017-08-10,downstream,18.4,22.5
2017-08-11,downstream,16.3,19.5
2017-08-12,downstream,19.9,24.0
2017-08-13,downstream,17.9,21.9
2017-08-14,downstream,15.8,18.5
2017-08-15,downstream,15.2,18.0
2017-08-16,downstream,14.2,16.0
2017-08-17,downstream,15.9,20.1
2017-08-18,downstream,16.7,20.8
2017-08-19,downstream,18.0,21.1
2017-08-20,downstream,15.5,18.2
2017-08-21,downstream,15.0,18.3
2017-08-22,downstream,16.3,18.7
2017-08-23,downstream,15.2,19.0
2017-08-24,downstream,16.1,19.8
2017-08-25,downstream,16.1,20.0
2017-08-26,downstream,15.2,17.3
2017-08-27,downstream,15.2,19.2
2017-08-28,downstream,13.4,17.3
2017-08-29,downstream,14.9,18.6
2017-08-30,downstream,15.3,18.6
2017-08-31,downstream,16.2,19.6
2017-09-01,downstream,16.2,19.7
2017-09-02,downstream,14.3,16.6
2017-09-03,downstream,16.1,18.1
2017-09-04,downstream,14.8,17.9
2017-09-05,downstream,13.1,15.5
2017-09-06,downstream,15.7,17.5
2017-09-07,downstream,15.2,16.9
2017-09-08,downstream,15.1,17.1
2017-09-09,downstream,13.8,17.7
2017-09-10,downstream,13.5,15.9
2017-09-11,downstream,13.4,15.3
2017-09-12,downstream,12.7,16.1
2017-09-13,downstream,12.5,14.8
2017-09-14,downstream,11.3,15.0
2017-09-15,downstream,10.7,12.9
2017-09-16,downstream,12.4,14.2
2017-09-17,downstream,11.0,12.5
2017-09-18,downstream,10.6,14.7
2017-09-19,downstream,10.5,14.4
2017-09-20,downstream,10.0,12.2
2017-09-21,downstream,10.3,14.3
2017-09-22,downstream,12.0,13.7
2017-09-23,downstream,10.5,13.9
2017-09-24,downstream,13.5,15.3
2017-09-25,downstream,11.1,14.1
2017-09-26,downstream,11.4,14.3
2017-09-27,downstream,9.2,13.1
2017-09-28,downstream,9.3,11.0
2017-09-29,downstream,9.5,12.6
2017-09-30,downstream,10.6,14.6
2017-10-01,downstream,8.5,10.7
2017-10-02,downstream,8.5,10.1
2017-10-03,downstream,8.4,12.2
2017-10-04,downstream,7.5,11.6
2017-10-05,downstream,8.6,11.2
2017-10-06,downstream,8.8,10.9
2017-10-07,downstream,7.7,12.2
2017-10-08,downstream,9.2,11.5
2017-10-09,downstream,10.3,12.9
2017-10-10,downstream,NA,NA
2017-10-11,downstream,6.0,8.5
2017-10-12,downstream,6.7,10.6
2017-10-13,downstream,7.3,9.4
2017-10-14,downstream,6.8,10.3
2017-10-15,downstream,7.9,11.5
2017-10-16,downstream,5.6,7.4
2017-10-17,downstream,5.2,8.2
2017-10-18,downstream,6.0,8.9
2017-10-19,downstream,6.0,9.6
2017-10-20,downstream,6.1,9.1
2017-10-21,downstream,6.0,9.3
2017-10-22,downstream,6.4,9.5
2017-10-23,downstream,5.5,9.7
2017-10-24,downstream,6.0,8.5
2017-10-25,downstream,4.2,7.1
2017-10-26,downstream,3.3,6.7
2017-10-27,downstream,4.6,8.4
2017-10-28,downstream,4.7,8.4
2017-10-29,downstream,4.1,6.1
2017-10-30,downstream,4.8,7.9
2017-10-31,downstream,4.8,8.4
2018-05-01,upstream,14.2,17.7
2018-05-02,upstream,13.1,16.9
2018-05-03,upstream,16.0,20.4
2018-05-04,upstream,13.0,15.1
2018-05-05,upstream,15.6,19.2
2018-05-06,upstream,12.8,17.3
2018-05-07,upstream,15.8,18.7
2018-05-08,upstream,13.4,15.4
2018-05-09,upstream,NA,NA
2018-05-10,upstream,15.4,19.5
2018-05-11,upstream,17.7,22.1
2018-05-12,upstream,14.6,18.2
2018-05-13,upstream,15.7,17.7
2018-05-14,upstream,15.0,16.6
2018-05-15,upstream,17.6,19.5
2018-05-16,upstream,13.3,17.0
2018-05-17,upstream,15.6,19.8
2018-05-18,upstream,15.9,17.7
2018-05-19,upstream,14.9,19.4
2018-05-20,upstream,16.1,20.1
2018-05-21,upstream,16.8,20.5
2018-05-22,upstream,17.0,20.3
2018-05-23,upstream,18.9,20.6
2018-05-24,upstream,17.5,21.7
2018-05-25,upstream,18.1,19.8
2018-05-26,upstream,18.9,20.4
2018-05-27,upstream,18.3,20.3
2018-05-28,upstream,14.7,18.1
2018-05-29,upstream,16.7,20.0
2018-05-30,upstream,17.7,22.0
2018-05-31,upstream,18.2,21.1
2018-06-01,upstream,17.2,20.5
2018-06-02,upstream,16.4,18.7
2018-06-03,upstream,19.1,23.0
2018-06-04,upstream,16.6,18.3
2018-06-05,upstream,14.3,17.2
2018-06-06,upstream,16.0,18.5
2018-06-07,upstream,17.8,20.9
2018-06-08,upstream,19.8,21.8
2018-06-09,upstream,16.8,19.8
2018-06-10,upstream,18.3,21.0
2018-06-11,upstream,16.7,18.5
2018-06-12,upstream,18.4,21.1
2018-06-13,upstream,17.9,21.5
2018-06-14,upstream,17.4,20.5
2018-06-15,upstream,16.6,20.4
2018-06-16,upstream,16.6,18.5
2018-06-17,upstream,18.3,21.0
2018-06-18,upstream,18.5,22.9
2018-06-19,upstream,19.0,23.3
2018-06-20,upstream,19.4,22.1
2018-06-21,upstream,18.1,20.4
2018-06-22,upstream,20.8,24.8
2018-06-23,upstream,NA,NA
2018-06-24,upstream,17.2,21.2
2018-06-25,upstream,18.1,20.8
2018-06-26,upstream,19.4,21.8
2018-06-27,upstream,18.9,21.1
2018-06-28,upstream,19.4,22.3
2018-06-29,upstream,18.8,21.5
2018-06-30,upstream,16.5,20.0
2018-07-01,upstream,19.6,23.6
2018-07-02,upstream,18.2,20.0
2018-07-03,upstream,19.4,21.7
2018-07-04,upstream,NA,NA
2018-07-05,upstream,16.9,19.3
2018-07-06,upstream,17.4,20.7
2018-07-07,upstream,18.8,21.7
2018-07-08,upstream,19.3,22.1
2018-07-09,upstream,19.2,20.9
2018-07-10,upstream,18.7,22.7
2018-07-11,upstream,16.3,20.5
2018-07-12,upstream,19.5,22.3
2018-07-13,upstream,18.6,21.6
2018-07-14,upstream,17.0,20.2
2018-07-15,upstream,19.0,21.8
2018-07-16,upstream,18.5,21.1
2018-07-17,upstream,17.4,20.6
2018-07-18,upstream,17.1,20.3
2018-07-19,upstream,18.3,21.7
2018-07-20,upstream,15.6,17.6
2018-07-21,upstream,18.1,20.2
2018-07-22,upstream,20.2,23.8
2018-07-23,upstream,18.4,21.2
2018-07-24,upstream,18.3,21.4
2018-07-25,upstream,18.4,21.4
2018-07-26,upstream,17.6,19.6
2018-07-27,upstream,15.5,18.0
2018-07-28,upstream,17.0,20.7
2018-07-29,upstream,15.5,18.3
2018-07-30,upstream,15.8,19.0
2018-07-31,upstream,16.1,19.8
2018-08-01,upstream,16.5,19.5
2018-08-02,upstream,17.6,20.1
2018-08-03,upstream,16.5,19.9
2018-08-04,upstream,17.6,20.0
2018-08-05,upstream,16.8,19.7
2018-08-06,upstream,18.9,22.2
2018-08-07,upstream,14.4,16.4
2018-08-08,upstream,17.9,20.0
2018-08-09,upstream,17.4,19.7
2018-08-10,upstream,15.0,18.7
2018-08-11,upstream,14.4,18.0
2018-08-12,upstream,16.4,19.9
2018-08-13,upstream,18.5,22.1
2018-08-14,upstream,15.9,18.2
2018-08-15,upstream,15.7,20.1
2018-08-16,upstream,14.2,17.2
2018-08-17,upstream,14.3,17.1
2018-08-18,upstream,14.0,17.5
2018-08-19,upstream,15.0,17.3
2018-08-20,upstream,14.0,18.4
2018-08-21,upstream,14.6,16.8
2018-08-22,upstream,14.3,15.8
2018-08-23,upstream,15.8,19.2
2018-08-24,upstream,13.2,17.6
2018-08-25,upstream,14.5,18.5
2018-08-26,upstream,14.5,17.0
2018-08-27,upstream,15.7,18.2
2018-08-28,upstream,14.1,16.2
2018-08-29,upstream,14.4,18.5
2018-08-30,upstream,13.4,15.1
2018-08-31,upstream,15.0,18.4
2018-09-01,upstream,12.6,14.9
2018-09-02,upstream,12.3,14.6
2018-09-03,upstream,13.6,16.2
2018-09-04,upstream,10.6,15.1
2018-09-05,upstream,13.2,15.7
2018-09-06,upstream,13.3,15.1
2018-09-07,upstream,11.0,14.4
2018-09-08,upstream,11.4,14.0
2018-09-09,upstream,12.3,15.4
2018-09-10,upstream,14.4,17.3
2018-09-11,upstream,12.9,15.4
2018-09-12,upstream,10.5,13.6
2018-09-13,upstream,11.3,14.2
2018-09-14,upstream,9.4,13.8
2018-09-15,upstream,13.0,15.0
2018-09-16,upstream,10.7,14.2
2018-09-17,upstream,11.3,14.2
2018-09-18,upstream,11.2,14.8
2018-09-19,upstream,9.5,12.9
2018-09-20,upstream,11.3,14.3
2018-09-21,upstream,10.1,11.6
2018-09-22,upstream,9.9,13.7
2018-09-23,upstream,6.7,8.9
2018-09-24,upstream,10.0,11.6
2018-09-25,upstream,6.6,10.3
2018-09-26,upstream,9.2,11.8
2018-09-27,upstream,7.0,10.7
2018-09-28,upstream,7.9,11.1
2018-09-29,upstream,11.5,16.0
2018-09-30,upstream,10.6,14.8
2018-10-01,upstream,6.7,10.5
2018-10-02,upstream,10.9,12.5
2018-10-03,upstream,7.9,11.7
2018-10-04,upstream,8.3,9.8
2018-10-05,upstream,7.8,11.5
2018-10-06,upstream,6.0,9.3
2018-10-07,upstream,7.3,9.2
2018-10-08,upstream,6.9,10.4
2018-10-09,upstream,6.5,8.1
2018-10-10,upstream,6.6,9.2
2018-10-11,upstream,6.5,10.3
2018-10-12,upstream,6.4,9.4
2018-10-13,upstream,5.8,8.8
2018-10-14,upstream,8.6,11.6
2018-10-15,upstream,6.1,9.3
2018-10-16,upstream,6.9,10.4
2018-10-17,upstream,4.3,6.1
2018-10-18,upstream,3.8,5.9
2018-10-19,upstream,6.0,8.9
2018-10-20,upstream,4.7,6.6
2018-10-21,upstream,3.7,6.6
2018-10-22,upstream,3.5,7.8
2018-10-23,upstream,5.5,7.8
2018-10-24,upstream,2.8,6.3
2018-10-25,upstream,2.7,6.3
2018-10-26,upstream,5.1,9.0
2018-10-27,upstream,0.7,3.2
2018-10-28,upstream,4.5,8.4
2018-10-29,upstream,5.2,7.0
2018-10-30,upstream,5.0,7.5
2018-10-31,upstream,NA,NA
2018-05-01,downstream,16.5,19.8
2018-05-02,downstream,13.2,17.3
2018-05-03,downstream,14.8,18.7
2018-05-04,downstream,14.6,19.1
2018-05-05,downstream,15.7,19.0
2018-05-06,downstream,14.3,17.3
2018-05-07,downstream,17.8,19.5
2018-05-08,downstream,15.9,17.6
2018-05-09,downstream,17.3,20.5
2018-05-10,downstream,17.7,21.4
2018-05-11,downstream,17.1,20.5
2018-05-12,downstream,16.3,18.6
2018-05-13,downstream,17.3,20.7
2018-05-14,downstream,18.1,20.4
2018-05-15,downstream,17.6,20.0
2018-05-16,downstream,18.3,21.3
2018-05-17,downstream,18.8,20.7
2018-05-18,downstream,19.0,21.1
2018-05-19,downstream,16.9,19.7
2018-05-20,downstream,17.2,21.4
2018-05-21,downstream,17.3,20.1
2018-05-22,downstream,19.0,22.7
2018-05-23,downstream,17.4,19.6
2018-05-24,downstream,18.0,19.6
2018-05-25,downstream,15.3,18.6
2018-05-26,downstream,19.5,22.7
2018-05-27,downstream,19.2,21.3
2018-05-28,downstream,17.3,18.8
2018-05-29,downstream,18.5,20.4
2018-05-30,downstream,19.6,23.3
2018-05-31,downstream,19.6,23.7
2018-06-01,downstream,19.6,21.8
2018-06-02,downstream,17.5,20.3
2018-06-03,downstream,19.5,23.1
2018-06-04,downstream,18.9,23.4
2018-06-05,downstream,18.6,23.1
2018-06-06,downstream,20.8,23.0
2018-06-07,downstream,18.6,22.0
2018-06-08,downstream,19.1,22.6
2018-06-09,downstream,20.6,22.3
2018-06-10,downstream,18.9,21.2
2018-06-11,downstream,18.6,22.6
2018-06-12,downstream,19.7,22.8
2018-06-13,downstream,22.3,25.3
2018-06-14,downstream,17.9,21.9
2018-06-15,downstream,18.9,23.0
2018-06-16,downstream,17.1,20.8
2018-06-17,downstream,19.7,21.8
2018-06-18,downstream,18.8,21.5
2018-06-19,downstream,18.1,22.5
2018-06-20,downstream,20.7,23.3
2018-06-21,downstream,19.4,23.6
2018-06-22,downstream,20.1,22.4
2018-06-23,downstream,20.7,24.0
2018-06-24,downstream,19.2,23.1
2018-06-25,downstream,19.5,22.2
2018-06-26,downstream,19.7,23.1
2018-06-27,downstream,17.2,18.9
2018-06-28,downstream,20.6,22.6
2018-06-29,downstream,21.3,24.6
2018-06-30,downstream,20.4,23.8
2018-07-01,downstream,22.0,25.6
2018-07-02,downstream,18.6,21.2
2018-07-03,downstream,NA,NA
2018-07-04,downstream,17.9,21.0
2018-07-05,downstream,20.3,24.7
2018-07-06,downstream,19.9,21.8
2018-07-07,downstream,22.3,26.7
2018-07-08,downstream,19.3,23.2
2018-07-09,downstream,19.2,21.5
2018-07-10,downstream,20.4,24.8
2018-07-11,downstream,22.2,23.8
2018-07-12,downstream,NA,NA
2018-07-13,downstream,22.5,26.8
2018-07-14,downstream,18.1,21.8
2018-07-15,downstream,19.8,22.9
2018-07-16,downstream,19.5,22.6
2018-07-17,downstream,22.0,24.3
2018-07-18,downstream,16.8,21.0
2018-07-19,downstream,18.0,19.6
2018-07-20,downstream,20.1,21.7
2018-07-21,downstream,20.2,21.7
2018-07-22,downstream,17.0,20.9
2018-07-23,downstream,19.4,22.8
2018-07-24,downstream,NA,NA
2018-07-25,downstream,19.0,22.5
2018-07-26,downstream,17.9,20.9
2018-07-27,downstream,17.1,20.7
2018-07-28,downstream,20.4,23.3
2018-07-29,downstream,20.7,23.5
2018-07-30,downstream,17.6,20.5
2018-07-31,downstream,18.2,21.1
2018-08-01,downstream,20.2,22.3
2018-08-02,downstream,19.4,22.4
2018-08-03,downstream,17.8,19.9
2018-08-04,downstream,17.5,20.3
2018-08-05,downstream,18.7,20.5
2018-08-06,downstream,18.0,20.6
2018-08-07,downstream,18.3,21.6
2018-08-08,downstream,18.1,21.9
2018-08-09,downstream,18.5,21.0
2018-08-10,downstream,18.9,22.9
2018-08-11,downstream,17.6,20.4
2018-08-12,downstream,14.9,16.7
2018-08-13,downstream,18.4,22.1
2018-08-14,downstream,17.2,19.3
2018-08-15,downstream,17.7,19.6
2018-08-16,downstream,17.9,20.4
2018-08-17,downstream,15.8,19.5
2018-08-18,downstream,17.0,20.7
2018-08-19,downstream,16.3,19.9
2018-08-20,downstream,18.4,21.3
2018-08-21,downstream,17.2,21.2
2018-08-22,downstream,16.9,20.8
2018-08-23,downstream,12.6,16.3
2018-08-24,downstream,15.1,17.5
2018-08-25,downstream,15.5,18.6
2018-08-26,downstream,13.0,16.6
2018-08-27,downstream,16.5,18.7
2018-08-28,downstream,15.4,18.1
2018-08-29,downstream,16.1,18.2
2018-08-30,downstream,12.6,14.4
2018-08-31,downstream,14.6,17.3
2018-09-01,downstream,13.9,16.4
2018-09-02,downstream,15.1,17.1
2018-09-03,downstream,12.7,15.5
2018-09-04,downstream,12.5,14.3
2018-09-05,downstream,12.1,15.6
2018-09-06,downstream,13.0,15.2
2018-09-07,downstream,13.3,14.9
2018-09-08,downstream,13.1,16.6
2018-09-09,downstream,13.6,15.3
2018-09-10,downstream,13.4,15.3
2018-09-11,downstream,14.6,16.9
2018-09-12,downstream,11.5,15.1
2018-09-13,downstream,13.8,16.6
2018-09-14,downstream,12.2,16.1
2018-09-15,downstream,14.2,15.9
2018-09-16,downstream,12.9,15.9
2018-09-17,downstream,14.5,16.2
2018-09-18,downstream,9.8,11.7
2018-09-19,downstream,12.2,16.3
2018-09-20,downstream,13.1,17.3
2018-09-21,downstream,10.2,11.8
2018-09-22,downstream,12.0,14.9
2018-09-23,downstream,NA,NA
2018-09-24,downstream,10.8,14.8
2018-09-25,downstream,9.8,12.4
2018-09-26,downstream,7.6,11.2
2018-09-27,downstream,12.3,16.3
2018-09-28,downstream,10.5,12.9
2018-09-29,downstream,8.4,10.0
2018-09-30,downstream,9.1,12.8
