# trout_population.csv
# Elk Fork Creek - Brown Trout Annual Electrofishing Survey Data
# Columns:
#   year: Year of survey (integer, YYYY)
#   sample_date: Date of electrofishing (YYYY-MM-DD)
#   site: Stream site identifier (character, EF01-EF05)
#   reach_length_m: Length of the sampled reach in meters
#   fish_id: Unique fish identifier (character)
#   total_length_mm: Total length in millimeters
#   weight_g: Weight in grams; NA if not weighed
#   cpue_per_100m: Site-level CPUE (fish per 100 m of stream); same for all fish at a site-year
# Units: length in mm, weight in g, reach in meters
# Missing values coded as NA
year,sample_date,site,reach_length_m,fish_id,total_length_mm,weight_g,cpue_per_100m
2016,2016-08-09,EF05,150,T00447,175,52.6,14.7
2016,2016-08-09,EF05,150,T00448,133,22.6,14.7
2016,2016-08-09,EF05,150,T00449,253,151.7,14.7
2016,2016-08-09,EF05,150,T00450,247,170.0,14.7
2016,2016-08-09,EF05,150,T00451,209,109.1,14.7
2016,2016-08-09,EF05,150,T00452,226,130.9,14.7
2016,2016-08-09,EF05,150,T00453,223,111.9,14.7
2016,2016-08-09,EF05,150,T00454,153,35.0,14.7
2016,2016-08-09,EF05,150,T00455,171,46.9,14.7
2016,2016-08-09,EF05,150,T00456,226,114.0,14.7
2016,2016-08-09,EF05,150,T00457,207,96.0,14.7
2016,2016-08-09,EF05,150,T00458,251,166.3,14.7
2016,2016-08-09,EF05,150,T00459,177,67.0,14.7
2016,2016-08-09,EF05,150,T00460,229,117.4,14.7
2016,2016-08-09,EF05,150,T00461,161,40.8,14.7
2016,2016-08-09,EF05,150,T00462,261,NA,14.7
2016,2016-08-09,EF05,150,T00463,199,NA,14.7
2016,2016-08-09,EF05,150,T00464,228,111.6,14.7
2017,2017-08-12,EF01,200,T00465,269,221.6,10.0
2017,2017-08-12,EF01,200,T00466,352,440.4,10.0
2017,2017-08-12,EF01,200,T00467,257,183.7,10.0
2017,2017-08-12,EF01,200,T00468,237,161.2,10.0
2017,2017-08-12,EF01,200,T00469,233,118.9,10.0
2017,2017-08-12,EF01,200,T00470,192,66.8,10.0
2017,2017-08-12,EF01,200,T00471,189,71.7,10.0
2017,2017-08-12,EF01,200,T00472,255,188.0,10.0
2017,2017-08-12,EF01,200,T00473,228,NA,10.0
2017,2017-08-12,EF01,200,T00474,210,85.5,10.0
2017,2017-08-12,EF01,200,T00475,290,255.8,10.0
2017,2017-08-12,EF01,200,T00476,188,60.8,10.0
2017,2017-08-12,EF01,200,T00477,130,25.7,10.0
2017,2017-08-12,EF01,200,T00478,313,326.7,10.0
2017,2017-08-12,EF01,200,T00479,205,90.1,10.0
2017,2017-08-12,EF01,200,T00480,244,137.3,10.0
2017,2017-08-12,EF01,200,T00481,198,71.4,10.0
2017,2017-08-12,EF01,200,T00482,225,116.9,10.0
2017,2017-08-12,EF01,200,T00483,154,35.0,10.0
2017,2017-08-12,EF01,200,T00484,191,64.4,10.0
2017,2017-08-12,EF02,100,T00485,219,120.9,15.0
2017,2017-08-12,EF02,100,T00486,170,52.9,15.0
2017,2017-08-12,EF02,100,T00487,215,107.6,15.0
2017,2017-08-12,EF02,100,T00488,194,76.7,15.0
2017,2017-08-12,EF02,100,T00489,231,147.9,15.0
2017,2017-08-12,EF02,100,T00490,210,85.0,15.0
2017,2017-08-12,EF02,100,T00491,187,68.2,15.0
2017,2017-08-12,EF02,100,T00492,274,249.1,15.0
2017,2017-08-12,EF02,100,T00493,193,79.3,15.0
2017,2017-08-12,EF02,100,T00494,277,225.8,15.0
2017,2017-08-12,EF02,100,T00495,327,NA,15.0
2017,2017-08-12,EF02,100,T00496,252,174.8,15.0
2017,2017-08-12,EF02,100,T00497,248,165.9,15.0
2017,2017-08-12,EF02,100,T00498,229,123.2,15.0
2017,2017-08-12,EF02,100,T00499,207,106.3,15.0
2017,2017-08-12,EF03,150,T00500,163,48.4,12.7
2017,2017-08-12,EF03,150,T00501,140,27.2,12.7
2017,2017-08-12,EF03,150,T00502,219,123.3,12.7
2017,2017-08-12,EF03,150,T00503,208,101.1,12.7
2017,2017-08-12,EF03,150,T00504,215,95.3,12.7
2017,2017-08-12,EF03,150,T00505,236,145.6,12.7
2017,2017-08-12,EF03,150,T00506,247,183.4,12.7
2017,2017-08-12,EF03,150,T00507,140,25.6,12.7
2017,2017-08-12,EF03,150,T00508,172,47.9,12.7
2017,2017-08-12,EF03,150,T00509,188,65.8,12.7
2017,2017-08-12,EF03,150,T00510,209,101.9,12.7
2017,2017-08-12,EF03,150,T00511,144,30.0,12.7
2017,2017-08-12,EF03,150,T00512,140,32.9,12.7
2017,2017-08-12,EF03,150,T00513,182,69.2,12.7
2017,2017-08-12,EF03,150,T00514,167,54.3,12.7
2017,2017-08-12,EF03,150,T00515,220,113.8,12.7
2017,2017-08-12,EF03,150,T00516,215,101.4,12.7
2017,2017-08-12,EF03,150,T00517,249,142.7,12.7
2017,2017-08-12,EF03,150,T00518,229,123.3,12.7
2017,2017-08-12,EF04,150,T00519,190,68.4,11.3
2017,2017-08-12,EF04,150,T00520,196,86.5,11.3
2017,2017-08-12,EF04,150,T00521,248,164.9,11.3
2017,2017-08-12,EF04,150,T00522,105,13.7,11.3
2017,2017-08-12,EF04,150,T00523,193,83.3,11.3
2017,2017-08-12,EF04,150,T00524,239,140.8,11.3
2017,2017-08-12,EF04,150,T00525,175,64.9,11.3
2017,2017-08-12,EF04,150,T00526,226,103.9,11.3
2017,2017-08-12,EF04,150,T00527,268,233.7,11.3
2017,2017-08-12,EF04,150,T00528,237,NA,11.3
2017,2017-08-12,EF04,150,T00529,295,234.0,11.3
2017,2017-08-12,EF04,150,T00530,237,134.6,11.3
2017,2017-08-12,EF04,150,T00531,268,233.8,11.3
2017,2017-08-12,EF04,150,T00532,276,220.1,11.3
2017,2017-08-12,EF04,150,T00533,205,87.5,11.3
2017,2017-08-12,EF04,150,T00534,150,31.8,11.3
2017,2017-08-12,EF04,150,T00535,268,191.9,11.3
2017,2017-08-12,EF05,200,T00536,112,14.8,8.0
2017,2017-08-12,EF05,200,T00537,281,232.8,8.0
2017,2017-08-12,EF05,200,T00538,89,6.8,8.0
2017,2017-08-12,EF05,200,T00539,243,168.2,8.0
2017,2017-08-12,EF05,200,T00540,141,29.8,8.0
2017,2017-08-12,EF05,200,T00541,139,26.6,8.0
2017,2017-08-12,EF05,200,T00542,320,394.4,8.0
2017,2017-08-12,EF05,200,T00543,214,101.3,8.0
2017,2017-08-12,EF05,200,T00544,184,NA,8.0
2017,2017-08-12,EF05,200,T00545,257,175.8,8.0
2017,2017-08-12,EF05,200,T00546,200,78.1,8.0
2017,2017-08-12,EF05,200,T00547,212,102.3,8.0
2017,2017-08-12,EF05,200,T00548,179,55.1,8.0
2017,2017-08-12,EF05,200,T00549,295,237.0,8.0
2017,2017-08-12,EF05,200,T00550,210,107.6,8.0
2017,2017-08-12,EF05,200,T00551,283,262.0,8.0
2018,2018-08-20,EF01,200,T00552,285,242.3,7.0
2018,2018-08-20,EF01,200,T00553,313,324.9,7.0
2018,2018-08-20,EF01,200,T00554,217,104.3,7.0
2018,2018-08-20,EF01,200,T00555,292,242.6,7.0
2018,2018-08-20,EF01,200,T00556,156,34.6,7.0
2018,2018-08-20,EF01,200,T00557,245,167.6,7.0
2018,2018-08-20,EF01,200,T00558,218,105.5,7.0
2018,2018-08-20,EF01,200,T00559,234,142.2,7.0
2018,2018-08-20,EF01,200,T00560,226,136.7,7.0
2018,2018-08-20,EF01,200,T00561,272,245.7,7.0
2018,2018-08-20,EF01,200,T00562,157,35.1,7.0
2018,2018-08-20,EF01,200,T00563,277,207.6,7.0
2018,2018-08-20,EF01,200,T00564,181,55.7,7.0
2018,2018-08-20,EF01,200,T00565,106,12.5,7.0
2018,2018-08-20,EF02,150,T00566,218,100.0,13.3
2018,2018-08-20,EF02,150,T00567,177,53.6,13.3
2018,2018-08-20,EF02,150,T00568,252,190.8,13.3
2018,2018-08-20,EF02,150,T00569,254,193.3,13.3
2018,2018-08-20,EF02,150,T00570,178,NA,13.3
2018,2018-08-20,EF02,150,T00571,266,189.3,13.3
2018,2018-08-20,EF02,150,T00572,174,49.0,13.3
2018,2018-08-20,EF02,150,T00573,260,185.5,13.3
2018,2018-08-20,EF02,150,T00574,190,62.5,13.3
2018,2018-08-20,EF02,150,T00575,198,71.9,13.3
2018,2018-08-20,EF02,150,T00576,246,154.1,13.3
2018,2018-08-20,EF02,150,T00577,225,132.2,13.3
2018,2018-08-20,EF02,150,T00578,329,389.6,13.3
2018,2018-08-20,EF02,150,T00579,154,36.9,13.3
2018,2018-08-20,EF02,150,T00580,310,293.9,13.3
2018,2018-08-20,EF02,150,T00581,330,410.9,13.3
2018,2018-08-20,EF02,150,T00582,264,171.2,13.3
2018,2018-08-20,EF02,150,T00583,125,18.1,13.3
2018,2018-08-20,EF02,150,T00584,191,64.3,13.3
2018,2018-08-20,EF02,150,T00585,127,19.5,13.3
2018,2018-08-20,EF03,200,T00586,247,140.0,12.0
2018,2018-08-20,EF03,200,T00587,241,152.3,12.0
2018,2018-08-20,EF03,200,T00588,125,20.5,12.0
2018,2018-08-20,EF03,200,T00589,181,69.8,12.0
2018,2018-08-20,EF03,200,T00590,178,59.2,12.0
2018,2018-08-20,EF03,200,T00591,172,48.6,12.0
2018,2018-08-20,EF03,200,T00592,225,136.0,12.0
2018,2018-08-20,EF03,200,T00593,202,77.1,12.0
2018,2018-08-20,EF03,200,T00594,254,158.0,12.0
2018,2018-08-20,EF03,200,T00595,271,202.2,12.0
2018,2018-08-20,EF03,200,T00596,199,91.9,12.0
2018,2018-08-20,EF03,200,T00597,184,74.4,12.0
2018,2018-08-20,EF03,200,T00598,129,24.9,12.0
2018,2018-08-20,EF03,200,T00599,232,130.5,12.0
2018,2018-08-20,EF03,200,T00600,209,107.1,12.0
2018,2018-08-20,EF03,200,T00601,181,54.8,12.0
2018,2018-08-20,EF03,200,T00602,215,96.8,12.0
2018,2018-08-20,EF03,200,T00603,307,274.5,12.0
2018,2018-08-20,EF03,200,T00604,188,79.9,12.0
2018,2018-08-20,EF03,200,T00605,274,213.0,12.0
2018,2018-08-20,EF03,200,T00606,313,317.4,12.0
2018,2018-08-20,EF03,200,T00607,329,326.4,12.0
2018,2018-08-20,EF03,200,T00608,163,42.0,12.0
2018,2018-08-20,EF03,200,T00609,235,156.1,12.0
2018,2018-08-20,EF04,150,T00610,160,41.2,13.3
2018,2018-08-20,EF04,150,T00611,246,179.8,13.3
2018,2018-08-20,EF04,150,T00612,223,109.4,13.3
2018,2018-08-20,EF04,150,T00613,246,174.8,13.3
2018,2018-08-20,EF04,150,T00614,169,45.4,13.3
2018,2018-08-20,EF04,150,T00615,119,19.9,13.3
2018,2018-08-20,EF04,150,T00616,148,33.0,13.3
2018,2018-08-20,EF04,150,T00617,171,55.7,13.3
2018,2018-08-20,EF04,150,T00618,256,174.9,13.3
2018,2018-08-20,EF04,150,T00619,169,57.6,13.3
2018,2018-08-20,EF04,150,T00620,329,326.8,13.3
2018,2018-08-20,EF04,150,T00621,203,98.6,13.3
2018,2018-08-20,EF04,150,T00622,229,139.0,13.3
2018,2018-08-20,EF04,150,T00623,265,191.3,13.3
2018,2018-08-20,EF04,150,T00624,236,132.5,13.3
2018,2018-08-20,EF04,150,T00625,149,30.7,13.3
2018,2018-08-20,EF04,150,T00626,363,483.9,13.3
2018,2018-08-20,EF04,150,T00627,199,75.0,13.3
2018,2018-08-20,EF04,150,T00628,196,80.7,13.3
2018,2018-08-20,EF04,150,T00629,261,177.6,13.3
2018,2018-08-20,EF05,200,T00630,105,11.2,9.0
2018,2018-08-20,EF05,200,T00631,246,148.9,9.0
2018,2018-08-20,EF05,200,T00632,148,33.5,9.0
2018,2018-08-20,EF05,200,T00633,152,41.1,9.0
2018,2018-08-20,EF05,200,T00634,130,24.1,9.0
2018,2018-08-20,EF05,200,T00635,307,287.6,9.0
2018,2018-08-20,EF05,200,T00636,238,132.5,9.0
2018,2018-08-20,EF05,200,T00637,269,191.1,9.0
2018,2018-08-20,EF05,200,T00638,137,25.5,9.0
2018,2018-08-20,EF05,200,T00639,265,204.1,9.0
2018,2018-08-20,EF05,200,T00640,259,NA,9.0
2018,2018-08-20,EF05,200,T00641,291,247.2,9.0
2018,2018-08-20,EF05,200,T00642,143,26.6,9.0
2018,2018-08-20,EF05,200,T00643,205,88.6,9.0
2018,2018-08-20,EF05,200,T00644,240,159.1,9.0
2018,2018-08-20,EF05,200,T00645,247,138.6,9.0
2018,2018-08-20,EF05,200,T00646,218,117.6,9.0
2018,2018-08-20,EF05,200,T00647,180,57.5,9.0
2019,2019-08-11,EF01,150,T00648,250,160.6,12.7
2019,2019-08-11,EF01,150,T00649,153,37.6,12.7
2019,2019-08-11,EF01,150,T00650,252,NA,12.7
2019,2019-08-11,EF01,150,T00651,269,208.2,12.7
2019,2019-08-11,EF01,150,T00652,248,182.9,12.7
2019,2019-08-11,EF01,150,T00653,232,113.8,12.7
2019,2019-08-11,EF01,150,T00654,302,335.7,12.7
2019,2019-08-11,EF01,150,T00655,136,27.8,12.7
2019,2019-08-11,EF01,150,T00656,182,69.9,12.7
2019,2019-08-11,EF01,150,T00657,297,317.4,12.7
2019,2019-08-11,EF01,150,T00658,150,34.7,12.7
2019,2019-08-11,EF01,150,T00659,239,146.4,12.7
2019,2019-08-11,EF01,150,T00660,187,74.3,12.7
2019,2019-08-11,EF01,150,T00661,125,NA,12.7
2019,2019-08-11,EF01,150,T00662,205,99.9,12.7
2019,2019-08-11,EF01,150,T00663,184,60.8,12.7
2019,2019-08-11,EF01,150,T00664,152,38.2,12.7
2019,2019-08-11,EF01,150,T00665,162,46.2,12.7
2019,2019-08-11,EF01,150,T00666,160,37.1,12.7
2019,2019-08-11,EF02,100,T00667,138,28.5,17.0
2019,2019-08-11,EF02,100,T00668,151,NA,17.0
2019,2019-08-11,EF02,100,T00669,228,142.8,17.0
2019,2019-08-11,EF02,100,T00670,184,61.6,17.0
2019,2019-08-11,EF02,100,T00671,268,210.0,17.0
2019,2019-08-11,EF02,100,T00672,242,157.8,17.0
2019,2019-08-11,EF02,100,T00673,200,88.7,17.0
2019,2019-08-11,EF02,100,T00674,240,152.8,17.0
2019,2019-08-11,EF02,100,T00675,260,195.3,17.0
2019,2019-08-11,EF02,100,T00676,198,72.3,17.0
2019,2019-08-11,EF02,100,T00677,210,98.3,17.0
2019,2019-08-11,EF02,100,T00678,174,52.4,17.0
2019,2019-08-11,EF02,100,T00679,234,125.0,17.0
2019,2019-08-11,EF02,100,T00680,178,56.4,17.0
2019,2019-08-11,EF02,100,T00681,195,83.5,17.0
2019,2019-08-11,EF02,100,T00682,215,95.8,17.0
2019,2019-08-11,EF02,100,T00683,266,206.5,17.0
2019,2019-08-11,EF03,200,T00684,229,114.1,10.0
2019,2019-08-11,EF03,200,T00685,231,149.8,10.0
2019,2019-08-11,EF03,200,T00686,201,89.8,10.0
2019,2019-08-11,EF03,200,T00687,297,305.3,10.0
2019,2019-08-11,EF03,200,T00688,224,123.3,10.0
2019,2019-08-11,EF03,200,T00689,204,88.1,10.0
2019,2019-08-11,EF03,200,T00690,205,100.8,10.0
2019,2019-08-11,EF03,200,T00691,211,102.5,10.0
2019,2019-08-11,EF03,200,T00692,260,194.2,10.0
2019,2019-08-11,EF03,200,T00693,326,391.5,10.0
2019,2019-08-11,EF03,200,T00694,293,244.7,10.0
2019,2019-08-11,EF03,200,T00695,207,103.1,10.0
2019,2019-08-11,EF03,200,T00696,286,215.8,10.0
2019,2019-08-11,EF03,200,T00697,183,59.6,10.0
2019,2019-08-11,EF03,200,T00698,349,415.7,10.0
2019,2019-08-11,EF03,200,T00699,145,35.7,10.0
2019,2019-08-11,EF03,200,T00700,186,65.9,10.0
2019,2019-08-11,EF03,200,T00701,224,105.8,10.0
2019,2019-08-11,EF03,200,T00702,257,160.8,10.0
2019,2019-08-11,EF03,200,T00703,328,320.0,10.0
2019,2019-08-11,EF04,100,T00704,205,83.2,19.0
2019,2019-08-11,EF04,100,T00705,127,19.3,19.0
2019,2019-08-11,EF04,100,T00706,219,113.5,19.0
2019,2019-08-11,EF04,100,T00707,237,148.3,19.0
2019,2019-08-11,EF04,100,T00708,164,47.9,19.0
2019,2019-08-11,EF04,100,T00709,272,NA,19.0
2019,2019-08-11,EF04,100,T00710,221,106.9,19.0
2019,2019-08-11,EF04,100,T00711,233,152.7,19.0
2019,2019-08-11,EF04,100,T00712,252,194.5,19.0
2019,2019-08-11,EF04,100,T00713,148,31.7,19.0
2019,2019-08-11,EF04,100,T00714,121,20.0,19.0
2019,2019-08-11,EF04,100,T00715,190,72.5,19.0
2019,2019-08-11,EF04,100,T00716,199,82.0,19.0
2019,2019-08-11,EF04,100,T00717,314,366.1,19.0
2019,2019-08-11,EF04,100,T00718,204,88.8,19.0
2019,2019-08-11,EF04,100,T00719,197,87.3,19.0
2019,2019-08-11,EF04,100,T00720,134,21.5,19.0
2019,2019-08-11,EF04,100,T00721,207,103.6,19.0
2019,2019-08-11,EF04,100,T00722,182,69.2,19.0
2019,2019-08-11,EF05,150,T00723,175,54.6,10.7
2019,2019-08-11,EF05,150,T00724,278,254.2,10.7
2019,2019-08-11,EF05,150,T00725,215,119.4,10.7
2019,2019-08-11,EF05,150,T00726,153,36.2,10.7
2019,2019-08-11,EF05,150,T00727,233,129.2,10.7
2019,2019-08-11,EF05,150,T00728,167,44.5,10.7
2019,2019-08-11,EF05,150,T00729,150,33.3,10.7
2019,2019-08-11,EF05,150,T00730,268,184.1,10.7
2019,2019-08-11,EF05,150,T00731,233,143.4,10.7
2019,2019-08-11,EF05,150,T00732,240,152.4,10.7
2019,2019-08-11,EF05,150,T00733,176,59.7,10.7
2019,2019-08-11,EF05,150,T00734,148,34.0,10.7
2019,2019-08-11,EF05,150,T00735,215,98.8,10.7
2019,2019-08-11,EF05,150,T00736,208,NA,10.7
2019,2019-08-11,EF05,150,T00737,297,257.8,10.7
2019,2019-08-11,EF05,150,T00738,236,122.3,10.7
2020,2020-08-09,EF01,200,T00739,190,74.7,8.0
2020,2020-08-09,EF01,200,T00740,179,53.6,8.0
2020,2020-08-09,EF01,200,T00741,248,158.1,8.0
2020,2020-08-09,EF01,200,T00742,161,42.1,8.0
2020,2020-08-09,EF01,200,T00743,182,61.0,8.0
2020,2020-08-09,EF01,200,T00744,165,51.5,8.0
2020,2020-08-09,EF01,200,T00745,234,129.5,8.0
2020,2020-08-09,EF01,200,T00746,245,151.3,8.0
2020,2020-08-09,EF01,200,T00747,248,172.0,8.0
2020,2020-08-09,EF01,200,T00748,272,210.6,8.0
2020,2020-08-09,EF01,200,T00749,237,153.8,8.0
2020,2020-08-09,EF01,200,T00750,176,50.6,8.0
2020,2020-08-09,EF01,200,T00751,144,32.0,8.0
2020,2020-08-09,EF01,200,T00752,248,165.3,8.0
2020,2020-08-09,EF01,200,T00753,239,147.1,8.0
2020,2020-08-09,EF01,200,T00754,229,115.2,8.0
2020,2020-08-09,EF02,100,T00755,282,228.7,18.0
2020,2020-08-09,EF02,100,T00756,178,58.5,18.0
2020,2020-08-09,EF02,100,T00757,307,274.1,18.0
2020,2020-08-09,EF02,100,T00758,129,20.7,18.0
2020,2020-08-09,EF02,100,T00759,143,29.8,18.0
2020,2020-08-09,EF02,100,T00760,160,47.4,18.0
2020,2020-08-09,EF02,100,T00761,201,96.2,18.0
2020,2020-08-09,EF02,100,T00762,191,77.3,18.0
2020,2020-08-09,EF02,100,T00763,276,222.8,18.0
2020,2020-08-09,EF02,100,T00764,192,80.1,18.0
2020,2020-08-09,EF02,100,T00765,205,82.3,18.0
2020,2020-08-09,EF02,100,T00766,163,51.0,18.0
2020,2020-08-09,EF02,100,T00767,250,160.9,18.0
2020,2020-08-09,EF02,100,T00768,226,134.9,18.0
2020,2020-08-09,EF02,100,T00769,209,84.2,18.0
2020,2020-08-09,EF02,100,T00770,204,99.8,18.0
2020,2020-08-09,EF02,100,T00771,202,92.8,18.0
2020,2020-08-09,EF02,100,T00772,130,22.0,18.0
2020,2020-08-09,EF03,200,T00773,97,10.8,8.5
2020,2020-08-09,EF03,200,T00774,243,149.0,8.5
2020,2020-08-09,EF03,200,T00775,157,37.1,8.5
2020,2020-08-09,EF03,200,T00776,262,204.1,8.5
2020,2020-08-09,EF03,200,T00777,182,NA,8.5
2020,2020-08-09,EF03,200,T00778,253,191.5,8.5
2020,2020-08-09,EF03,200,T00779,267,197.5,8.5
2020,2020-08-09,EF03,200,T00780,136,25.2,8.5
2020,2020-08-09,EF03,200,T00781,175,61.7,8.5
2020,2020-08-09,EF03,200,T00782,142,34.1,8.5
2020,2020-08-09,EF03,200,T00783,311,339.1,8.5
2020,2020-08-09,EF03,200,T00784,165,45.8,8.5
2020,2020-08-09,EF03,200,T00785,261,182.7,8.5
2020,2020-08-09,EF03,200,T00786,202,82.1,8.5
2020,2020-08-09,EF03,200,T00787,224,134.5,8.5
2020,2020-08-09,EF03,200,T00788,243,136.3,8.5
2020,2020-08-09,EF03,200,T00789,228,142.2,8.5
2020,2020-08-09,EF04,150,T00790,182,55.5,10.7
2020,2020-08-09,EF04,150,T00791,151,40.7,10.7
2020,2020-08-09,EF04,150,T00792,223,123.1,10.7
2020,2020-08-09,EF04,150,T00793,166,43.2,10.7
2020,2020-08-09,EF04,150,T00794,213,89.9,10.7
2020,2020-08-09,EF04,150,T00795,254,182.6,10.7
2020,2020-08-09,EF04,150,T00796,242,132.5,10.7
2020,2020-08-09,EF04,150,T00797,258,197.8,10.7
2020,2020-08-09,EF04,150,T00798,192,64.9,10.7
2020,2020-08-09,EF04,150,T00799,285,251.0,10.7
2020,2020-08-09,EF04,150,T00800,119,18.7,10.7
2020,2020-08-09,EF04,150,T00801,73,3.8,10.7
2020,2020-08-09,EF04,150,T00802,101,9.3,10.7
2020,2020-08-09,EF04,150,T00803,102,12.3,10.7
2020,2020-08-09,EF04,150,T00804,245,144.6,10.7
2020,2020-08-09,EF04,150,T00805,180,65.9,10.7
2020,2020-08-09,EF05,150,T00806,214,99.3,10.7
2020,2020-08-09,EF05,150,T00807,101,12.3,10.7
2020,2020-08-09,EF05,150,T00808,286,268.3,10.7
2020,2020-08-09,EF05,150,T00809,136,23.5,10.7
2020,2020-08-09,EF05,150,T00810,132,23.5,10.7
2020,2020-08-09,EF05,150,T00811,245,178.5,10.7
2020,2020-08-09,EF05,150,T00812,190,70.7,10.7
2020,2020-08-09,EF05,150,T00813,186,73.2,10.7
2020,2020-08-09,EF05,150,T00814,248,161.3,10.7
2020,2020-08-09,EF05,150,T00815,259,165.4,10.7
2020,2020-08-09,EF05,150,T00816,346,498.1,10.7
2020,2020-08-09,EF05,150,T00817,232,115.7,10.7
2020,2020-08-09,EF05,150,T00818,335,368.5,10.7
2020,2020-08-09,EF05,150,T00819,235,156.3,10.7
2020,2020-08-09,EF05,150,T00820,230,110.6,10.7
2020,2020-08-09,EF05,150,T00821,161,49.1,10.7
2021,2021-08-08,EF01,100,T00822,184,56.6,15.0
2021,2021-08-08,EF01,100,T00823,213,99.0,15.0
2021,2021-08-08,EF01,100,T00824,289,NA,15.0
2021,2021-08-08,EF01,100,T00825,124,18.2,15.0
2021,2021-08-08,EF01,100,T00826,175,53.6,15.0
2021,2021-08-08,EF01,100,T00827,170,49.8,15.0
2021,2021-08-08,EF01,100,T00828,147,28.4,15.0
2021,2021-08-08,EF01,100,T00829,226,139.3,15.0
2021,2021-08-08,EF01,100,T00830,157,45.2,15.0
2021,2021-08-08,EF01,100,T00831,181,57.2,15.0
2021,2021-08-08,EF01,100,T00832,239,131.4,15.0
2021,2021-08-08,EF01,100,T00833,154,36.6,15.0
2021,2021-08-08,EF01,100,T00834,297,242.3,15.0
2021,2021-08-08,EF01,100,T00835,186,64.7,15.0
2021,2021-08-08,EF01,100,T00836,201,81.4,15.0
2021,2021-08-08,EF02,100,T00837,272,243.7,12.0
2021,2021-08-08,EF02,100,T00838,227,116.7,12.0
2021,2021-08-08,EF02,100,T00839,212,90.1,12.0
2021,2021-08-08,EF02,100,T00840,203,88.2,12.0
2021,2021-08-08,EF02,100,T00841,302,NA,12.0
2021,2021-08-08,EF02,100,T00842,198,91.3,12.0
2021,2021-08-08,EF02,100,T00843,258,NA,12.0
2021,2021-08-08,EF02,100,T00844,116,15.8,12.0
2021,2021-08-08,EF02,100,T00845,162,NA,12.0
2021,2021-08-08,EF02,100,T00846,257,206.9,12.0
2021,2021-08-08,EF02,100,T00847,243,163.8,12.0
2021,2021-08-08,EF02,100,T00848,238,149.9,12.0
2021,2021-08-08,EF03,150,T00849,221,110.0,7.3
2021,2021-08-08,EF03,150,T00850,134,22.4,7.3
2021,2021-08-08,EF03,150,T00851,249,163.3,7.3
2021,2021-08-08,EF03,150,T00852,112,13.0,7.3
2021,2021-08-08,EF03,150,T00853,152,NA,7.3
2021,2021-08-08,EF03,150,T00854,118,19.6,7.3
2021,2021-08-08,EF03,150,T00855,166,51.4,7.3
2021,2021-08-08,EF03,150,T00856,148,33.1,7.3
2021,2021-08-08,EF03,150,T00857,115,NA,7.3
2021,2021-08-08,EF03,150,T00858,135,NA,7.3
2021,2021-08-08,EF03,150,T00859,185,62.0,7.3
2021,2021-08-08,EF04,100,T00860,292,231.1,20.0
2021,2021-08-08,EF04,100,T00861,217,116.8,20.0
2021,2021-08-08,EF04,100,T00862,153,40.1,20.0
2021,2021-08-08,EF04,100,T00863,141,29.3,20.0
2021,2021-08-08,EF04,100,T00864,190,81.8,20.0
2021,2021-08-08,EF04,100,T00865,319,NA,20.0
2021,2021-08-08,EF04,100,T00866,178,58.6,20.0
2021,2021-08-08,EF04,100,T00867,290,276.6,20.0
2021,2021-08-08,EF04,100,T00868,298,275.2,20.0
2021,2021-08-08,EF04,100,T00869,231,113.2,20.0
2021,2021-08-08,EF04,100,T00870,70,3.9,20.0
2021,2021-08-08,EF04,100,T00871,154,35.3,20.0
2021,2021-08-08,EF04,100,T00872,245,169.3,20.0
2021,2021-08-08,EF04,100,T00873,173,56.7,20.0
2021,2021-08-08,EF04,100,T00874,209,108.0,20.0
2021,2021-08-08,EF04,100,T00875,213,87.1,20.0
2021,2021-08-08,EF04,100,T00876,170,45.5,20.0
2021,2021-08-08,EF04,100,T00877,203,91.6,20.0
2021,2021-08-08,EF04,100,T00878,215,114.1,20.0
2021,2021-08-08,EF04,100,T00879,283,269.6,20.0
2021,2021-08-08,EF05,150,T00880,176,50.4,10.7
2021,2021-08-08,EF05,150,T00881,162,48.3,10.7
2021,2021-08-08,EF05,150,T00882,119,16.1,10.7
2021,2021-08-08,EF05,150,T00883,224,120.5,10.7
2021,2021-08-08,EF05,150,T00884,192,NA,10.7
2021,2021-08-08,EF05,150,T00885,197,87.3,10.7
2021,2021-08-08,EF05,150,T00886,162,50.1,10.7
2021,2021-08-08,EF05,150,T00887,228,121.7,10.7
2021,2021-08-08,EF05,150,T00888,192,81.8,10.7
2021,2021-08-08,EF05,150,T00889,152,41.5,10.7
2021,2021-08-08,EF05,150,T00890,160,39.2,10.7
2021,2021-08-08,EF05,150,T00891,126,23.6,10.7
2021,2021-08-08,EF05,150,T00892,224,134.1,10.7
2021,2021-08-08,EF05,150,T00893,214,108.7,10.7
2021,2021-08-08,EF05,150,T00894,127,22.9,10.7
2021,2021-08-08,EF05,150,T00895,201,83.9,10.7
2022,2022-08-11,EF01,100,T00896,260,169.5,17.0
2022,2022-08-11,EF01,100,T00897,194,83.2,17.0
2022,2022-08-11,EF01,100,T00898,205,85.3,17.0
2022,2022-08-11,EF01,100,T00899,201,96.2,17.0
2022,2022-08-11,EF01,100,T00900,235,123.8,17.0
2022,2022-08-11,EF01,100,T00901,279,247.8,17.0
2022,2022-08-11,EF01,100,T00902,229,129.1,17.0
2022,2022-08-11,EF01,100,T00903,192,84.0,17.0
