# crappie_length_frequency.csv
# Silver Creek Impoundment - Black Crappie Fall Trap Net Length-Frequency Data
# Columns:
#   year: Year of sampling (integer, YYYY)
#   sample_date: Date of sampling (YYYY-MM-DD)
#   site: Trap net site identifier (character, TN01-TN08)
#   fish_id: Unique fish identifier (character)
#   total_length_mm: Total length in millimeters
#   weight_g: Weight in grams; NA if not weighed
#   sex: Sex of fish (M, F, or U for unknown); NA if not determined
# Units: length in mm, weight in g
# Missing values coded as NA
year,sample_date,site,fish_id,total_length_mm,weight_g,sex
2015,2015-10-11,TN02,C00517,271,205.2,U
2015,2015-10-11,TN02,C00518,291,259.8,U
2015,2015-10-11,TN02,C00519,259,219.2,NA
2015,2015-10-11,TN02,C00520,232,142.0,NA
2015,2015-10-11,TN03,C00521,202,85.7,M
2015,2015-10-11,TN03,C00522,170,58.7,F
2015,2015-10-11,TN03,C00523,166,56.0,F
2015,2015-10-11,TN03,C00524,235,156.9,U
2015,2015-10-11,TN03,C00525,199,93.8,F
2015,2015-10-11,TN03,C00526,181,56.2,F
2015,2015-10-11,TN03,C00527,231,130.0,F
2015,2015-10-11,TN03,C00528,250,153.9,F
2015,2015-10-11,TN03,C00529,194,69.0,U
2015,2015-10-11,TN03,C00530,238,157.6,M
2015,2015-10-11,TN03,C00531,197,NA,U
2015,2015-10-11,TN03,C00532,209,109.5,U
2015,2015-10-11,TN04,C00533,197,91.1,F
2015,2015-10-11,TN04,C00534,212,104.0,M
2015,2015-10-11,TN04,C00535,232,141.2,M
2015,2015-10-11,TN04,C00536,205,91.7,M
2015,2015-10-11,TN04,C00537,197,83.4,F
2015,2015-10-11,TN04,C00538,324,421.6,M
2015,2015-10-11,TN04,C00539,161,49.2,NA
2015,2015-10-11,TN04,C00540,160,42.6,F
2015,2015-10-11,TN04,C00541,152,38.6,F
2015,2015-10-11,TN04,C00542,164,47.6,NA
2015,2015-10-11,TN04,C00543,144,30.5,M
2015,2015-10-11,TN05,C00544,174,59.7,F
2015,2015-10-11,TN05,C00545,181,59.7,M
2015,2015-10-11,TN05,C00546,149,37.4,NA
2015,2015-10-11,TN05,C00547,176,66.0,M
2015,2015-10-11,TN05,C00548,165,45.0,M
2015,2015-10-11,TN05,C00549,262,NA,F
2015,2015-10-11,TN05,C00550,221,122.9,M
2015,2015-10-11,TN05,C00551,177,54.3,U
2015,2015-10-11,TN05,C00552,201,90.4,U
2015,2015-10-11,TN05,C00553,166,45.6,F
2015,2015-10-11,TN05,C00554,175,55.6,F
2015,2015-10-11,TN05,C00555,164,44.0,M
2015,2015-10-11,TN05,C00556,132,23.2,M
2015,2015-10-11,TN05,C00557,245,NA,F
2015,2015-10-11,TN06,C00558,201,90.0,NA
2015,2015-10-11,TN06,C00559,215,118.2,F
2015,2015-10-11,TN06,C00560,247,NA,M
2015,2015-10-11,TN06,C00561,233,NA,M
2015,2015-10-11,TN06,C00562,189,68.2,F
2015,2015-10-11,TN06,C00563,198,94.9,NA
2015,2015-10-11,TN06,C00564,207,87.9,F
2015,2015-10-11,TN06,C00565,276,243.8,NA
2015,2015-10-11,TN06,C00566,197,94.8,U
2015,2015-10-11,TN06,C00567,212,119.3,M
2015,2015-10-11,TN06,C00568,218,101.9,U
2015,2015-10-11,TN06,C00569,250,160.4,U
2015,2015-10-11,TN06,C00570,187,70.9,F
2015,2015-10-11,TN06,C00571,222,130.0,M
2015,2015-10-11,TN06,C00572,184,72.4,M
2015,2015-10-11,TN06,C00573,174,53.7,U
2015,2015-10-11,TN06,C00574,239,152.4,F
2015,2015-10-11,TN06,C00575,221,134.0,U
2015,2015-10-11,TN06,C00576,140,33.2,NA
2015,2015-10-11,TN06,C00577,165,54.4,F
2015,2015-10-11,TN06,C00578,187,67.4,M
2015,2015-10-11,TN06,C00579,210,93.4,F
2015,2015-10-11,TN06,C00580,217,113.0,NA
2015,2015-10-11,TN06,C00581,177,58.1,F
2015,2015-10-11,TN06,C00582,178,61.8,M
2015,2015-10-11,TN06,C00583,271,216.2,M
2015,2015-10-11,TN06,C00584,138,31.5,M
2015,2015-10-11,TN07,C00585,191,85.9,U
2015,2015-10-11,TN07,C00586,195,83.5,F
2015,2015-10-11,TN07,C00587,158,44.6,U
2015,2015-10-11,TN07,C00588,251,177.0,M
2015,2015-10-11,TN07,C00589,280,255.1,F
2015,2015-10-11,TN07,C00590,229,134.0,M
2015,2015-10-11,TN07,C00591,211,99.2,NA
2015,2015-10-11,TN07,C00592,206,104.2,NA
2015,2015-10-11,TN07,C00593,202,94.1,NA
2015,2015-10-11,TN07,C00594,257,165.6,F
2015,2015-10-11,TN07,C00595,176,NA,U
2015,2015-10-11,TN07,C00596,181,69.9,M
2015,2015-10-11,TN07,C00597,184,76.1,U
2015,2015-10-11,TN07,C00598,121,16.6,M
2015,2015-10-11,TN07,C00599,220,122.2,M
2015,2015-10-11,TN07,C00600,262,NA,U
2015,2015-10-11,TN07,C00601,200,96.3,M
2015,2015-10-11,TN07,C00602,167,52.8,M
2015,2015-10-11,TN08,C00603,185,79.1,F
2015,2015-10-11,TN08,C00604,204,NA,F
2015,2015-10-11,TN08,C00605,146,34.8,U
2015,2015-10-11,TN08,C00606,216,95.5,NA
2015,2015-10-11,TN08,C00607,205,109.0,U
2015,2015-10-11,TN08,C00608,186,69.5,U
2015,2015-10-11,TN08,C00609,234,130.9,NA
2015,2015-10-11,TN08,C00610,143,30.1,F
2015,2015-10-11,TN08,C00611,213,122.4,F
2015,2015-10-11,TN08,C00612,173,56.3,NA
2015,2015-10-11,TN08,C00613,194,90.7,U
2015,2015-10-11,TN08,C00614,174,66.0,F
2015,2015-10-11,TN08,C00615,145,34.1,F
2015,2015-10-11,TN08,C00616,264,200.6,M
2015,2015-10-11,TN08,C00617,194,84.6,M
2015,2015-10-11,TN08,C00618,137,32.0,F
2016,2016-10-05,TN01,C00619,158,37.4,F
2016,2016-10-05,TN01,C00620,149,40.3,M
2016,2016-10-05,TN01,C00621,160,38.2,M
2016,2016-10-05,TN01,C00622,149,35.6,F
2016,2016-10-05,TN01,C00623,219,100.2,U
2016,2016-10-05,TN01,C00624,206,NA,M
2016,2016-10-05,TN01,C00625,220,131.4,M
2016,2016-10-05,TN01,C00626,289,308.6,M
2016,2016-10-05,TN01,C00627,205,100.7,U
2016,2016-10-05,TN01,C00628,202,90.2,M
2016,2016-10-05,TN01,C00629,236,130.0,U
2016,2016-10-05,TN01,C00630,240,NA,F
2016,2016-10-05,TN01,C00631,156,41.9,F
2016,2016-10-05,TN01,C00632,166,49.8,NA
2016,2016-10-05,TN01,C00633,168,44.4,U
2016,2016-10-05,TN01,C00634,305,327.2,U
2016,2016-10-05,TN01,C00635,180,61.2,U
2016,2016-10-05,TN01,C00636,159,49.7,F
2016,2016-10-05,TN01,C00637,247,186.7,F
2016,2016-10-05,TN01,C00638,216,115.6,F
2016,2016-10-05,TN01,C00639,138,24.5,M
2016,2016-10-05,TN01,C00640,158,48.1,NA
2016,2016-10-05,TN01,C00641,185,61.9,F
2016,2016-10-05,TN01,C00642,258,187.2,F
2016,2016-10-05,TN01,C00643,195,84.2,F
2016,2016-10-05,TN01,C00644,242,147.2,M
2016,2016-10-05,TN02,C00645,140,33.3,M
2016,2016-10-05,TN02,C00646,209,103.9,F
2016,2016-10-05,TN02,C00647,196,71.4,M
2016,2016-10-05,TN02,C00648,238,164.6,F
2016,2016-10-05,TN02,C00649,246,190.5,M
2016,2016-10-05,TN02,C00650,264,182.3,M
2016,2016-10-05,TN02,C00651,227,115.1,F
2016,2016-10-05,TN02,C00652,203,87.2,M
2016,2016-10-05,TN02,C00653,198,NA,F
2016,2016-10-05,TN02,C00654,170,53.7,M
2016,2016-10-05,TN02,C00655,148,40.7,NA
2016,2016-10-05,TN02,C00656,171,56.0,NA
2016,2016-10-05,TN02,C00657,197,95.8,M
2016,2016-10-05,TN02,C00658,232,NA,M
2016,2016-10-05,TN02,C00659,214,121.6,F
2016,2016-10-05,TN02,C00660,165,46.9,M
2016,2016-10-05,TN02,C00661,228,NA,F
2016,2016-10-05,TN02,C00662,197,75.7,M
2016,2016-10-05,TN02,C00663,122,21.9,NA
2016,2016-10-05,TN02,C00664,233,145.0,F
2016,2016-10-05,TN02,C00665,219,131.6,M
2016,2016-10-05,TN02,C00666,217,118.2,U
2016,2016-10-05,TN02,C00667,182,74.6,M
2016,2016-10-05,TN02,C00668,240,132.5,NA
2016,2016-10-05,TN02,C00669,178,NA,M
2016,2016-10-05,TN02,C00670,214,120.8,F
2016,2016-10-05,TN02,C00671,219,130.2,U
2016,2016-10-05,TN02,C00672,215,115.1,F
2016,2016-10-05,TN03,C00673,132,21.5,M
2016,2016-10-05,TN03,C00674,225,124.9,M
2016,2016-10-05,TN03,C00675,205,82.9,M
2016,2016-10-05,TN03,C00676,149,34.1,F
2016,2016-10-05,TN03,C00677,223,NA,M
2016,2016-10-05,TN03,C00678,229,147.1,U
2016,2016-10-05,TN03,C00679,208,88.1,M
2016,2016-10-05,TN03,C00680,179,63.6,NA
2016,2016-10-05,TN03,C00681,171,50.6,U
2016,2016-10-05,TN03,C00682,152,43.7,F
2016,2016-10-05,TN03,C00683,123,17.6,F
2016,2016-10-05,TN03,C00684,185,74.9,NA
2016,2016-10-05,TN03,C00685,127,21.0,U
2016,2016-10-05,TN03,C00686,179,70.3,F
2016,2016-10-05,TN03,C00687,141,32.2,F
2016,2016-10-05,TN03,C00688,180,58.0,M
2016,2016-10-05,TN03,C00689,201,101.0,M
2016,2016-10-05,TN03,C00690,135,30.3,M
2016,2016-10-05,TN03,C00691,206,110.9,M
2016,2016-10-05,TN03,C00692,185,67.1,U
2016,2016-10-05,TN03,C00693,148,40.1,F
2016,2016-10-05,TN03,C00694,184,74.9,M
2016,2016-10-05,TN03,C00695,203,93.7,M
2016,2016-10-05,TN03,C00696,174,57.4,U
2016,2016-10-05,TN04,C00697,136,29.2,U
2016,2016-10-05,TN04,C00698,119,17.6,U
2016,2016-10-05,TN04,C00699,261,204.1,U
2016,2016-10-05,TN04,C00700,121,18.8,F
2016,2016-10-05,TN04,C00701,208,NA,M
2016,2016-10-05,TN04,C00702,179,65.3,F
2016,2016-10-05,TN04,C00703,235,143.6,M
2016,2016-10-05,TN04,C00704,201,88.9,M
2016,2016-10-05,TN04,C00705,209,96.6,U
2016,2016-10-05,TN04,C00706,187,72.5,F
2016,2016-10-05,TN04,C00707,176,NA,M
2016,2016-10-05,TN04,C00708,233,NA,M
2016,2016-10-05,TN04,C00709,210,113.9,F
2016,2016-10-05,TN04,C00710,141,NA,NA
2016,2016-10-05,TN04,C00711,278,233.9,NA
2016,2016-10-05,TN04,C00712,211,91.8,M
2016,2016-10-05,TN04,C00713,146,30.0,NA
2016,2016-10-05,TN05,C00714,185,74.5,U
2016,2016-10-05,TN05,C00715,168,58.2,M
2016,2016-10-05,TN05,C00716,213,120.7,M
2016,2016-10-05,TN05,C00717,246,152.9,U
2016,2016-10-05,TN05,C00718,242,176.2,M
2016,2016-10-05,TN05,C00719,217,98.8,M
2016,2016-10-05,TN05,C00720,189,69.1,F
2016,2016-10-05,TN05,C00721,160,41.2,M
2016,2016-10-05,TN05,C00722,171,60.7,F
2016,2016-10-05,TN05,C00723,221,129.5,M
2016,2016-10-05,TN05,C00724,128,21.6,U
2016,2016-10-05,TN05,C00725,204,100.6,M
2016,2016-10-05,TN05,C00726,254,189.4,M
2016,2016-10-05,TN05,C00727,243,153.0,F
2016,2016-10-05,TN05,C00728,190,78.2,NA
2016,2016-10-05,TN05,C00729,186,NA,F
2016,2016-10-05,TN05,C00730,188,76.9,NA
2016,2016-10-05,TN05,C00731,105,11.4,F
2016,2016-10-05,TN05,C00732,167,58.3,NA
2016,2016-10-05,TN05,C00733,274,237.9,F
2016,2016-10-05,TN06,C00734,129,20.6,M
2016,2016-10-05,TN06,C00735,195,71.6,U
2016,2016-10-05,TN06,C00736,125,20.9,F
2016,2016-10-05,TN06,C00737,188,NA,NA
2016,2016-10-05,TN06,C00738,157,41.5,M
2016,2016-10-05,TN06,C00739,193,83.2,NA
2016,2016-10-05,TN06,C00740,169,55.0,F
2016,2016-10-05,TN06,C00741,204,99.0,M
2016,2016-10-05,TN06,C00742,163,42.8,M
2016,2016-10-05,TN06,C00743,209,105.3,U
2016,2016-10-05,TN06,C00744,150,39.1,F
2016,2016-10-05,TN07,C00745,234,134.7,M
2016,2016-10-05,TN07,C00746,202,94.2,U
2016,2016-10-05,TN07,C00747,195,93.7,M
2016,2016-10-05,TN07,C00748,184,NA,F
2016,2016-10-05,TN07,C00749,176,51.9,F
2016,2016-10-05,TN07,C00750,231,123.6,NA
2016,2016-10-05,TN07,C00751,188,67.5,NA
2016,2016-10-05,TN07,C00752,165,46.0,NA
2016,2016-10-05,TN07,C00753,205,88.5,F
2016,2016-10-05,TN07,C00754,229,135.5,U
2016,2016-10-05,TN07,C00755,162,44.8,F
2016,2016-10-05,TN07,C00756,188,63.6,NA
2016,2016-10-05,TN07,C00757,155,38.8,F
2016,2016-10-05,TN07,C00758,162,53.3,M
2016,2016-10-05,TN07,C00759,89,7.1,U
2016,2016-10-05,TN07,C00760,261,NA,F
2016,2016-10-05,TN07,C00761,110,15.7,F
2016,2016-10-05,TN07,C00762,206,99.7,M
2016,2016-10-05,TN07,C00763,165,NA,U
2016,2016-10-05,TN07,C00764,179,62.7,F
2016,2016-10-05,TN07,C00765,177,58.5,M
2016,2016-10-05,TN07,C00766,235,NA,NA
2016,2016-10-05,TN07,C00767,222,136.0,F
2016,2016-10-05,TN07,C00768,226,112.8,M
2016,2016-10-05,TN07,C00769,224,131.8,F
2016,2016-10-05,TN07,C00770,160,42.4,M
2016,2016-10-05,TN07,C00771,180,73.2,NA
2016,2016-10-05,TN07,C00772,205,107.1,F
2016,2016-10-05,TN07,C00773,180,64.4,F
2016,2016-10-05,TN08,C00774,245,152.6,NA
2016,2016-10-05,TN08,C00775,230,125.2,M
2016,2016-10-05,TN08,C00776,201,NA,F
2016,2016-10-05,TN08,C00777,191,79.2,F
2016,2016-10-05,TN08,C00778,230,145.9,M
2016,2016-10-05,TN08,C00779,256,192.9,NA
2016,2016-10-05,TN08,C00780,197,94.5,M
2016,2016-10-05,TN08,C00781,137,30.4,NA
2016,2016-10-05,TN08,C00782,192,72.3,M
2016,2016-10-05,TN08,C00783,179,NA,U
2016,2016-10-05,TN08,C00784,108,12.1,F
2016,2016-10-05,TN08,C00785,128,NA,U
2016,2016-10-05,TN08,C00786,163,47.2,F
2016,2016-10-05,TN08,C00787,135,26.7,U
2016,2016-10-05,TN08,C00788,134,25.3,F
2016,2016-10-05,TN08,C00789,240,131.7,F
2016,2016-10-05,TN08,C00790,155,44.8,U
2016,2016-10-05,TN08,C00791,217,103.4,M
2016,2016-10-05,TN08,C00792,174,55.2,F
2016,2016-10-05,TN08,C00793,262,218.7,M
2016,2016-10-05,TN08,C00794,156,37.2,M
2016,2016-10-05,TN08,C00795,136,28.8,M
2016,2016-10-05,TN08,C00796,189,69.2,U
2016,2016-10-05,TN08,C00797,189,80.5,F
2016,2016-10-05,TN08,C00798,155,38.3,M
2017,2017-10-13,TN01,C00799,210,106.1,F
2017,2017-10-13,TN01,C00800,198,84.8,U
2017,2017-10-13,TN01,C00801,190,69.2,NA
2017,2017-10-13,TN01,C00802,143,33.2,U
2017,2017-10-13,TN01,C00803,215,105.8,M
2017,2017-10-13,TN01,C00804,207,108.7,NA
2017,2017-10-13,TN01,C00805,138,32.6,F
2017,2017-10-13,TN01,C00806,234,160.0,NA
2017,2017-10-13,TN01,C00807,218,121.6,F
2017,2017-10-13,TN01,C00808,233,140.4,M
2017,2017-10-13,TN01,C00809,137,NA,NA
2017,2017-10-13,TN01,C00810,152,37.2,F
2017,2017-10-13,TN01,C00811,198,73.1,M
2017,2017-10-13,TN01,C00812,197,88.6,U
2017,2017-10-13,TN01,C00813,225,124.0,F
2017,2017-10-13,TN02,C00814,243,169.3,F
2017,2017-10-13,TN02,C00815,199,92.7,F
2017,2017-10-13,TN02,C00816,185,68.9,F
2017,2017-10-13,TN02,C00817,178,69.2,U
2017,2017-10-13,TN02,C00818,158,NA,NA
2017,2017-10-13,TN02,C00819,235,142.7,F
2017,2017-10-13,TN02,C00820,142,29.3,M
2017,2017-10-13,TN02,C00821,205,NA,M
2017,2017-10-13,TN02,C00822,169,54.7,NA
2017,2017-10-13,TN02,C00823,290,272.7,M
2017,2017-10-13,TN02,C00824,169,47.3,F
2017,2017-10-13,TN02,C00825,209,87.3,F
2017,2017-10-13,TN02,C00826,169,53.7,NA
2017,2017-10-13,TN02,C00827,188,NA,M
2017,2017-10-13,TN02,C00828,164,43.1,M
2017,2017-10-13,TN02,C00829,152,43.4,NA
2017,2017-10-13,TN02,C00830,136,24.3,U
2017,2017-10-13,TN02,C00831,192,85.3,F
2017,2017-10-13,TN02,C00832,191,72.4,F
2017,2017-10-13,TN02,C00833,163,40.5,F
2017,2017-10-13,TN02,C00834,116,17.2,M
2017,2017-10-13,TN02,C00835,148,32.7,F
2017,2017-10-13,TN03,C00836,222,130.4,F
2017,2017-10-13,TN03,C00837,189,75.9,NA
2017,2017-10-13,TN03,C00838,244,138.9,M
2017,2017-10-13,TN03,C00839,197,77.1,F
2017,2017-10-13,TN03,C00840,227,114.6,F
2017,2017-10-13,TN03,C00841,122,17.7,M
2017,2017-10-13,TN03,C00842,226,NA,F
2017,2017-10-13,TN03,C00843,207,103.1,F
2017,2017-10-13,TN03,C00844,190,72.2,U
2017,2017-10-13,TN03,C00845,225,108.1,NA
2017,2017-10-13,TN03,C00846,233,NA,M
2017,2017-10-13,TN03,C00847,197,86.8,NA
2017,2017-10-13,TN03,C00848,256,162.0,M
2017,2017-10-13,TN03,C00849,294,311.5,U
2017,2017-10-13,TN03,C00850,267,230.9,NA
2017,2017-10-13,TN03,C00851,158,48.9,F
2017,2017-10-13,TN03,C00852,220,119.1,F
2017,2017-10-13,TN04,C00853,200,95.7,F
2017,2017-10-13,TN04,C00854,181,66.8,M
2017,2017-10-13,TN04,C00855,321,NA,F
2017,2017-10-13,TN04,C00856,166,47.4,F
2017,2017-10-13,TN04,C00857,214,107.5,F
2017,2017-10-13,TN04,C00858,233,146.2,F
2017,2017-10-13,TN04,C00859,202,NA,M
2017,2017-10-13,TN04,C00860,221,119.3,F
2017,2017-10-13,TN04,C00861,165,50.6,NA
2017,2017-10-13,TN04,C00862,235,161.8,M
2017,2017-10-13,TN04,C00863,155,45.6,NA
2017,2017-10-13,TN04,C00864,134,22.3,M
2017,2017-10-13,TN04,C00865,142,NA,M
2017,2017-10-13,TN04,C00866,90,7.9,F
2017,2017-10-13,TN04,C00867,100,10.3,M
2017,2017-10-13,TN04,C00868,138,29.6,NA
2017,2017-10-13,TN04,C00869,222,108.3,M
2017,2017-10-13,TN04,C00870,183,65.0,U
2017,2017-10-13,TN04,C00871,199,92.9,M
2017,2017-10-13,TN04,C00872,164,48.8,F
2017,2017-10-13,TN04,C00873,288,295.0,U
2017,2017-10-13,TN04,C00874,166,46.8,M
2017,2017-10-13,TN04,C00875,241,166.4,F
2017,2017-10-13,TN05,C00876,151,36.0,NA
2017,2017-10-13,TN05,C00877,235,157.9,U
2017,2017-10-13,TN05,C00878,167,47.3,U
2017,2017-10-13,TN05,C00879,188,66.7,M
2017,2017-10-13,TN05,C00880,164,49.9,U
2017,2017-10-13,TN05,C00881,214,96.5,F
2017,2017-10-13,TN05,C00882,241,153.0,M
2017,2017-10-13,TN05,C00883,165,49.1,M
2017,2017-10-13,TN05,C00884,152,36.2,NA
2017,2017-10-13,TN05,C00885,146,30.8,F
2017,2017-10-13,TN05,C00886,149,37.8,F
2017,2017-10-13,TN05,C00887,233,155.7,F
2017,2017-10-13,TN05,C00888,153,43.5,F
2017,2017-10-13,TN05,C00889,151,39.3,U
2017,2017-10-13,TN05,C00890,208,106.0,F
2017,2017-10-13,TN05,C00891,214,101.0,F
2017,2017-10-13,TN05,C00892,161,40.4,M
2017,2017-10-13,TN05,C00893,274,250.5,F
2017,2017-10-13,TN05,C00894,227,131.7,U
2017,2017-10-13,TN05,C00895,148,30.6,M
2017,2017-10-13,TN05,C00896,170,47.4,U
2017,2017-10-13,TN05,C00897,214,103.9,U
2017,2017-10-13,TN05,C00898,176,56.9,U
2017,2017-10-13,TN05,C00899,177,NA,M
2017,2017-10-13,TN05,C00900,232,NA,F
2017,2017-10-13,TN05,C00901,99,10.3,NA
2017,2017-10-13,TN05,C00902,217,110.6,F
2017,2017-10-13,TN06,C00903,155,35.0,F
2017,2017-10-13,TN06,C00904,119,17.4,F
2017,2017-10-13,TN06,C00905,208,103.8,F
2017,2017-10-13,TN06,C00906,157,44.6,F
2017,2017-10-13,TN06,C00907,200,94.0,F
2017,2017-10-13,TN06,C00908,197,90.5,F
2017,2017-10-13,TN06,C00909,225,138.4,NA
2017,2017-10-13,TN06,C00910,133,26.1,F
2017,2017-10-13,TN06,C00911,244,144.1,F
2017,2017-10-13,TN06,C00912,161,44.1,NA
2017,2017-10-13,TN07,C00913,173,53.8,NA
2017,2017-10-13,TN07,C00914,160,40.8,F
2017,2017-10-13,TN07,C00915,226,113.3,F
2017,2017-10-13,TN07,C00916,261,175.9,U
2017,2017-10-13,TN07,C00917,225,NA,F
2017,2017-10-13,TN07,C00918,104,NA,M
2017,2017-10-13,TN07,C00919,160,42.7,U
2017,2017-10-13,TN07,C00920,196,76.4,U
2017,2017-10-13,TN07,C00921,163,45.4,NA
2017,2017-10-13,TN07,C00922,167,56.3,F
2017,2017-10-13,TN07,C00923,168,58.4,F
2017,2017-10-13,TN07,C00924,157,40.8,M
2017,2017-10-13,TN07,C00925,151,42.6,U
2017,2017-10-13,TN07,C00926,212,98.9,M
2017,2017-10-13,TN08,C00927,183,59.3,M
2017,2017-10-13,TN08,C00928,168,47.5,U
2017,2017-10-13,TN08,C00929,260,NA,F
2017,2017-10-13,TN08,C00930,222,121.4,M
2017,2017-10-13,TN08,C00931,191,67.8,M
2017,2017-10-13,TN08,C00932,175,63.4,M
2017,2017-10-13,TN08,C00933,217,128.6,NA
2017,2017-10-13,TN08,C00934,153,35.9,F
2017,2017-10-13,TN08,C00935,164,46.8,U
2017,2017-10-13,TN08,C00936,171,53.3,NA
2017,2017-10-13,TN08,C00937,178,68.9,F
2017,2017-10-13,TN08,C00938,112,13.0,M
2017,2017-10-13,TN08,C00939,215,113.9,F
2017,2017-10-13,TN08,C00940,178,66.3,F
2017,2017-10-13,TN08,C00941,223,140.3,M
2017,2017-10-13,TN08,C00942,182,72.9,M
2017,2017-10-13,TN08,C00943,208,102.0,NA
2017,2017-10-13,TN08,C00944,129,22.3,M
2018,2018-10-15,TN01,C00945,247,163.5,F
2018,2018-10-15,TN01,C00946,186,67.2,F
2018,2018-10-15,TN01,C00947,266,NA,M
2018,2018-10-15,TN01,C00948,189,66.9,U
2018,2018-10-15,TN01,C00949,203,106.0,U
2018,2018-10-15,TN01,C00950,191,81.7,F
2018,2018-10-15,TN01,C00951,228,127.1,M
2018,2018-10-15,TN01,C00952,246,165.1,M
2018,2018-10-15,TN01,C00953,215,118.4,NA
2018,2018-10-15,TN01,C00954,164,42.2,M
2018,2018-10-15,TN01,C00955,239,159.2,F
2018,2018-10-15,TN01,C00956,231,124.4,F
2018,2018-10-15,TN01,C00957,155,NA,U
2018,2018-10-15,TN01,C00958,145,32.4,M
2018,2018-10-15,TN01,C00959,108,14.3,F
2018,2018-10-15,TN02,C00960,271,NA,F
2018,2018-10-15,TN02,C00961,159,44.4,M
2018,2018-10-15,TN02,C00962,207,106.4,M
2018,2018-10-15,TN02,C00963,222,116.6,M
2018,2018-10-15,TN02,C00964,142,NA,U
2018,2018-10-15,TN02,C00965,237,152.5,M
2018,2018-10-15,TN02,C00966,194,76.1,M
2018,2018-10-15,TN02,C00967,174,55.6,F
2018,2018-10-15,TN02,C00968,237,131.7,F
2018,2018-10-15,TN02,C00969,206,110.0,U
2018,2018-10-15,TN02,C00970,173,54.1,F
2018,2018-10-15,TN02,C00971,226,145.0,F
2018,2018-10-15,TN02,C00972,176,67.3,M
2018,2018-10-15,TN02,C00973,226,112.4,U
2018,2018-10-15,TN02,C00974,243,NA,M
2018,2018-10-15,TN02,C00975,232,136.8,U
2018,2018-10-15,TN02,C00976,159,47.1,U
2018,2018-10-15,TN02,C00977,180,69.6,F
2018,2018-10-15,TN02,C00978,242,NA,F
2018,2018-10-15,TN02,C00979,221,125.3,M
2018,2018-10-15,TN02,C00980,193,NA,F
2018,2018-10-15,TN02,C00981,196,NA,M
2018,2018-10-15,TN02,C00982,230,154.8,NA
2018,2018-10-15,TN02,C00983,194,85.8,M
2018,2018-10-15,TN03,C00984,231,134.1,F
2018,2018-10-15,TN03,C00985,239,142.6,M
2018,2018-10-15,TN03,C00986,232,124.0,M
2018,2018-10-15,TN03,C00987,129,NA,M
2018,2018-10-15,TN03,C00988,202,104.8,F
2018,2018-10-15,TN03,C00989,149,39.0,M
2018,2018-10-15,TN03,C00990,185,63.7,NA
2018,2018-10-15,TN03,C00991,233,122.3,M
2018,2018-10-15,TN03,C00992,210,93.4,U
2018,2018-10-15,TN03,C00993,193,89.2,NA
2018,2018-10-15,TN03,C00994,153,38.5,NA
2018,2018-10-15,TN03,C00995,229,137.2,M
2018,2018-10-15,TN03,C00996,197,97.1,M
2018,2018-10-15,TN03,C00997,200,75.4,M
2018,2018-10-15,TN03,C00998,178,57.7,M
2018,2018-10-15,TN03,C00999,161,39.4,F
2018,2018-10-15,TN03,C01000,240,165.5,NA
2018,2018-10-15,TN03,C01001,207,NA,M
2018,2018-10-15,TN03,C01002,193,NA,F
2018,2018-10-15,TN03,C01003,160,44.0,U
2018,2018-10-15,TN03,C01004,232,152.3,M
2018,2018-10-15,TN03,C01005,169,56.6,F
2018,2018-10-15,TN03,C01006,177,58.8,U
2018,2018-10-15,TN03,C01007,220,124.8,NA
2018,2018-10-15,TN03,C01008,197,84.4,F
2018,2018-10-15,TN03,C01009,252,192.8,F
2018,2018-10-15,TN03,C01010,158,47.7,F
2018,2018-10-15,TN03,C01011,134,24.0,NA
2018,2018-10-15,TN03,C01012,232,128.9,U
2018,2018-10-15,TN04,C01013,187,75.0,NA
2018,2018-10-15,TN04,C01014,180,72.7,M
2018,2018-10-15,TN04,C01015,193,74.5,M
2018,2018-10-15,TN04,C01016,147,36.9,F
2018,2018-10-15,TN04,C01017,133,28.4,M
2018,2018-10-15,TN04,C01018,189,78.8,F
2018,2018-10-15,TN04,C01019,176,67.8,NA
2018,2018-10-15,TN04,C01020,219,131.7,F
2018,2018-10-15,TN04,C01021,214,120.2,U
2018,2018-10-15,TN04,C01022,163,41.6,NA
2018,2018-10-15,TN04,C01023,169,55.7,M
2018,2018-10-15,TN04,C01024,262,226.8,F
2018,2018-10-15,TN04,C01025,215,96.3,M
2018,2018-10-15,TN04,C01026,153,38.9,U
2018,2018-10-15,TN04,C01027,194,79.0,U
2018,2018-10-15,TN04,C01028,158,38.1,F
2018,2018-10-15,TN04,C01029,202,88.1,M
2018,2018-10-15,TN04,C01030,181,68.1,U
2018,2018-10-15,TN04,C01031,211,89.5,F
2018,2018-10-15,TN05,C01032,200,78.3,F
2018,2018-10-15,TN05,C01033,278,241.1,F
2018,2018-10-15,TN05,C01034,224,NA,NA
2018,2018-10-15,TN05,C01035,180,60.4,NA
2018,2018-10-15,TN05,C01036,239,155.1,M
2018,2018-10-15,TN05,C01037,196,87.8,F
2018,2018-10-15,TN05,C01038,198,95.5,F
2018,2018-10-15,TN05,C01039,209,98.3,M
2018,2018-10-15,TN05,C01040,176,59.2,NA
2018,2018-10-15,TN05,C01041,226,112.0,F
2018,2018-10-15,TN05,C01042,222,137.8,NA
2018,2018-10-15,TN05,C01043,155,46.5,F
