# crappie_harvest_survey.csv
# Silver Creek Impoundment - Black Crappie Voluntary Creel/Harvest Survey Data
# Columns:
#   year: Year of survey (integer, YYYY)
#   month: Month of survey (integer, 1-12)
#   survey_date: Date of creel clerk interview (YYYY-MM-DD)
#   angler_id: Anonymous angler identifier (character)
#   hours_fished: Hours spent fishing during that trip
#   crappie_caught: Total black crappie caught (kept + released)
#   crappie_harvested: Number of black crappie kept/harvested
#   largest_fish_mm: Length of largest crappie caught in mm; NA if no fish caught
#   satisfaction: Angler satisfaction rating (1=very dissatisfied to 5=very satisfied); NA if not answered
# Units: effort in hours, length in mm
# Missing values coded as NA
year,month,survey_date,angler_id,hours_fished,crappie_caught,crappie_harvested,largest_fish_mm,satisfaction
2019,7,2019-07-24,A201907014,5.9,8,4,183,2
2019,7,2019-07-24,A201907015,7.5,5,2,178,3
2019,7,2019-07-24,A201907016,6.3,1,0,188,NA
2019,7,2019-07-24,A201907017,4.8,9,5,209,NA
2019,7,2019-07-24,A201907018,6.4,14,6,182,2
2019,8,2019-08-20,A201908000,3.2,9,5,223,NA
2019,8,2019-08-20,A201908001,4.2,10,7,227,3
2019,8,2019-08-20,A201908002,2.8,15,8,181,3
2019,8,2019-08-20,A201908003,2.1,9,5,207,2
2019,8,2019-08-20,A201908004,4.9,11,7,160,4
2019,8,2019-08-20,A201908005,7.1,8,4,240,2
2019,8,2019-08-20,A201908006,3.8,6,3,179,3
2019,8,2019-08-20,A201908007,5.0,0,0,NA,4
2019,8,2019-08-20,A201908008,5.0,11,5,192,5
2019,8,2019-08-20,A201908009,6.1,9,4,183,NA
2019,8,2019-08-20,A201908010,7.1,14,8,205,4
2019,8,2019-08-20,A201908011,6.9,13,8,204,3
2019,8,2019-08-20,A201908012,3.1,6,4,157,3
2019,8,2019-08-20,A201908013,4.1,8,3,187,2
2019,8,2019-08-20,A201908014,7.2,9,4,226,3
2019,8,2019-08-20,A201908015,6.4,13,7,187,3
2019,9,2019-09-15,A201909000,2.6,7,3,218,2
2019,9,2019-09-15,A201909001,3.0,12,6,243,3
2019,9,2019-09-15,A201909002,6.1,14,8,245,2
2019,9,2019-09-15,A201909003,1.8,13,7,184,1
2019,9,2019-09-15,A201909004,7.1,9,5,247,4
2019,9,2019-09-15,A201909005,7.7,12,6,195,4
2019,9,2019-09-15,A201909006,2.4,8,3,194,2
2019,9,2019-09-15,A201909007,4.2,10,6,231,4
2019,9,2019-09-15,A201909008,8.0,12,5,258,2
2019,9,2019-09-15,A201909009,7.5,9,5,171,3
2019,10,2019-10-17,A201910000,2.4,7,3,221,3
2019,10,2019-10-17,A201910001,6.2,17,9,239,3
2019,10,2019-10-17,A201910002,6.5,12,8,180,4
2019,10,2019-10-17,A201910003,4.4,2,1,233,2
2019,10,2019-10-17,A201910004,3.6,9,3,174,3
2019,10,2019-10-17,A201910005,3.0,11,6,245,NA
2019,10,2019-10-17,A201910006,5.3,7,5,199,3
2019,10,2019-10-17,A201910007,5.9,17,9,198,2
2019,10,2019-10-17,A201910008,3.4,4,2,190,4
2019,10,2019-10-17,A201910009,5.1,6,3,243,3
2019,10,2019-10-17,A201910010,6.4,15,9,217,1
2019,10,2019-10-17,A201910011,5.8,4,2,176,2
2019,10,2019-10-17,A201910012,6.2,13,8,192,3
2019,10,2019-10-17,A201910013,7.8,12,6,180,NA
2020,4,2020-04-19,A202004000,3.4,12,7,176,2
2020,4,2020-04-19,A202004001,4.1,14,6,144,3
2020,4,2020-04-19,A202004002,4.4,1,0,141,3
2020,4,2020-04-19,A202004003,2.3,11,7,226,3
2020,4,2020-04-19,A202004004,4.0,6,1,148,1
2020,4,2020-04-19,A202004005,6.6,12,6,181,3
2020,4,2020-04-19,A202004006,4.3,2,1,160,3
2020,4,2020-04-19,A202004007,4.1,13,6,211,2
2020,4,2020-04-19,A202004008,4.9,14,7,222,2
2020,4,2020-04-19,A202004009,2.6,3,2,167,4
2020,4,2020-04-19,A202004010,5.1,9,2,184,3
2020,5,2020-05-24,A202005000,1.6,6,2,216,3
2020,5,2020-05-24,A202005001,5.8,9,5,231,3
2020,5,2020-05-24,A202005002,1.6,14,7,205,2
2020,5,2020-05-24,A202005003,2.6,4,2,205,4
2020,5,2020-05-24,A202005004,7.4,10,5,177,2
2020,5,2020-05-24,A202005005,7.9,11,5,183,5
2020,5,2020-05-24,A202005006,6.9,15,7,241,2
2020,5,2020-05-24,A202005007,5.7,6,3,172,2
2020,5,2020-05-24,A202005008,6.7,13,6,170,3
2020,6,2020-06-16,A202006000,5.0,13,5,178,1
2020,6,2020-06-16,A202006001,7.8,3,2,178,2
2020,6,2020-06-16,A202006002,4.9,13,7,193,3
2020,6,2020-06-16,A202006003,7.1,15,8,161,NA
2020,6,2020-06-16,A202006004,6.3,9,6,201,NA
2020,6,2020-06-16,A202006005,3.7,8,4,205,3
2020,6,2020-06-16,A202006006,4.9,1,0,190,NA
2020,6,2020-06-16,A202006007,5.9,18,7,187,3
2020,6,2020-06-16,A202006008,5.4,6,3,208,3
2020,6,2020-06-16,A202006009,7.7,12,8,196,4
2020,6,2020-06-16,A202006010,6.2,6,3,215,4
2020,6,2020-06-16,A202006011,2.2,3,1,231,3
2020,6,2020-06-16,A202006012,1.7,14,6,218,3
2020,6,2020-06-16,A202006013,1.7,10,4,209,3
2020,7,2020-07-05,A202007000,4.7,8,5,199,2
2020,7,2020-07-05,A202007001,7.2,11,7,198,2
2020,7,2020-07-05,A202007002,1.8,8,4,162,2
2020,7,2020-07-05,A202007003,7.4,15,7,181,3
2020,7,2020-07-05,A202007004,5.8,11,6,185,3
2020,7,2020-07-05,A202007005,7.8,9,5,187,3
2020,7,2020-07-05,A202007006,4.0,8,2,178,3
2020,7,2020-07-05,A202007007,2.0,0,0,NA,NA
2020,8,2020-08-05,A202008000,7.6,12,6,160,3
2020,8,2020-08-05,A202008001,4.9,1,1,207,2
2020,8,2020-08-05,A202008002,3.1,5,3,170,3
2020,8,2020-08-05,A202008003,7.7,11,3,181,2
2020,8,2020-08-05,A202008004,2.8,11,5,177,3
2020,8,2020-08-05,A202008005,7.6,11,6,141,4
2020,8,2020-08-05,A202008006,3.5,7,3,213,4
2020,8,2020-08-05,A202008007,6.2,9,5,212,3
2020,8,2020-08-05,A202008008,6.1,1,1,216,3
2020,8,2020-08-05,A202008009,7.9,10,3,205,2
2020,8,2020-08-05,A202008010,5.4,8,2,162,1
2020,8,2020-08-05,A202008011,1.8,4,2,196,2
2020,8,2020-08-05,A202008012,6.3,11,6,218,3
2020,8,2020-08-05,A202008013,4.9,7,5,213,4
2020,8,2020-08-05,A202008014,3.8,7,2,210,NA
2020,8,2020-08-05,A202008015,5.8,10,7,193,3
2020,8,2020-08-05,A202008016,7.5,4,1,213,2
2020,9,2020-09-10,A202009000,5.6,11,4,251,3
2020,9,2020-09-10,A202009001,5.1,1,0,210,NA
2020,9,2020-09-10,A202009002,2.2,11,4,218,4
2020,9,2020-09-10,A202009003,3.2,11,5,221,3
2020,9,2020-09-10,A202009004,4.4,9,6,193,4
2020,9,2020-09-10,A202009005,4.9,6,5,125,2
2020,9,2020-09-10,A202009006,3.4,8,3,175,2
2020,9,2020-09-10,A202009007,6.8,13,7,195,2
2020,9,2020-09-10,A202009008,6.9,10,6,188,NA
2020,9,2020-09-10,A202009009,2.9,8,4,187,3
2020,9,2020-09-10,A202009010,6.4,7,4,226,3
2020,9,2020-09-10,A202009011,2.6,14,8,217,2
2020,9,2020-09-10,A202009012,2.9,2,0,151,2
2020,9,2020-09-10,A202009013,1.9,7,5,182,NA
2020,9,2020-09-10,A202009014,1.7,7,5,180,3
2020,10,2020-10-23,A202010000,2.5,13,9,195,3
2020,10,2020-10-23,A202010001,2.3,6,4,174,3
2020,10,2020-10-23,A202010002,2.8,8,4,163,1
2020,10,2020-10-23,A202010003,2.8,9,5,250,4
2020,10,2020-10-23,A202010004,2.9,12,6,157,2
2020,10,2020-10-23,A202010005,6.1,9,3,222,NA
2020,10,2020-10-23,A202010006,7.8,8,3,178,3
2020,10,2020-10-23,A202010007,4.2,9,6,189,3
2020,10,2020-10-23,A202010008,4.7,14,7,255,3
2020,10,2020-10-23,A202010009,4.3,12,6,173,4
2020,10,2020-10-23,A202010010,6.3,8,4,135,4
2020,10,2020-10-23,A202010011,2.9,10,3,179,4
2020,10,2020-10-23,A202010012,6.8,4,0,241,4
2020,10,2020-10-23,A202010013,5.0,7,4,173,3
2020,10,2020-10-23,A202010014,4.9,13,8,246,2
2020,10,2020-10-23,A202010015,1.6,9,4,194,2
2020,10,2020-10-23,A202010016,5.5,8,4,261,4
2020,10,2020-10-23,A202010017,7.6,3,3,206,4
2020,10,2020-10-23,A202010018,7.3,7,1,161,3
2021,4,2021-04-15,A202104000,5.9,10,5,200,3
2021,4,2021-04-15,A202104001,4.1,11,4,221,3
2021,4,2021-04-15,A202104002,1.9,3,1,253,3
2021,4,2021-04-15,A202104003,7.5,7,3,159,2
2021,4,2021-04-15,A202104004,5.7,3,3,261,2
2021,4,2021-04-15,A202104005,4.6,4,1,219,4
2021,4,2021-04-15,A202104006,4.4,10,4,148,NA
2021,4,2021-04-15,A202104007,5.0,13,7,182,3
2021,4,2021-04-15,A202104008,5.4,10,5,193,4
2021,4,2021-04-15,A202104009,2.9,6,4,154,2
2021,5,2021-05-25,A202105000,4.3,18,11,150,2
2021,5,2021-05-25,A202105001,3.2,11,4,192,4
2021,5,2021-05-25,A202105002,5.0,11,4,144,NA
2021,5,2021-05-25,A202105003,3.1,13,6,218,3
2021,5,2021-05-25,A202105004,4.2,3,1,182,2
2021,5,2021-05-25,A202105005,3.7,10,6,211,3
2021,5,2021-05-25,A202105006,3.7,9,3,188,3
2021,5,2021-05-25,A202105007,5.3,13,7,201,2
2021,5,2021-05-25,A202105008,3.4,10,5,175,3
2021,5,2021-05-25,A202105009,4.5,9,4,208,3
2021,5,2021-05-25,A202105010,7.0,6,2,193,NA
2021,5,2021-05-25,A202105011,5.4,16,8,143,NA
2021,5,2021-05-25,A202105012,7.8,15,7,195,3
2021,6,2021-06-06,A202106000,6.9,10,3,177,1
2021,6,2021-06-06,A202106001,4.0,8,4,152,4
2021,6,2021-06-06,A202106002,1.6,9,3,151,3
2021,6,2021-06-06,A202106003,3.0,7,4,207,3
2021,6,2021-06-06,A202106004,3.6,14,6,170,3
2021,6,2021-06-06,A202106005,5.9,7,3,136,4
2021,6,2021-06-06,A202106006,6.0,7,3,190,3
2021,6,2021-06-06,A202106007,6.6,8,4,188,3
2021,6,2021-06-06,A202106008,6.2,10,4,176,3
2021,6,2021-06-06,A202106009,4.5,3,1,225,4
2021,6,2021-06-06,A202106010,4.6,7,4,155,2
2021,6,2021-06-06,A202106011,6.8,10,5,175,1
2021,7,2021-07-05,A202107000,5.6,10,5,193,2
2021,7,2021-07-05,A202107001,6.8,8,4,212,3
2021,7,2021-07-05,A202107002,3.4,6,3,200,1
2021,7,2021-07-05,A202107003,2.6,9,4,174,3
2021,7,2021-07-05,A202107004,6.7,9,3,159,1
2021,7,2021-07-05,A202107005,2.3,6,3,171,3
2021,7,2021-07-05,A202107006,6.0,15,7,154,5
2021,7,2021-07-05,A202107007,4.3,6,2,117,4
2021,7,2021-07-05,A202107008,6.4,15,7,221,3
2021,7,2021-07-05,A202107009,3.6,5,3,231,4
2021,7,2021-07-05,A202107010,2.9,11,7,218,2
2021,7,2021-07-05,A202107011,2.3,14,7,168,4
2021,7,2021-07-05,A202107012,6.3,4,2,217,NA
2021,7,2021-07-05,A202107013,6.8,16,8,164,2
2021,7,2021-07-05,A202107014,4.1,8,4,200,3
2021,7,2021-07-05,A202107015,5.8,14,9,168,3
2021,7,2021-07-05,A202107016,5.7,2,0,175,1
2021,7,2021-07-05,A202107017,1.6,9,3,178,3
2021,7,2021-07-05,A202107018,6.7,9,4,140,NA
2021,7,2021-07-05,A202107019,7.7,7,3,208,2
2021,8,2021-08-08,A202108000,7.6,8,3,212,3
2021,8,2021-08-08,A202108001,3.3,12,6,189,4
2021,8,2021-08-08,A202108002,6.8,6,2,227,2
2021,8,2021-08-08,A202108003,7.2,10,6,184,2
2021,8,2021-08-08,A202108004,4.8,11,6,189,2
2021,8,2021-08-08,A202108005,2.2,16,10,204,3
2021,8,2021-08-08,A202108006,6.4,9,5,203,2
2021,8,2021-08-08,A202108007,3.6,7,3,210,4
2021,8,2021-08-08,A202108008,7.1,11,6,199,2
2021,8,2021-08-08,A202108009,1.5,13,7,174,3
2021,8,2021-08-08,A202108010,7.0,9,5,206,3
2021,8,2021-08-08,A202108011,2.5,14,7,221,3
2021,8,2021-08-08,A202108012,6.3,8,4,239,3
2021,9,2021-09-17,A202109000,7.1,9,7,171,2
2021,9,2021-09-17,A202109001,2.8,22,11,173,3
2021,9,2021-09-17,A202109002,5.8,7,3,223,2
2021,9,2021-09-17,A202109003,1.8,14,7,132,2
2021,9,2021-09-17,A202109004,6.8,11,4,197,NA
2021,9,2021-09-17,A202109005,2.7,19,10,207,2
2021,9,2021-09-17,A202109006,7.0,8,6,235,4
2021,9,2021-09-17,A202109007,7.4,14,7,123,3
2021,9,2021-09-17,A202109008,6.1,13,7,171,4
2021,9,2021-09-17,A202109009,5.6,11,6,220,3
2021,9,2021-09-17,A202109010,3.9,7,3,242,4
2021,9,2021-09-17,A202109011,1.9,10,6,200,3
2021,10,2021-10-25,A202110000,6.5,8,6,200,4
2021,10,2021-10-25,A202110001,7.6,13,5,207,4
2021,10,2021-10-25,A202110002,2.3,9,4,164,3
2021,10,2021-10-25,A202110003,6.9,13,4,182,3
2021,10,2021-10-25,A202110004,7.4,11,5,214,NA
2021,10,2021-10-25,A202110005,7.7,9,4,226,1
2021,10,2021-10-25,A202110006,5.5,14,7,149,2
2021,10,2021-10-25,A202110007,7.4,15,6,174,2
2021,10,2021-10-25,A202110008,6.4,11,6,161,2
2021,10,2021-10-25,A202110009,3.9,12,6,214,3
2021,10,2021-10-25,A202110010,1.6,15,6,206,2
2021,10,2021-10-25,A202110011,7.8,14,6,185,3
2021,10,2021-10-25,A202110012,6.9,12,6,191,5
2021,10,2021-10-25,A202110013,3.6,6,3,208,NA
2021,10,2021-10-25,A202110014,5.5,13,7,215,2
2021,10,2021-10-25,A202110015,2.9,9,5,158,NA
2021,10,2021-10-25,A202110016,2.5,8,4,196,5
2021,10,2021-10-25,A202110017,6.1,14,7,201,3
2021,10,2021-10-25,A202110018,2.2,4,3,212,3
2021,10,2021-10-25,A202110019,4.5,10,4,167,1
2022,4,2022-04-22,A202204000,4.1,2,1,184,2
2022,4,2022-04-22,A202204001,6.3,4,2,152,1
2022,4,2022-04-22,A202204002,4.5,13,6,208,2
2022,4,2022-04-22,A202204003,6.0,11,3,159,4
2022,4,2022-04-22,A202204004,2.7,10,3,169,4
2022,4,2022-04-22,A202204005,7.3,16,7,182,3
2022,4,2022-04-22,A202204006,7.0,20,9,215,3
2022,4,2022-04-22,A202204007,5.6,8,2,183,3
2022,4,2022-04-22,A202204008,6.8,10,5,177,3
2022,4,2022-04-22,A202204009,3.6,11,5,100,2
2022,4,2022-04-22,A202204010,6.5,20,9,216,3
2022,4,2022-04-22,A202204011,6.3,9,4,183,2
2022,4,2022-04-22,A202204012,5.3,1,0,204,4
2022,5,2022-05-17,A202205000,4.2,4,2,216,3
2022,5,2022-05-17,A202205001,2.2,8,3,236,2
2022,5,2022-05-17,A202205002,6.1,10,4,241,3
2022,5,2022-05-17,A202205003,1.7,7,2,201,3
2022,5,2022-05-17,A202205004,5.8,10,4,244,2
2022,5,2022-05-17,A202205005,3.7,8,4,171,3
2022,5,2022-05-17,A202205006,7.7,11,6,208,3
2022,5,2022-05-17,A202205007,7.0,13,5,173,3
2022,5,2022-05-17,A202205008,2.8,3,1,210,3
2022,5,2022-05-17,A202205009,5.8,6,3,228,3
2022,5,2022-05-17,A202205010,2.4,14,5,141,3
2022,5,2022-05-17,A202205011,6.6,6,2,255,2
2022,5,2022-05-17,A202205012,5.9,0,0,NA,1
2022,5,2022-05-17,A202205013,1.6,12,6,209,2
2022,5,2022-05-17,A202205014,6.3,17,7,166,4
2022,5,2022-05-17,A202205015,3.4,10,5,220,3
2022,5,2022-05-17,A202205016,3.4,16,7,184,2
2022,5,2022-05-17,A202205017,1.8,4,3,136,3
2022,5,2022-05-17,A202205018,3.6,9,5,190,3
2022,6,2022-06-23,A202206000,6.2,4,1,205,3
2022,6,2022-06-23,A202206001,1.6,5,2,156,2
2022,6,2022-06-23,A202206002,2.6,3,0,193,3
2022,6,2022-06-23,A202206003,5.3,8,1,207,3
2022,6,2022-06-23,A202206004,7.9,15,6,168,2
2022,6,2022-06-23,A202206005,6.6,12,5,184,3
2022,6,2022-06-23,A202206006,5.4,6,0,173,4
2022,6,2022-06-23,A202206007,7.2,9,5,223,3
2022,6,2022-06-23,A202206008,1.6,16,6,183,3
2022,6,2022-06-23,A202206009,6.4,9,4,215,2
2022,6,2022-06-23,A202206010,7.9,14,7,297,3
2022,6,2022-06-23,A202206011,6.4,8,5,179,3
2022,6,2022-06-23,A202206012,6.7,9,4,115,3
2022,6,2022-06-23,A202206013,1.5,10,3,130,3
2022,6,2022-06-23,A202206014,7.5,13,4,196,2
2022,6,2022-06-23,A202206015,3.5,8,5,176,2
2022,6,2022-06-23,A202206016,2.6,10,7,160,2
2022,6,2022-06-23,A202206017,4.5,15,5,205,4
2022,7,2022-07-14,A202207000,6.4,8,5,147,2
2022,7,2022-07-14,A202207001,2.8,17,7,243,3
2022,7,2022-07-14,A202207002,5.8,8,4,210,3
2022,7,2022-07-14,A202207003,7.5,17,7,228,2
2022,7,2022-07-14,A202207004,1.5,8,6,163,2
2022,7,2022-07-14,A202207005,3.8,2,1,208,3
2022,7,2022-07-14,A202207006,3.5,9,3,171,4
2022,7,2022-07-14,A202207007,3.4,13,6,210,2
2022,7,2022-07-14,A202207008,4.9,7,4,209,2
2022,7,2022-07-14,A202207009,7.9,9,4,202,4
2022,7,2022-07-14,A202207010,7.2,8,2,219,3
2022,7,2022-07-14,A202207011,4.0,10,4,206,3
2022,8,2022-08-19,A202208000,4.7,8,4,202,2
2022,8,2022-08-19,A202208001,3.8,15,7,226,2
2022,8,2022-08-19,A202208002,6.0,13,5,163,NA
2022,8,2022-08-19,A202208003,5.4,11,6,179,2
2022,8,2022-08-19,A202208004,2.7,8,3,188,4
2022,8,2022-08-19,A202208005,5.2,11,5,256,4
2022,8,2022-08-19,A202208006,3.4,13,7,216,2
2022,8,2022-08-19,A202208007,6.1,9,5,190,3
2022,8,2022-08-19,A202208008,3.0,4,1,166,4
2022,8,2022-08-19,A202208009,6.5,5,3,208,2
2022,8,2022-08-19,A202208010,1.7,11,5,226,2
2022,8,2022-08-19,A202208011,6.3,10,4,153,3
2022,8,2022-08-19,A202208012,1.8,14,4,165,3
2022,8,2022-08-19,A202208013,6.0,10,6,181,NA
2022,8,2022-08-19,A202208014,7.5,2,0,147,4
2022,8,2022-08-19,A202208015,2.7,4,1,119,3
2022,8,2022-08-19,A202208016,5.0,11,6,194,1
2022,8,2022-08-19,A202208017,6.5,11,5,206,2
2022,8,2022-08-19,A202208018,3.3,9,4,197,2
2022,8,2022-08-19,A202208019,3.6,11,6,169,2
2022,9,2022-09-16,A202209000,2.8,16,8,209,3
2022,9,2022-09-16,A202209001,2.1,2,0,204,1
2022,9,2022-09-16,A202209002,6.8,7,1,179,4
2022,9,2022-09-16,A202209003,7.9,8,6,156,3
2022,9,2022-09-16,A202209004,6.7,3,1,190,2
2022,9,2022-09-16,A202209005,2.9,13,8,204,NA
2022,9,2022-09-16,A202209006,5.9,5,0,133,3
2022,9,2022-09-16,A202209007,1.9,3,3,207,4
2022,9,2022-09-16,A202209008,2.1,11,5,174,3
2022,9,2022-09-16,A202209009,3.7,9,3,128,3
2022,9,2022-09-16,A202209010,5.3,8,6,191,3
2022,9,2022-09-16,A202209011,5.0,12,5,205,3
2022,9,2022-09-16,A202209012,7.9,5,1,183,NA
2022,9,2022-09-16,A202209013,6.9,14,6,218,1
2022,9,2022-09-16,A202209014,7.5,12,6,167,2
2022,9,2022-09-16,A202209015,3.2,14,6,214,2
2022,9,2022-09-16,A202209016,3.1,6,3,166,3
2022,9,2022-09-16,A202209017,5.8,14,6,142,4
2022,10,2022-10-16,A202210000,3.9,7,2,190,NA
2022,10,2022-10-16,A202210001,2.0,17,8,154,2
2022,10,2022-10-16,A202210002,5.1,16,7,192,3
2022,10,2022-10-16,A202210003,5.3,11,4,204,2
2022,10,2022-10-16,A202210004,4.5,15,7,163,4
2022,10,2022-10-16,A202210005,4.3,7,2,224,1
2022,10,2022-10-16,A202210006,7.5,9,4,144,3
2022,10,2022-10-16,A202210007,1.9,4,2,212,2
2022,10,2022-10-16,A202210008,2.0,8,3,157,3
2022,10,2022-10-16,A202210009,1.7,11,6,183,NA
2022,10,2022-10-16,A202210010,5.1,8,3,145,2
2022,10,2022-10-16,A202210011,6.6,2,0,234,4
2022,10,2022-10-16,A202210012,2.9,4,2,181,NA
2022,10,2022-10-16,A202210013,3.4,8,2,208,2
2022,10,2022-10-16,A202210014,2.1,7,3,176,4
2022,10,2022-10-16,A202210015,7.2,13,8,169,3
2022,10,2022-10-16,A202210016,4.4,6,3,166,NA
2022,10,2022-10-16,A202210017,2.4,8,4,205,2
2022,10,2022-10-16,A202210018,7.0,4,0,175,3
2023,4,2023-04-05,A202304000,2.7,13,6,179,2
2023,4,2023-04-05,A202304001,6.6,4,2,134,2
2023,4,2023-04-05,A202304002,7.5,6,1,251,4
2023,4,2023-04-05,A202304003,4.3,13,5,174,2
2023,4,2023-04-05,A202304004,5.0,12,5,187,2
2023,4,2023-04-05,A202304005,7.2,11,5,168,1
2023,4,2023-04-05,A202304006,6.1,12,6,174,2
2023,4,2023-04-05,A202304007,6.2,12,6,189,NA
2023,4,2023-04-05,A202304008,5.4,14,6,186,3
2023,4,2023-04-05,A202304009,1.9,1,1,232,2
2023,4,2023-04-05,A202304010,5.4,11,4,135,2
2023,4,2023-04-05,A202304011,3.6,9,3,184,2
2023,4,2023-04-05,A202304012,7.7,3,0,171,2
2023,4,2023-04-05,A202304013,7.2,17,6,181,3
2023,4,2023-04-05,A202304014,5.6,8,2,149,2
2023,4,2023-04-05,A202304015,4.2,9,4,193,2
2023,5,2023-05-16,A202305000,4.2,11,6,140,2
2023,5,2023-05-16,A202305001,7.4,8,2,201,3
2023,5,2023-05-16,A202305002,4.5,7,1,215,2
2023,5,2023-05-16,A202305003,6.6,6,1,196,2
2023,5,2023-05-16,A202305004,3.2,11,5,163,2
2023,5,2023-05-16,A202305005,5.1,13,3,217,2
2023,5,2023-05-16,A202305006,4.4,8,4,186,3
2023,5,2023-05-16,A202305007,6.0,10,3,175,2
2023,5,2023-05-16,A202305008,5.1,13,4,194,4
2023,5,2023-05-16,A202305009,4.2,11,5,194,NA
2023,5,2023-05-16,A202305010,4.7,9,4,197,2
2023,6,2023-06-05,A202306000,4.2,7,3,206,2
2023,6,2023-06-05,A202306001,4.3,9,3,214,4
2023,6,2023-06-05,A202306002,6.0,6,3,207,3
2023,6,2023-06-05,A202306003,5.3,18,9,199,3
2023,6,2023-06-05,A202306004,2.8,9,4,206,4
2023,6,2023-06-05,A202306005,7.5,7,2,182,3
2023,6,2023-06-05,A202306006,2.8,9,3,209,2
2023,6,2023-06-05,A202306007,3.5,10,5,156,2
2023,6,2023-06-05,A202306008,7.0,10,4,181,3
2023,7,2023-07-12,A202307000,4.0,13,6,188,NA
2023,7,2023-07-12,A202307001,4.7,16,8,107,NA
2023,7,2023-07-12,A202307002,1.8,13,5,174,2
2023,7,2023-07-12,A202307003,2.3,11,5,224,2
2023,7,2023-07-12,A202307004,2.2,10,4,165,3
2023,7,2023-07-12,A202307005,2.9,11,3,196,2
2023,7,2023-07-12,A202307006,7.6,16,7,138,1
2023,7,2023-07-12,A202307007,5.8,8,3,138,2
2023,7,2023-07-12,A202307008,2.0,8,4,165,2
2023,8,2023-08-21,A202308000,7.5,10,4,181,3
2023,8,2023-08-21,A202308001,2.5,2,0,181,4
2023,8,2023-08-21,A202308002,1.9,13,6,227,NA
2023,8,2023-08-21,A202308003,3.8,7,2,195,NA
2023,8,2023-08-21,A202308004,1.8,14,6,227,4
2023,8,2023-08-21,A202308005,5.3,7,2,196,3
2023,8,2023-08-21,A202308006,5.0,4,2,234,1
2023,8,2023-08-21,A202308007,7.4,12,6,174,NA
2023,8,2023-08-21,A202308008,6.7,11,4,158,4
2023,8,2023-08-21,A202308009,5.8,7,4,151,4
2023,9,2023-09-13,A202309000,3.0,10,5,142,3
2023,9,2023-09-13,A202309001,7.9,12,6,178,1
2023,9,2023-09-13,A202309002,7.9,1,1,177,2
2023,9,2023-09-13,A202309003,6.6,16,6,199,2
2023,9,2023-09-13,A202309004,6.6,6,2,202,3
2023,9,2023-09-13,A202309005,1.6,11,4,204,3
2023,9,2023-09-13,A202309006,2.6,8,1,139,3
2023,9,2023-09-13,A202309007,6.9,8,3,163,3
2023,9,2023-09-13,A202309008,5.6,11,4,194,3
2023,9,2023-09-13,A202309009,7.5,8,1,211,NA
2023,9,2023-09-13,A202309010,5.4,8,3,195,3
2023,9,2023-09-13,A202309011,5.8,12,6,194,3
2023,9,2023-09-13,A202309012,3.3,9,2,228,3
2023,9,2023-09-13,A202309013,4.4,8,4,182,2
2023,10,2023-10-15,A202310000,6.3,8,4,144,4
2023,10,2023-10-15,A202310001,2.5,8,4,144,2
2023,10,2023-10-15,A202310002,2.3,19,9,201,3
2023,10,2023-10-15,A202310003,4.8,9,4,171,3
2023,10,2023-10-15,A202310004,7.4,11,5,181,1
2023,10,2023-10-15,A202310005,5.1,8,3,221,3
2023,10,2023-10-15,A202310006,4.8,12,5,174,3
2023,10,2023-10-15,A202310007,2.2,12,6,195,5
2023,10,2023-10-15,A202310008,4.6,8,4,166,3
2023,10,2023-10-15,A202310009,5.7,10,3,188,2
2023,10,2023-10-15,A202310010,3.5,6,2,210,1
2023,10,2023-10-15,A202310011,4.4,9,3,179,3
2023,10,2023-10-15,A202310012,3.9,10,5,129,3
2024,4,2024-04-14,A202404000,3.2,15,8,201,2
2024,4,2024-04-14,A202404001,6.4,5,0,178,3
2024,4,2024-04-14,A202404002,3.6,13,7,199,NA
2024,4,2024-04-14,A202404003,5.6,15,6,159,1
2024,4,2024-04-14,A202404004,5.3,8,2,213,2
2024,4,2024-04-14,A202404005,6.9,14,6,141,NA
2024,4,2024-04-14,A202404006,7.7,9,4,196,NA
2024,4,2024-04-14,A202404007,5.4,5,2,164,2
2024,4,2024-04-14,A202404008,5.0,12,4,151,1
2024,4,2024-04-14,A202404009,4.9,9,4,172,2
2024,4,2024-04-14,A202404010,6.4,0,0,NA,2
2024,4,2024-04-14,A202404011,7.0,12,5,201,3
2024,4,2024-04-14,A202404012,1.9,11,4,204,2
2024,4,2024-04-14,A202404013,3.2,8,4,171,1
2024,5,2024-05-06,A202405000,2.1,9,5,209,2
2024,5,2024-05-06,A202405001,2.4,14,5,133,3
2024,5,2024-05-06,A202405002,6.7,7,4,185,2
2024,5,2024-05-06,A202405003,3.2,16,8,179,1
2024,5,2024-05-06,A202405004,4.4,5,1,180,2
2024,5,2024-05-06,A202405005,7.0,13,6,240,2
2024,5,2024-05-06,A202405006,3.4,10,5,163,2
2024,5,2024-05-06,A202405007,7.1,7,1,228,3
2024,5,2024-05-06,A202405008,5.0,13,5,209,2
2024,5,2024-05-06,A202405009,4.1,9,4,211,2
2024,5,2024-05-06,A202405010,4.6,6,3,214,NA
2024,5,2024-05-06,A202405011,8.0,15,8,176,4
2024,5,2024-05-06,A202405012,3.7,17,8,204,4
2024,5,2024-05-06,A202405013,2.6,14,4,225,1
2024,5,2024-05-06,A202405014,4.4,9,4,228,2
