# bass_electrofishing.csv
# Pine Bluff Reservoir - Largemouth Bass Fall Electrofishing Survey Data
# Columns:
#   year: Year of sampling (integer, YYYY)
#   sample_date: Date of electrofishing run (YYYY-MM-DD)
#   site: Sampling site identifier (character, e.g., S01-S08)
#   effort_seconds: Electrofishing effort in seconds per run
#   fish_id: Unique fish identifier within that run
#   total_length_mm: Total length of individual fish in millimeters
#   weight_g: Weight of individual fish in grams; NA if not weighed
#   cpue_fish_per_hr: Catch per unit effort (fish per hour) for the site-year; same for all fish in a site-year
# Units: length in mm, weight in g, effort in seconds, CPUE in fish/hr
# Missing values coded as NA
year,sample_date,site,effort_seconds,fish_id,total_length_mm,weight_g,cpue_fish_per_hr
2018,2018-10-08,S01,1164,F00452,348,615.0,64.9
2018,2018-10-08,S01,1164,F00453,307,392.3,64.9
2018,2018-10-08,S01,1164,F00454,344,NA,64.9
2018,2018-10-08,S01,1164,F00455,352,659.4,64.9
2018,2018-10-08,S01,1164,F00456,223,160.6,64.9
2018,2018-10-08,S01,1164,F00457,302,386.6,64.9
2018,2018-10-08,S01,1164,F00458,308,389.7,64.9
2018,2018-10-08,S01,1164,F00459,229,193.8,64.9
2018,2018-10-08,S01,1164,F00460,292,395.4,64.9
2018,2018-10-08,S02,810,F00461,320,468.1,62.2
2018,2018-10-08,S02,810,F00462,286,366.6,62.2
2018,2018-10-08,S02,810,F00463,358,720.0,62.2
2018,2018-10-08,S02,810,F00464,328,536.2,62.2
2018,2018-10-08,S02,810,F00465,353,626.2,62.2
2018,2018-10-08,S02,810,F00466,359,762.4,62.2
2018,2018-10-08,S02,810,F00467,394,838.8,62.2
2018,2018-10-08,S02,810,F00468,293,391.9,62.2
2018,2018-10-08,S02,810,F00469,356,734.7,62.2
2018,2018-10-08,S02,810,F00470,316,440.1,62.2
2018,2018-10-08,S02,810,F00471,185,NA,62.2
2018,2018-10-08,S02,810,F00472,391,945.3,62.2
2018,2018-10-08,S02,810,F00473,320,507.1,62.2
2018,2018-10-08,S02,810,F00474,284,363.9,62.2
2018,2018-10-08,S03,1004,F00475,117,20.0,68.1
2018,2018-10-08,S03,1004,F00476,378,861.7,68.1
2018,2018-10-08,S03,1004,F00477,322,432.2,68.1
2018,2018-10-08,S03,1004,F00478,243,201.0,68.1
2018,2018-10-08,S03,1004,F00479,332,478.7,68.1
2018,2018-10-08,S03,1004,F00480,364,679.8,68.1
2018,2018-10-08,S03,1004,F00481,294,365.7,68.1
2018,2018-10-08,S03,1004,F00482,256,257.9,68.1
2018,2018-10-08,S03,1004,F00483,239,203.1,68.1
2018,2018-10-08,S03,1004,F00484,247,187.3,68.1
2018,2018-10-08,S03,1004,F00485,224,171.2,68.1
2018,2018-10-08,S03,1004,F00486,357,585.8,68.1
2018,2018-10-08,S03,1004,F00487,266,241.7,68.1
2018,2018-10-08,S03,1004,F00488,226,170.8,68.1
2018,2018-10-08,S03,1004,F00489,323,447.0,68.1
2018,2018-10-08,S03,1004,F00490,297,369.1,68.1
2018,2018-10-08,S03,1004,F00491,342,572.4,68.1
2018,2018-10-08,S03,1004,F00492,324,470.2,68.1
2018,2018-10-08,S03,1004,F00493,354,667.5,68.1
2018,2018-10-08,S04,860,F00494,312,484.6,50.2
2018,2018-10-08,S04,860,F00495,328,553.8,50.2
2018,2018-10-08,S04,860,F00496,411,962.7,50.2
2018,2018-10-08,S04,860,F00497,348,669.7,50.2
2018,2018-10-08,S04,860,F00498,326,561.2,50.2
2018,2018-10-08,S04,860,F00499,422,1220.9,50.2
2018,2018-10-08,S04,860,F00500,293,344.9,50.2
2018,2018-10-08,S04,860,F00501,373,828.5,50.2
2018,2018-10-08,S04,860,F00502,409,998.6,50.2
2018,2018-10-08,S04,860,F00503,445,1248.5,50.2
2018,2018-10-08,S04,860,F00504,290,341.5,50.2
2018,2018-10-08,S04,860,F00505,80,5.7,50.2
2018,2018-10-08,S05,833,F00506,350,621.2,51.9
2018,2018-10-08,S05,833,F00507,222,150.6,51.9
2018,2018-10-08,S05,833,F00508,314,405.4,51.9
2018,2018-10-08,S05,833,F00509,384,860.2,51.9
2018,2018-10-08,S05,833,F00510,344,667.1,51.9
2018,2018-10-08,S05,833,F00511,187,80.6,51.9
2018,2018-10-08,S05,833,F00512,232,197.3,51.9
2018,2018-10-08,S05,833,F00513,236,168.4,51.9
2018,2018-10-08,S05,833,F00514,296,348.6,51.9
2018,2018-10-08,S05,833,F00515,239,170.3,51.9
2018,2018-10-08,S05,833,F00516,296,431.9,51.9
2018,2018-10-08,S05,833,F00517,225,141.8,51.9
2018,2018-10-08,S06,1103,F00518,225,144.7,55.5
2018,2018-10-08,S06,1103,F00519,283,364.2,55.5
2018,2018-10-08,S06,1103,F00520,196,NA,55.5
2018,2018-10-08,S06,1103,F00521,413,1098.7,55.5
2018,2018-10-08,S06,1103,F00522,336,609.4,55.5
2018,2018-10-08,S06,1103,F00523,243,213.1,55.5
2018,2018-10-08,S06,1103,F00524,232,202.0,55.5
2018,2018-10-08,S06,1103,F00525,344,NA,55.5
2018,2018-10-08,S06,1103,F00526,189,81.3,55.5
2018,2018-10-08,S06,1103,F00527,250,231.5,55.5
2018,2018-10-08,S06,1103,F00528,309,462.9,55.5
2018,2018-10-08,S06,1103,F00529,443,1188.6,55.5
2018,2018-10-08,S06,1103,F00530,136,34.2,55.5
2018,2018-10-08,S06,1103,F00531,242,187.3,55.5
2018,2018-10-08,S06,1103,F00532,317,440.9,55.5
2018,2018-10-08,S06,1103,F00533,258,274.6,55.5
2018,2018-10-08,S06,1103,F00534,263,249.1,55.5
2018,2018-10-08,S07,960,F00535,311,445.2,41.2
2018,2018-10-08,S07,960,F00536,210,NA,41.2
2018,2018-10-08,S07,960,F00537,393,1048.7,41.2
2018,2018-10-08,S07,960,F00538,271,NA,41.2
2018,2018-10-08,S07,960,F00539,138,36.8,41.2
2018,2018-10-08,S07,960,F00540,309,439.2,41.2
2018,2018-10-08,S07,960,F00541,153,51.8,41.2
2018,2018-10-08,S07,960,F00542,373,750.1,41.2
2018,2018-10-08,S07,960,F00543,256,NA,41.2
2018,2018-10-08,S07,960,F00544,281,323.4,41.2
2018,2018-10-08,S07,960,F00545,259,264.0,41.2
2018,2018-10-08,S08,849,F00546,540,2384.8,59.4
2018,2018-10-08,S08,849,F00547,232,158.7,59.4
2018,2018-10-08,S08,849,F00548,276,NA,59.4
2018,2018-10-08,S08,849,F00549,426,1290.9,59.4
2018,2018-10-08,S08,849,F00550,334,495.4,59.4
2018,2018-10-08,S08,849,F00551,422,1086.2,59.4
2018,2018-10-08,S08,849,F00552,446,1412.8,59.4
2018,2018-10-08,S08,849,F00553,224,159.7,59.4
2018,2018-10-08,S08,849,F00554,251,231.4,59.4
2018,2018-10-08,S08,849,F00555,375,701.6,59.4
2018,2018-10-08,S08,849,F00556,311,417.7,59.4
2018,2018-10-08,S08,849,F00557,382,866.4,59.4
2018,2018-10-08,S08,849,F00558,222,162.1,59.4
2018,2018-10-08,S08,849,F00559,253,201.5,59.4
2019,2019-10-21,S01,1122,F00560,272,302.3,61.0
2019,2019-10-21,S01,1122,F00561,372,666.1,61.0
2019,2019-10-21,S01,1122,F00562,396,NA,61.0
2019,2019-10-21,S01,1122,F00563,282,345.3,61.0
2019,2019-10-21,S01,1122,F00564,342,645.4,61.0
2019,2019-10-21,S01,1122,F00565,391,786.5,61.0
2019,2019-10-21,S01,1122,F00566,206,111.8,61.0
2019,2019-10-21,S01,1122,F00567,248,206.5,61.0
2019,2019-10-21,S01,1122,F00568,216,159.7,61.0
2019,2019-10-21,S01,1122,F00569,216,151.6,61.0
2019,2019-10-21,S01,1122,F00570,409,1102.3,61.0
2019,2019-10-21,S01,1122,F00571,321,497.8,61.0
2019,2019-10-21,S01,1122,F00572,356,771.6,61.0
2019,2019-10-21,S01,1122,F00573,286,362.3,61.0
2019,2019-10-21,S01,1122,F00574,352,622.7,61.0
2019,2019-10-21,S01,1122,F00575,317,417.1,61.0
2019,2019-10-21,S01,1122,F00576,238,185.4,61.0
2019,2019-10-21,S01,1122,F00577,382,918.9,61.0
2019,2019-10-21,S01,1122,F00578,119,20.7,61.0
2019,2019-10-21,S02,977,F00579,242,201.4,81.1
2019,2019-10-21,S02,977,F00580,321,494.9,81.1
2019,2019-10-21,S02,977,F00581,285,349.3,81.1
2019,2019-10-21,S02,977,F00582,258,228.3,81.1
2019,2019-10-21,S02,977,F00583,188,79.8,81.1
2019,2019-10-21,S02,977,F00584,277,329.0,81.1
2019,2019-10-21,S02,977,F00585,301,406.3,81.1
2019,2019-10-21,S02,977,F00586,291,350.2,81.1
2019,2019-10-21,S02,977,F00587,365,664.6,81.1
2019,2019-10-21,S02,977,F00588,236,177.3,81.1
2019,2019-10-21,S02,977,F00589,329,540.1,81.1
2019,2019-10-21,S02,977,F00590,281,344.6,81.1
2019,2019-10-21,S02,977,F00591,342,664.6,81.1
2019,2019-10-21,S02,977,F00592,274,336.1,81.1
2019,2019-10-21,S02,977,F00593,225,182.6,81.1
2019,2019-10-21,S02,977,F00594,356,762.1,81.1
2019,2019-10-21,S02,977,F00595,403,877.7,81.1
2019,2019-10-21,S02,977,F00596,306,394.2,81.1
2019,2019-10-21,S02,977,F00597,210,147.3,81.1
2019,2019-10-21,S02,977,F00598,274,295.7,81.1
2019,2019-10-21,S02,977,F00599,336,557.2,81.1
2019,2019-10-21,S02,977,F00600,330,483.1,81.1
2019,2019-10-21,S03,951,F00601,276,315.6,64.4
2019,2019-10-21,S03,951,F00602,253,226.2,64.4
2019,2019-10-21,S03,951,F00603,261,225.4,64.4
2019,2019-10-21,S03,951,F00604,371,763.4,64.4
2019,2019-10-21,S03,951,F00605,378,801.7,64.4
2019,2019-10-21,S03,951,F00606,303,387.7,64.4
2019,2019-10-21,S03,951,F00607,244,199.2,64.4
2019,2019-10-21,S03,951,F00608,272,306.5,64.4
2019,2019-10-21,S03,951,F00609,365,823.2,64.4
2019,2019-10-21,S03,951,F00610,402,1067.1,64.4
2019,2019-10-21,S03,951,F00611,177,73.3,64.4
2019,2019-10-21,S03,951,F00612,154,56.3,64.4
2019,2019-10-21,S03,951,F00613,80,6.2,64.4
2019,2019-10-21,S03,951,F00614,366,827.9,64.4
2019,2019-10-21,S03,951,F00615,347,672.8,64.4
2019,2019-10-21,S03,951,F00616,158,55.1,64.4
2019,2019-10-21,S03,951,F00617,203,112.3,64.4
2019,2019-10-21,S04,857,F00618,284,366.8,33.6
2019,2019-10-21,S04,857,F00619,329,475.1,33.6
2019,2019-10-21,S04,857,F00620,394,911.0,33.6
2019,2019-10-21,S04,857,F00621,280,357.6,33.6
2019,2019-10-21,S04,857,F00622,209,111.2,33.6
2019,2019-10-21,S04,857,F00623,211,134.5,33.6
2019,2019-10-21,S04,857,F00624,352,NA,33.6
2019,2019-10-21,S04,857,F00625,299,NA,33.6
2019,2019-10-21,S05,1016,F00626,306,446.7,46.1
2019,2019-10-21,S05,1016,F00627,457,1687.7,46.1
2019,2019-10-21,S05,1016,F00628,362,666.4,46.1
2019,2019-10-21,S05,1016,F00629,375,849.4,46.1
2019,2019-10-21,S05,1016,F00630,386,837.0,46.1
2019,2019-10-21,S05,1016,F00631,130,28.1,46.1
2019,2019-10-21,S05,1016,F00632,356,769.8,46.1
2019,2019-10-21,S05,1016,F00633,406,901.7,46.1
2019,2019-10-21,S05,1016,F00634,417,1071.3,46.1
2019,2019-10-21,S05,1016,F00635,450,1511.5,46.1
2019,2019-10-21,S05,1016,F00636,279,312.4,46.1
2019,2019-10-21,S05,1016,F00637,230,158.9,46.1
2019,2019-10-21,S05,1016,F00638,335,501.1,46.1
2019,2019-10-21,S06,1171,F00639,410,1024.4,61.5
2019,2019-10-21,S06,1171,F00640,394,NA,61.5
2019,2019-10-21,S06,1171,F00641,310,377.4,61.5
2019,2019-10-21,S06,1171,F00642,335,NA,61.5
2019,2019-10-21,S06,1171,F00643,295,345.9,61.5
2019,2019-10-21,S06,1171,F00644,218,NA,61.5
2019,2019-10-21,S06,1171,F00645,233,197.1,61.5
2019,2019-10-21,S06,1171,F00646,298,366.9,61.5
2019,2019-10-21,S06,1171,F00647,267,259.0,61.5
2019,2019-10-21,S06,1171,F00648,237,199.0,61.5
2019,2019-10-21,S06,1171,F00649,291,408.7,61.5
2019,2019-10-21,S06,1171,F00650,326,576.8,61.5
2019,2019-10-21,S06,1171,F00651,216,162.3,61.5
2019,2019-10-21,S06,1171,F00652,341,621.1,61.5
2019,2019-10-21,S06,1171,F00653,265,240.7,61.5
2019,2019-10-21,S06,1171,F00654,375,855.4,61.5
2019,2019-10-21,S06,1171,F00655,339,616.2,61.5
2019,2019-10-21,S06,1171,F00656,245,236.8,61.5
2019,2019-10-21,S06,1171,F00657,400,865.3,61.5
2019,2019-10-21,S06,1171,F00658,279,287.8,61.5
2019,2019-10-21,S07,1030,F00659,231,NA,73.4
2019,2019-10-21,S07,1030,F00660,371,740.2,73.4
2019,2019-10-21,S07,1030,F00661,330,582.1,73.4
2019,2019-10-21,S07,1030,F00662,307,447.6,73.4
2019,2019-10-21,S07,1030,F00663,344,571.3,73.4
2019,2019-10-21,S07,1030,F00664,468,1449.2,73.4
2019,2019-10-21,S07,1030,F00665,292,391.9,73.4
2019,2019-10-21,S07,1030,F00666,167,67.4,73.4
2019,2019-10-21,S07,1030,F00667,252,217.6,73.4
2019,2019-10-21,S07,1030,F00668,335,553.3,73.4
2019,2019-10-21,S07,1030,F00669,272,325.3,73.4
2019,2019-10-21,S07,1030,F00670,370,831.4,73.4
2019,2019-10-21,S07,1030,F00671,305,380.0,73.4
2019,2019-10-21,S07,1030,F00672,229,147.3,73.4
2019,2019-10-21,S07,1030,F00673,299,398.3,73.4
2019,2019-10-21,S07,1030,F00674,285,359.8,73.4
2019,2019-10-21,S07,1030,F00675,319,489.8,73.4
2019,2019-10-21,S07,1030,F00676,354,674.0,73.4
2019,2019-10-21,S07,1030,F00677,228,167.7,73.4
2019,2019-10-21,S07,1030,F00678,415,1168.7,73.4
2019,2019-10-21,S07,1030,F00679,291,321.3,73.4
2019,2019-10-21,S08,894,F00680,225,180.3,88.6
2019,2019-10-21,S08,894,F00681,393,NA,88.6
2019,2019-10-21,S08,894,F00682,274,NA,88.6
2019,2019-10-21,S08,894,F00683,343,NA,88.6
2019,2019-10-21,S08,894,F00684,301,358.4,88.6
2019,2019-10-21,S08,894,F00685,272,303.9,88.6
2019,2019-10-21,S08,894,F00686,307,478.4,88.6
2019,2019-10-21,S08,894,F00687,398,NA,88.6
2019,2019-10-21,S08,894,F00688,309,463.4,88.6
2019,2019-10-21,S08,894,F00689,278,330.9,88.6
2019,2019-10-21,S08,894,F00690,391,1024.8,88.6
2019,2019-10-21,S08,894,F00691,384,789.2,88.6
2019,2019-10-21,S08,894,F00692,251,210.2,88.6
2019,2019-10-21,S08,894,F00693,309,494.3,88.6
2019,2019-10-21,S08,894,F00694,268,257.2,88.6
2019,2019-10-21,S08,894,F00695,253,203.5,88.6
2019,2019-10-21,S08,894,F00696,442,NA,88.6
2019,2019-10-21,S08,894,F00697,235,183.6,88.6
2019,2019-10-21,S08,894,F00698,343,638.3,88.6
2019,2019-10-21,S08,894,F00699,364,687.6,88.6
2019,2019-10-21,S08,894,F00700,204,135.8,88.6
2019,2019-10-21,S08,894,F00701,350,717.9,88.6
2020,2020-10-23,S01,1043,F00702,267,NA,41.4
2020,2020-10-23,S01,1043,F00703,449,NA,41.4
2020,2020-10-23,S01,1043,F00704,218,165.1,41.4
2020,2020-10-23,S01,1043,F00705,399,1037.4,41.4
2020,2020-10-23,S01,1043,F00706,270,NA,41.4
2020,2020-10-23,S01,1043,F00707,327,570.4,41.4
2020,2020-10-23,S01,1043,F00708,346,691.8,41.4
2020,2020-10-23,S01,1043,F00709,297,440.2,41.4
2020,2020-10-23,S01,1043,F00710,252,230.0,41.4
2020,2020-10-23,S01,1043,F00711,376,882.8,41.4
2020,2020-10-23,S01,1043,F00712,324,544.3,41.4
2020,2020-10-23,S01,1043,F00713,186,76.6,41.4
2020,2020-10-23,S02,1030,F00714,379,754.5,52.4
2020,2020-10-23,S02,1030,F00715,259,256.9,52.4
2020,2020-10-23,S02,1030,F00716,332,587.9,52.4
2020,2020-10-23,S02,1030,F00717,296,353.4,52.4
2020,2020-10-23,S02,1030,F00718,327,562.5,52.4
2020,2020-10-23,S02,1030,F00719,237,166.6,52.4
2020,2020-10-23,S02,1030,F00720,344,597.1,52.4
2020,2020-10-23,S02,1030,F00721,323,488.5,52.4
2020,2020-10-23,S02,1030,F00722,316,467.6,52.4
2020,2020-10-23,S02,1030,F00723,381,859.3,52.4
2020,2020-10-23,S02,1030,F00724,350,NA,52.4
2020,2020-10-23,S02,1030,F00725,176,80.1,52.4
2020,2020-10-23,S02,1030,F00726,367,852.8,52.4
2020,2020-10-23,S02,1030,F00727,175,66.4,52.4
2020,2020-10-23,S02,1030,F00728,279,293.9,52.4
2020,2020-10-23,S03,885,F00729,285,366.2,56.9
2020,2020-10-23,S03,885,F00730,362,806.7,56.9
2020,2020-10-23,S03,885,F00731,185,86.6,56.9
2020,2020-10-23,S03,885,F00732,298,330.6,56.9
2020,2020-10-23,S03,885,F00733,338,637.2,56.9
2020,2020-10-23,S03,885,F00734,230,169.3,56.9
2020,2020-10-23,S03,885,F00735,233,169.3,56.9
2020,2020-10-23,S03,885,F00736,208,133.8,56.9
2020,2020-10-23,S03,885,F00737,331,509.2,56.9
2020,2020-10-23,S03,885,F00738,368,779.2,56.9
2020,2020-10-23,S03,885,F00739,310,409.9,56.9
2020,2020-10-23,S03,885,F00740,226,157.1,56.9
2020,2020-10-23,S03,885,F00741,381,754.9,56.9
2020,2020-10-23,S03,885,F00742,557,2343.3,56.9
2020,2020-10-23,S04,1162,F00743,234,193.0,34.1
2020,2020-10-23,S04,1162,F00744,321,532.6,34.1
2020,2020-10-23,S04,1162,F00745,182,76.9,34.1
2020,2020-10-23,S04,1162,F00746,296,404.4,34.1
2020,2020-10-23,S04,1162,F00747,514,2112.1,34.1
2020,2020-10-23,S04,1162,F00748,405,1012.4,34.1
2020,2020-10-23,S04,1162,F00749,260,275.6,34.1
2020,2020-10-23,S04,1162,F00750,202,129.0,34.1
2020,2020-10-23,S04,1162,F00751,274,322.6,34.1
2020,2020-10-23,S04,1162,F00752,270,272.8,34.1
2020,2020-10-23,S04,1162,F00753,516,2265.8,34.1
2020,2020-10-23,S05,1185,F00754,359,790.5,39.5
2020,2020-10-23,S05,1185,F00755,357,683.8,39.5
2020,2020-10-23,S05,1185,F00756,300,405.7,39.5
2020,2020-10-23,S05,1185,F00757,220,162.8,39.5
2020,2020-10-23,S05,1185,F00758,322,494.1,39.5
2020,2020-10-23,S05,1185,F00759,333,534.8,39.5
2020,2020-10-23,S05,1185,F00760,301,354.2,39.5
2020,2020-10-23,S05,1185,F00761,339,572.3,39.5
2020,2020-10-23,S05,1185,F00762,349,631.9,39.5
2020,2020-10-23,S05,1185,F00763,181,77.4,39.5
2020,2020-10-23,S05,1185,F00764,342,651.7,39.5
2020,2020-10-23,S05,1185,F00765,363,756.2,39.5
2020,2020-10-23,S05,1185,F00766,202,132.1,39.5
2020,2020-10-23,S06,889,F00767,350,728.9,64.8
2020,2020-10-23,S06,889,F00768,382,817.9,64.8
2020,2020-10-23,S06,889,F00769,241,171.8,64.8
2020,2020-10-23,S06,889,F00770,230,157.2,64.8
2020,2020-10-23,S06,889,F00771,200,101.9,64.8
2020,2020-10-23,S06,889,F00772,376,NA,64.8
2020,2020-10-23,S06,889,F00773,426,1071.9,64.8
2020,2020-10-23,S06,889,F00774,392,901.0,64.8
2020,2020-10-23,S06,889,F00775,359,722.6,64.8
2020,2020-10-23,S06,889,F00776,221,157.8,64.8
2020,2020-10-23,S06,889,F00777,206,126.9,64.8
2020,2020-10-23,S06,889,F00778,422,1219.7,64.8
2020,2020-10-23,S06,889,F00779,270,253.8,64.8
2020,2020-10-23,S06,889,F00780,273,277.9,64.8
2020,2020-10-23,S06,889,F00781,262,253.2,64.8
2020,2020-10-23,S06,889,F00782,206,118.3,64.8
2020,2020-10-23,S07,1125,F00783,255,274.4,51.2
2020,2020-10-23,S07,1125,F00784,188,91.9,51.2
2020,2020-10-23,S07,1125,F00785,261,222.2,51.2
2020,2020-10-23,S07,1125,F00786,376,683.4,51.2
2020,2020-10-23,S07,1125,F00787,378,816.0,51.2
2020,2020-10-23,S07,1125,F00788,106,16.3,51.2
2020,2020-10-23,S07,1125,F00789,345,NA,51.2
2020,2020-10-23,S07,1125,F00790,217,155.5,51.2
2020,2020-10-23,S07,1125,F00791,280,287.6,51.2
2020,2020-10-23,S07,1125,F00792,394,994.7,51.2
2020,2020-10-23,S07,1125,F00793,258,218.8,51.2
2020,2020-10-23,S07,1125,F00794,283,362.2,51.2
2020,2020-10-23,S07,1125,F00795,306,449.1,51.2
2020,2020-10-23,S07,1125,F00796,275,346.3,51.2
2020,2020-10-23,S07,1125,F00797,360,657.2,51.2
2020,2020-10-23,S07,1125,F00798,179,77.9,51.2
2020,2020-10-23,S08,844,F00799,322,540.2,64.0
2020,2020-10-23,S08,844,F00800,266,291.6,64.0
2020,2020-10-23,S08,844,F00801,366,720.8,64.0
2020,2020-10-23,S08,844,F00802,211,143.4,64.0
2020,2020-10-23,S08,844,F00803,331,543.6,64.0
2020,2020-10-23,S08,844,F00804,198,97.6,64.0
2020,2020-10-23,S08,844,F00805,268,316.4,64.0
2020,2020-10-23,S08,844,F00806,396,1055.1,64.0
2020,2020-10-23,S08,844,F00807,383,NA,64.0
2020,2020-10-23,S08,844,F00808,396,879.1,64.0
2020,2020-10-23,S08,844,F00809,283,295.2,64.0
2020,2020-10-23,S08,844,F00810,255,220.5,64.0
2020,2020-10-23,S08,844,F00811,261,266.7,64.0
2020,2020-10-23,S08,844,F00812,323,NA,64.0
2020,2020-10-23,S08,844,F00813,333,532.6,64.0
2021,2021-10-16,S01,1032,F00814,160,NA,52.3
2021,2021-10-16,S01,1032,F00815,311,474.0,52.3
2021,2021-10-16,S01,1032,F00816,163,62.0,52.3
2021,2021-10-16,S01,1032,F00817,383,777.0,52.3
2021,2021-10-16,S01,1032,F00818,330,487.2,52.3
2021,2021-10-16,S01,1032,F00819,326,525.4,52.3
2021,2021-10-16,S01,1032,F00820,227,165.2,52.3
2021,2021-10-16,S01,1032,F00821,281,284.2,52.3
2021,2021-10-16,S01,1032,F00822,269,278.5,52.3
2021,2021-10-16,S01,1032,F00823,346,525.6,52.3
2021,2021-10-16,S01,1032,F00824,224,145.0,52.3
2021,2021-10-16,S01,1032,F00825,370,684.1,52.3
2021,2021-10-16,S01,1032,F00826,377,753.2,52.3
2021,2021-10-16,S01,1032,F00827,291,403.9,52.3
2021,2021-10-16,S01,1032,F00828,369,732.2,52.3
2021,2021-10-16,S02,1158,F00829,303,NA,62.2
2021,2021-10-16,S02,1158,F00830,408,1026.7,62.2
2021,2021-10-16,S02,1158,F00831,309,370.5,62.2
2021,2021-10-16,S02,1158,F00832,411,1158.5,62.2
2021,2021-10-16,S02,1158,F00833,254,205.3,62.2
2021,2021-10-16,S02,1158,F00834,311,473.9,62.2
2021,2021-10-16,S02,1158,F00835,228,149.9,62.2
2021,2021-10-16,S02,1158,F00836,444,1448.3,62.2
2021,2021-10-16,S02,1158,F00837,336,NA,62.2
2021,2021-10-16,S02,1158,F00838,290,372.4,62.2
2021,2021-10-16,S02,1158,F00839,272,261.3,62.2
2021,2021-10-16,S02,1158,F00840,181,86.5,62.2
2021,2021-10-16,S02,1158,F00841,323,536.6,62.2
2021,2021-10-16,S02,1158,F00842,311,427.8,62.2
2021,2021-10-16,S02,1158,F00843,274,278.6,62.2
2021,2021-10-16,S02,1158,F00844,332,552.2,62.2
2021,2021-10-16,S02,1158,F00845,183,89.6,62.2
2021,2021-10-16,S02,1158,F00846,205,126.5,62.2
2021,2021-10-16,S02,1158,F00847,197,114.6,62.2
2021,2021-10-16,S02,1158,F00848,281,279.8,62.2
2021,2021-10-16,S03,922,F00849,247,NA,58.6
2021,2021-10-16,S03,922,F00850,331,NA,58.6
2021,2021-10-16,S03,922,F00851,247,208.7,58.6
2021,2021-10-16,S03,922,F00852,345,598.1,58.6
2021,2021-10-16,S03,922,F00853,334,NA,58.6
2021,2021-10-16,S03,922,F00854,371,NA,58.6
2021,2021-10-16,S03,922,F00855,330,605.1,58.6
2021,2021-10-16,S03,922,F00856,468,1484.7,58.6
2021,2021-10-16,S03,922,F00857,301,388.5,58.6
2021,2021-10-16,S03,922,F00858,208,127.8,58.6
2021,2021-10-16,S03,922,F00859,320,545.7,58.6
2021,2021-10-16,S03,922,F00860,308,385.6,58.6
2021,2021-10-16,S03,922,F00861,175,77.0,58.6
2021,2021-10-16,S03,922,F00862,221,144.0,58.6
2021,2021-10-16,S03,922,F00863,348,581.2,58.6
2021,2021-10-16,S04,859,F00864,274,NA,62.9
2021,2021-10-16,S04,859,F00865,233,NA,62.9
2021,2021-10-16,S04,859,F00866,190,NA,62.9
2021,2021-10-16,S04,859,F00867,218,147.0,62.9
2021,2021-10-16,S04,859,F00868,293,341.4,62.9
2021,2021-10-16,S04,859,F00869,291,385.4,62.9
2021,2021-10-16,S04,859,F00870,129,31.9,62.9
2021,2021-10-16,S04,859,F00871,203,108.8,62.9
2021,2021-10-16,S04,859,F00872,333,569.6,62.9
2021,2021-10-16,S04,859,F00873,265,298.0,62.9
2021,2021-10-16,S04,859,F00874,290,319.7,62.9
2021,2021-10-16,S04,859,F00875,386,769.4,62.9
2021,2021-10-16,S04,859,F00876,218,124.5,62.9
2021,2021-10-16,S04,859,F00877,316,446.8,62.9
2021,2021-10-16,S04,859,F00878,293,332.6,62.9
2021,2021-10-16,S05,818,F00879,333,574.2,70.4
2021,2021-10-16,S05,818,F00880,172,64.6,70.4
2021,2021-10-16,S05,818,F00881,228,171.9,70.4
2021,2021-10-16,S05,818,F00882,427,NA,70.4
2021,2021-10-16,S05,818,F00883,308,371.5,70.4
2021,2021-10-16,S05,818,F00884,386,968.1,70.4
2021,2021-10-16,S05,818,F00885,302,354.3,70.4
2021,2021-10-16,S05,818,F00886,223,150.8,70.4
2021,2021-10-16,S05,818,F00887,320,447.1,70.4
2021,2021-10-16,S05,818,F00888,163,67.4,70.4
2021,2021-10-16,S05,818,F00889,313,458.5,70.4
2021,2021-10-16,S05,818,F00890,163,52.9,70.4
2021,2021-10-16,S05,818,F00891,390,934.8,70.4
2021,2021-10-16,S05,818,F00892,306,359.4,70.4
2021,2021-10-16,S05,818,F00893,296,407.0,70.4
2021,2021-10-16,S05,818,F00894,214,125.9,70.4
2021,2021-10-16,S06,1014,F00895,500,1740.7,53.3
2021,2021-10-16,S06,1014,F00896,240,170.4,53.3
2021,2021-10-16,S06,1014,F00897,338,642.9,53.3
2021,2021-10-16,S06,1014,F00898,223,168.7,53.3
2021,2021-10-16,S06,1014,F00899,178,75.3,53.3
2021,2021-10-16,S06,1014,F00900,288,303.0,53.3
2021,2021-10-16,S06,1014,F00901,337,629.4,53.3
2021,2021-10-16,S06,1014,F00902,340,566.6,53.3
2021,2021-10-16,S06,1014,F00903,251,208.9,53.3
2021,2021-10-16,S06,1014,F00904,369,673.2,53.3
2021,2021-10-16,S06,1014,F00905,321,481.8,53.3
2021,2021-10-16,S06,1014,F00906,315,408.8,53.3
2021,2021-10-16,S06,1014,F00907,303,404.1,53.3
2021,2021-10-16,S06,1014,F00908,204,104.3,53.3
2021,2021-10-16,S06,1014,F00909,250,231.2,53.3
2021,2021-10-16,S07,967,F00910,409,914.1,37.2
2021,2021-10-16,S07,967,F00911,232,187.1,37.2
2021,2021-10-16,S07,967,F00912,367,NA,37.2
2021,2021-10-16,S07,967,F00913,219,159.4,37.2
