# user_survey.csv
# Millstone Reservoir - Biennial User Intercept Survey Data
# Columns:
#   year: Survey year (integer, YYYY)
#   survey_date: Date of interview (YYYY-MM-DD)
#   respondent_id: Anonymous respondent identifier (character)
#   user_type: Primary activity (character: angler, kayaker, swimmer, walker, other)
#   frequency: How often they visit per month during season (integer)
#   hours_on_site: Hours spent during that visit
#   satisfaction: Overall satisfaction (1=very dissatisfied to 5=very satisfied); NA if not answered
#   top_concern: Most important management concern selected from list (character)
#   would_support_fee: Would support a small access fee for improvements (yes, no, unsure); NA if not answered
# Units: frequency in visits/month, time in hours
# Missing values coded as NA
year,survey_date,respondent_id,user_type,frequency,hours_on_site,satisfaction,top_concern,would_support_fee
2022,2022-08-24,R2022061,angler,6,3.3,4,access,no
2022,2022-08-21,R2022062,walker,4,1.0,4,water_quality,no
2022,2022-06-02,R2022063,kayaker,4,2.6,2,fishing_quality,yes
2022,2022-09-11,R2022064,walker,12,1.5,3,algal_blooms,no
2022,2022-09-21,R2022065,angler,8,3.7,4,water_quality,unsure
2022,2022-07-08,R2022066,angler,7,4.4,3,crowding,yes
2022,2022-07-19,R2022067,angler,8,3.1,NA,fishing_quality,unsure
2022,2022-05-11,R2022068,kayaker,4,3.9,3,access,no
2022,2022-09-14,R2022069,swimmer,11,3.9,2,bank_erosion,no
2022,2022-06-06,R2022070,angler,11,2.8,3,fishing_quality,yes
2022,2022-06-13,R2022071,angler,10,4.3,4,access,yes
2022,2022-07-13,R2022072,angler,9,4.2,3,crowding,unsure
2022,2022-05-15,R2022073,other,11,1.2,4,access,no
2022,2022-08-08,R2022074,angler,10,3.5,2,fish_kills,no
2022,2022-06-25,R2022075,walker,4,5.1,NA,fishing_quality,no
2022,2022-07-09,R2022076,kayaker,12,2.4,NA,fish_kills,no
2022,2022-07-07,R2022077,angler,4,3.1,2,fish_kills,yes
2022,2022-08-08,R2022078,other,8,5.0,3,algal_blooms,yes
2022,2022-09-17,R2022079,angler,10,4.8,4,fishing_quality,yes
2022,2022-05-12,R2022080,angler,11,5.4,NA,access,no
2022,2022-08-09,R2022081,swimmer,4,3.6,2,bank_erosion,unsure
2022,2022-08-09,R2022082,kayaker,6,1.5,4,crowding,unsure
2022,2022-05-11,R2022083,kayaker,1,2.2,3,fish_kills,unsure
2022,2022-09-18,R2022084,angler,8,2.9,3,algal_blooms,unsure
2022,2022-07-16,R2022085,swimmer,3,4.2,2,algal_blooms,yes
2022,2022-06-28,R2022086,angler,12,2.9,NA,water_quality,no
2022,2022-05-10,R2022087,kayaker,4,1.0,4,bank_erosion,no
2022,2022-09-19,R2022088,angler,3,1.8,4,fishing_quality,yes
2024,2024-07-25,R2024000,angler,3,6.0,2,access,unsure
2024,2024-06-07,R2024001,kayaker,12,4.9,2,fishing_quality,NA
2024,2024-06-26,R2024002,kayaker,1,1.5,3,algal_blooms,yes
2024,2024-07-14,R2024003,walker,9,5.4,3,boat_ramps,unsure
2024,2024-07-05,R2024004,swimmer,5,5.8,2,fishing_quality,no
2024,2024-07-04,R2024005,angler,3,4.9,2,water_quality,no
2024,2024-07-24,R2024006,angler,8,4.2,5,access,yes
2024,2024-09-21,R2024007,angler,11,3.4,3,fishing_quality,no
2024,2024-09-25,R2024008,swimmer,3,1.3,2,fishing_quality,no
2024,2024-08-28,R2024009,angler,11,3.0,3,algal_blooms,no
2024,2024-06-06,R2024010,swimmer,6,1.9,2,fishing_quality,NA
2024,2024-05-05,R2024011,walker,5,2.1,3,fishing_quality,no
2024,2024-09-28,R2024012,walker,1,3.8,2,algal_blooms,yes
2024,2024-07-13,R2024013,kayaker,2,2.2,2,access,yes
2024,2024-07-19,R2024014,angler,10,5.2,2,boat_ramps,unsure
2024,2024-09-19,R2024015,walker,9,4.2,2,bank_erosion,yes
2024,2024-07-19,R2024016,angler,7,3.8,4,fish_kills,unsure
2024,2024-05-12,R2024017,walker,3,5.7,5,fishing_quality,yes
2024,2024-06-23,R2024018,kayaker,7,2.5,2,bank_erosion,no
2024,2024-09-03,R2024019,angler,6,2.5,2,fishing_quality,yes
2024,2024-08-27,R2024020,angler,3,1.4,2,fishing_quality,no
2024,2024-06-26,R2024021,walker,9,3.7,3,bank_erosion,yes
2024,2024-05-26,R2024022,walker,3,4.0,1,access,yes
2024,2024-09-09,R2024023,angler,4,5.4,4,algal_blooms,yes
2024,2024-06-21,R2024024,swimmer,9,1.8,2,bank_erosion,no
2024,2024-08-14,R2024025,kayaker,4,2.6,2,bank_erosion,yes
2024,2024-09-28,R2024026,angler,10,4.8,3,water_quality,unsure
2024,2024-05-05,R2024027,angler,12,2.3,NA,bank_erosion,yes
2024,2024-08-06,R2024028,swimmer,2,2.4,3,access,no
2024,2024-06-25,R2024029,walker,11,1.8,2,algal_blooms,unsure
2024,2024-09-18,R2024030,angler,3,4.5,2,crowding,no
2024,2024-09-25,R2024031,angler,1,2.9,2,fishing_quality,unsure
2024,2024-07-08,R2024032,swimmer,1,2.4,3,algal_blooms,unsure
2024,2024-06-24,R2024033,angler,7,4.7,1,fishing_quality,no
2024,2024-09-23,R2024034,kayaker,5,2.4,2,bank_erosion,unsure
2024,2024-09-11,R2024035,angler,8,2.9,4,algal_blooms,no
2024,2024-06-18,R2024036,angler,7,5.9,3,boat_ramps,unsure
2024,2024-05-22,R2024037,angler,10,4.2,2,bank_erosion,no
2024,2024-07-18,R2024038,kayaker,2,1.4,3,water_quality,yes
2024,2024-09-12,R2024039,other,8,4.7,NA,crowding,no
2024,2024-07-19,R2024040,swimmer,4,4.5,3,fish_kills,no
2024,2024-07-04,R2024041,kayaker,9,3.2,4,fish_kills,yes
2024,2024-07-24,R2024042,walker,12,4.8,2,access,yes
2024,2024-05-03,R2024043,kayaker,11,2.9,2,boat_ramps,no
2024,2024-08-06,R2024044,angler,4,2.1,3,crowding,unsure
2024,2024-05-26,R2024045,walker,12,2.8,4,water_quality,yes
2024,2024-06-15,R2024046,angler,6,2.4,5,algal_blooms,no
2024,2024-08-11,R2024047,angler,1,3.5,3,boat_ramps,no
2024,2024-06-19,R2024048,swimmer,11,5.5,2,fish_kills,yes
2024,2024-09-02,R2024049,kayaker,8,1.5,3,water_quality,yes
2024,2024-05-09,R2024050,walker,5,2.8,2,algal_blooms,no
2024,2024-06-05,R2024051,angler,4,2.4,NA,boat_ramps,yes
2024,2024-09-06,R2024052,angler,4,3.8,NA,boat_ramps,no
2024,2024-08-11,R2024053,kayaker,8,2.0,3,algal_blooms,yes
2024,2024-09-20,R2024054,kayaker,10,1.9,4,boat_ramps,yes
2024,2024-05-08,R2024055,angler,5,3.3,3,algal_blooms,unsure
2024,2024-05-18,R2024056,kayaker,10,3.0,1,crowding,yes
2024,2024-07-05,R2024057,kayaker,11,5.9,2,fishing_quality,yes
2024,2024-09-14,R2024058,swimmer,1,1.4,2,access,no
2024,2024-05-27,R2024059,angler,3,2.9,3,algal_blooms,unsure
2024,2024-07-25,R2024060,kayaker,11,1.1,2,access,unsure
2024,2024-09-08,R2024061,swimmer,9,2.7,1,fishing_quality,unsure
2024,2024-09-07,R2024062,kayaker,7,2.8,4,bank_erosion,no
2024,2024-07-18,R2024063,kayaker,1,4.3,3,boat_ramps,yes
2024,2024-06-23,R2024064,walker,6,2.7,3,crowding,unsure
2024,2024-05-22,R2024065,angler,6,5.6,2,algal_blooms,yes
2024,2024-08-27,R2024066,walker,9,2.9,1,fish_kills,yes
2024,2024-06-14,R2024067,kayaker,5,5.2,3,bank_erosion,yes
2024,2024-07-05,R2024068,angler,5,2.7,3,crowding,yes
2024,2024-07-16,R2024069,swimmer,6,5.0,3,crowding,yes
2024,2024-05-25,R2024070,walker,1,2.9,3,fish_kills,no
2024,2024-09-23,R2024071,angler,3,4.2,1,bank_erosion,no
2024,2024-07-16,R2024072,walker,12,2.0,1,boat_ramps,yes
2024,2024-07-11,R2024073,walker,6,3.7,2,access,yes
2024,2024-07-15,R2024074,angler,9,1.7,1,access,unsure
2024,2024-05-06,R2024075,angler,12,1.2,2,water_quality,unsure
2024,2024-07-04,R2024076,angler,12,3.1,1,water_quality,unsure
2024,2024-09-14,R2024077,angler,4,5.1,3,bank_erosion,no
2024,2024-07-14,R2024078,angler,12,4.6,2,water_quality,no
2024,2024-08-21,R2024079,angler,3,3.3,3,crowding,no
2024,2024-05-23,R2024080,angler,6,3.2,2,bank_erosion,no
2024,2024-06-02,R2024081,angler,10,4.0,2,fishing_quality,unsure
2024,2024-05-27,R2024082,walker,4,1.5,3,crowding,unsure
2024,2024-07-19,R2024083,walker,11,4.0,1,access,yes
2024,2024-07-19,R2024084,angler,10,2.4,2,water_quality,yes
