gearType,year,species,tl
fyke,2012,Bluegill,61
fyke,2012,Bluegill,64
fyke,2012,Bluegill,64
fyke,2012,Bluegill,64
fyke,2012,Bluegill,64
fyke,2012,Bluegill,64
fyke,2012,Bluegill,71
fyke,2012,Bluegill,71
fyke,2012,Bluegill,71
fyke,2012,Bluegill,71
fyke,2012,Bluegill,71
fyke,2012,Bluegill,74
fyke,2012,Bluegill,74
fyke,2012,Bluegill,74
fyke,2012,Bluegill,74
fyke,2012,Bluegill,74
fyke,2012,Bluegill,36
fyke,2012,Bluegill,33
fyke,2012,Bluegill,81
fyke,2012,Bluegill,41
fyke,2012,Bluegill,53
fyke,2012,Bluegill,56
fyke,2012,Bluegill,33
fyke,2012,Bluegill,28
fyke,2012,Bluegill,36
fyke,2012,Bluegill,30
fyke,2012,Bluegill,36
fyke,2012,Bluegill,36
fyke,2012,Bluegill,36
fyke,2012,Bluegill,46
fyke,2012,Bluegill,38
fyke,2012,Bluegill,264
fyke,2012,Bluegill,41
fyke,2012,Bluegill,36
fyke,2012,Bluegill,46
fyke,2012,Bluegill,64
fyke,2012,Bluegill,38
fyke,2012,Bluegill,38
fyke,2012,Bluegill,36
fyke,2012,Bluegill,33
fyke,2012,Bluegill,51
fyke,2012,Bluegill,33
fyke,2012,Bluegill,56
fyke,2012,Bluegill,36
fyke,2012,Bluegill,51
fyke,2012,Bluegill,56
fyke,2012,Bluegill,30
fyke,2012,Bluegill,38
fyke,2012,Bluegill,41
fyke,2012,Bluegill,38
fyke,2012,Bluegill,38
fyke,2012,Bluegill,48
fyke,2012,Bluegill,30
fyke,2012,Bluegill,46
fyke,2012,Bluegill,38
fyke,2012,Bluegill,51
fyke,2012,Bluegill,56
fyke,2012,Bluegill,43
fyke,2012,Bluegill,36
fyke,2012,Bluegill,58
fyke,2012,Bluegill,33
fyke,2012,Bluegill,51
fyke,2012,Bluegill,56
fyke,2012,Bluegill,41
fyke,2012,Bluegill,56
fyke,2012,Bluegill,43
fyke,2012,Bluegill,30
fyke,2012,Bluegill,36
fyke,2012,Bluegill,30
fyke,2012,Bluegill,33
fyke,2012,Bluegill,38
fyke,2012,Bluegill,41
fyke,2012,Bluegill,36
fyke,2012,Bluegill,33
fyke,2012,Bluegill,33
fyke,2012,Bluegill,51
fyke,2012,Bluegill,48
fyke,2012,Bluegill,58
fyke,2012,Bluegill,56
fyke,2012,Bluegill,36
fyke,2012,Bluegill,38
fyke,2012,Bluegill,66
fyke,2012,Bluegill,46
fyke,2012,Bluegill,33
fyke,2012,Bluegill,43
fyke,2012,Bluegill,36
fyke,2012,Bluegill,28
fyke,2012,Bluegill,41
fyke,2012,Bluegill,38
fyke,2012,Bluegill,30
fyke,2012,Bluegill,33
fyke,2012,Bluegill,30
fyke,2012,Bluegill,38
fyke,2012,Bluegill,56
fyke,2012,Bluegill,48
fyke,2012,Bluegill,69
fyke,2012,Bluegill,36
fyke,2012,Bluegill,41
fyke,2012,Bluegill,61
fyke,2012,Bluegill,58
fyke,2012,Bluegill,46
fyke,2012,Bluegill,38
fyke,2012,Bluegill,58
fyke,2012,Bluegill,58
fyke,2012,Bluegill,36
fyke,2012,Bluegill,28
fyke,2011,Bluegill,36
fyke,2011,Bluegill,38
fyke,2011,Bluegill,61
fyke,2011,Bluegill,48
fyke,2011,Bluegill,38
fyke,2011,Bluegill,71
fyke,2011,Bluegill,51
fyke,2011,Bluegill,104
fyke,2011,Bluegill,41
fyke,2011,Bluegill,43
fyke,2011,Bluegill,38
fyke,2011,Bluegill,41
fyke,2011,Bluegill,30
fyke,2011,Bluegill,36
fyke,2011,Bluegill,81
fyke,2011,Bluegill,41
fyke,2011,Bluegill,74
fyke,2011,Bluegill,41
fyke,2011,Bluegill,56
fyke,2011,Bluegill,41
fyke,2011,Bluegill,71
fyke,2011,Bluegill,53
fyke,2011,Bluegill,43
fyke,2011,Bluegill,43
fyke,2011,Bluegill,33
fyke,2011,Bluegill,56
fyke,2011,Bluegill,33
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,130
fyke,2011,Bluegill,147
fyke,2011,Bluegill,155
fyke,2011,Bluegill,259
fyke,2011,Bluegill,249
fyke,2011,Bluegill,244
fyke,2011,Bluegill,231
fyke,2011,Bluegill,269
fyke,2011,Bluegill,170
fyke,2011,Bluegill,231
fyke,2011,Bluegill,249
fyke,2011,Bluegill,185
fyke,2011,Bluegill,216
fyke,2011,Bluegill,231
fyke,2011,Bluegill,236
fyke,2011,Bluegill,208
fyke,2011,Bluegill,218
fyke,2011,Bluegill,20
fyke,2011,Bluegill,53
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,38
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,30
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,30
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,28
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,43
fyke,2011,Bluegill,41
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,36
fyke,2011,Bluegill,23
fyke,2011,Bluegill,30
fyke,2011,Bluegill,41
fyke,2011,Bluegill,28
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,38
fyke,2011,Bluegill,56
fyke,2011,Bluegill,30
fyke,2011,Bluegill,38
fyke,2011,Bluegill,36
fyke,2011,Bluegill,38
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,41
fyke,2011,Bluegill,33
fyke,2011,Bluegill,38
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,43
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,38
fyke,2011,Bluegill,30
fyke,2011,Bluegill,38
fyke,2011,Bluegill,36
fyke,2011,Bluegill,257
fyke,2011,Bluegill,246
fyke,2011,Bluegill,140
fyke,2011,Bluegill,262
fyke,2011,Bluegill,251
fyke,2011,Bluegill,224
fyke,2011,Bluegill,236
fyke,2011,Bluegill,241
fyke,2011,Bluegill,188
fyke,2011,Bluegill,249
fyke,2011,Bluegill,218
fyke,2011,Bluegill,241
fyke,2011,Bluegill,216
fyke,2011,Bluegill,254
fyke,2011,Bluegill,231
fyke,2011,Bluegill,229
fyke,2011,Bluegill,147
fyke,2011,Bluegill,221
fyke,2011,Bluegill,229
fyke,2011,Bluegill,208
fyke,2011,Bluegill,196
fyke,2011,Bluegill,208
fyke,2011,Bluegill,229
fyke,2011,Bluegill,173
fyke,2011,Bluegill,221
fyke,2011,Bluegill,213
fyke,2011,Bluegill,201
fyke,2011,Bluegill,132
fyke,2011,Bluegill,48
fyke,2011,Bluegill,43
fyke,2011,Bluegill,33
fyke,2011,Bluegill,38
fyke,2011,Bluegill,33
fyke,2011,Bluegill,30
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,38
fyke,2011,Bluegill,33
fyke,2011,Bluegill,30
fyke,2011,Bluegill,28
fyke,2011,Bluegill,43
fyke,2011,Bluegill,43
fyke,2011,Bluegill,33
fyke,2011,Bluegill,38
fyke,2011,Bluegill,41
fyke,2011,Bluegill,51
fyke,2011,Bluegill,41
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,33
fyke,2011,Bluegill,46
fyke,2011,Bluegill,36
fyke,2011,Bluegill,43
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,41
fyke,2011,Bluegill,36
fyke,2011,Bluegill,41
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,53
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,43
fyke,2011,Bluegill,30
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,43
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,38
fyke,2011,Bluegill,246
fyke,2011,Bluegill,196
fyke,2011,Bluegill,160
fyke,2011,Bluegill,38
fyke,2011,Bluegill,41
fyke,2011,Bluegill,41
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,36
fyke,2011,Bluegill,41
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,38
fyke,2011,Bluegill,33
fyke,2011,Bluegill,71
fyke,2011,Bluegill,38
fyke,2011,Bluegill,36
fyke,2011,Bluegill,41
fyke,2011,Bluegill,38
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,58
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,33
fyke,2011,Bluegill,56
fyke,2011,Bluegill,33
fyke,2011,Bluegill,41
fyke,2011,Bluegill,38
fyke,2011,Bluegill,48
fyke,2011,Bluegill,36
fyke,2011,Bluegill,41
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,30
fyke,2011,Bluegill,58
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,41
fyke,2011,Bluegill,58
fyke,2011,Bluegill,38
fyke,2011,Bluegill,33
fyke,2011,Bluegill,41
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,58
fyke,2011,Bluegill,84
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,61
fyke,2011,Bluegill,30
fyke,2011,Bluegill,64
fyke,2011,Bluegill,38
fyke,2011,Bluegill,36
fyke,2011,Bluegill,51
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,38
fyke,2011,Bluegill,41
fyke,2011,Bluegill,36
fyke,2011,Bluegill,51
fyke,2011,Bluegill,41
fyke,2011,Bluegill,38
fyke,2011,Bluegill,43
fyke,2011,Bluegill,43
fyke,2011,Bluegill,64
fyke,2011,Bluegill,41
fyke,2011,Bluegill,58
fyke,2011,Bluegill,36
fyke,2011,Bluegill,38
fyke,2011,Bluegill,41
fyke,2011,Bluegill,64
fyke,2011,Bluegill,89
fyke,2011,Bluegill,91
fyke,2011,Bluegill,94
fyke,2011,Bluegill,30
fyke,2011,Bluegill,259
fyke,2011,Bluegill,109
fyke,2011,Bluegill,69
fyke,2011,Bluegill,251
fyke,2011,Bluegill,254
fyke,2011,Bluegill,206
fyke,2011,Bluegill,239
fyke,2011,Bluegill,249
fyke,2011,Bluegill,244
fyke,2011,Bluegill,246
fyke,2011,Bluegill,135
fyke,2011,Bluegill,231
fyke,2011,Bluegill,206
fyke,2011,Bluegill,173
fyke,2011,Bluegill,206
fyke,2011,Bluegill,152
fyke,2011,Bluegill,173
fyke,2011,Bluegill,231
fyke,2011,Bluegill,168
fyke,2011,Bluegill,229
fyke,2011,Bluegill,249
fyke,2011,Bluegill,43
fyke,2011,Bluegill,74
fyke,2011,Bluegill,56
fyke,2011,Bluegill,38
fyke,2011,Bluegill,61
fyke,2011,Bluegill,36
fyke,2011,Bluegill,38
fyke,2011,Bluegill,130
fyke,2011,Bluegill,53
fyke,2011,Bluegill,41
fyke,2011,Bluegill,48
fyke,2011,Bluegill,38
fyke,2011,Bluegill,89
fyke,2011,Bluegill,53
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,28
fyke,2011,Bluegill,33
fyke,2011,Bluegill,30
fyke,2011,Bluegill,41
fyke,2011,Bluegill,33
fyke,2011,Bluegill,41
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,41
fyke,2011,Bluegill,30
fyke,2011,Bluegill,41
fyke,2011,Bluegill,33
fyke,2011,Bluegill,38
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,25
fyke,2011,Bluegill,38
fyke,2011,Bluegill,28
fyke,2011,Bluegill,33
fyke,2011,Bluegill,36
fyke,2011,Bluegill,28
fyke,2011,Bluegill,38
fyke,2011,Bluegill,33
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,28
fyke,2011,Bluegill,25
fyke,2011,Bluegill,33
fyke,2011,Bluegill,28
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,25
fyke,2011,Bluegill,33
fyke,2011,Bluegill,28
fyke,2011,Bluegill,38
fyke,2011,Bluegill,150
fyke,2011,Bluegill,251
fyke,2011,Bluegill,132
fyke,2011,Bluegill,142
fyke,2011,Bluegill,175
fyke,2011,Bluegill,89
fyke,2011,Bluegill,33
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,36
fyke,2011,Bluegill,46
fyke,2011,Bluegill,58
fyke,2011,Bluegill,56
fyke,2011,Bluegill,41
fyke,2011,Bluegill,86
fyke,2011,Bluegill,30
fyke,2011,Bluegill,36
fyke,2011,Bluegill,41
fyke,2011,Bluegill,41
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,38
fyke,2011,Bluegill,66
fyke,2011,Bluegill,41
fyke,2011,Bluegill,36
fyke,2011,Bluegill,56
fyke,2011,Bluegill,38
fyke,2011,Bluegill,46
fyke,2011,Bluegill,33
fyke,2011,Bluegill,36
fyke,2011,Bluegill,48
fyke,2011,Bluegill,33
fyke,2011,Bluegill,41
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,38
fyke,2011,Bluegill,33
fyke,2011,Bluegill,30
fyke,2011,Bluegill,36
fyke,2011,Bluegill,89
fyke,2011,Bluegill,38
fyke,2011,Bluegill,56
fyke,2011,Bluegill,41
fyke,2011,Bluegill,41
fyke,2011,Bluegill,41
fyke,2011,Bluegill,28
fyke,2011,Bluegill,51
fyke,2011,Bluegill,53
fyke,2011,Bluegill,33
fyke,2011,Bluegill,38
fyke,2011,Bluegill,41
fyke,2011,Bluegill,198
fyke,2011,Bluegill,178
fyke,2011,Bluegill,264
fyke,2011,Bluegill,262
fyke,2011,Bluegill,137
fyke,2011,Bluegill,86
fyke,2011,Bluegill,56
fyke,2011,Bluegill,254
fyke,2011,Bluegill,119
fyke,2011,Bluegill,196
fyke,2011,Bluegill,36
fyke,2011,Bluegill,41
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,41
fyke,2011,Bluegill,43
fyke,2011,Bluegill,36
fyke,2011,Bluegill,41
fyke,2011,Bluegill,38
fyke,2011,Bluegill,53
fyke,2011,Bluegill,43
fyke,2011,Bluegill,33
fyke,2011,Bluegill,61
fyke,2011,Bluegill,41
fyke,2011,Bluegill,41
fyke,2011,Bluegill,33
fyke,2011,Bluegill,41
fyke,2011,Bluegill,43
fyke,2011,Bluegill,41
fyke,2011,Bluegill,51
fyke,2011,Bluegill,41
fyke,2011,Bluegill,43
fyke,2011,Bluegill,53
fyke,2011,Bluegill,46
fyke,2011,Bluegill,41
fyke,2011,Bluegill,43
fyke,2011,Bluegill,38
fyke,2011,Bluegill,36
fyke,2011,Bluegill,69
fyke,2011,Bluegill,38
fyke,2011,Bluegill,48
fyke,2011,Bluegill,41
fyke,2011,Bluegill,38
fyke,2011,Bluegill,51
fyke,2011,Bluegill,38
fyke,2011,Bluegill,46
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,41
fyke,2011,Bluegill,33
fyke,2011,Bluegill,46
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,46
fyke,2011,Bluegill,33
fyke,2011,Bluegill,41
fyke,2011,Bluegill,33
fyke,2011,Bluegill,41
fyke,2011,Bluegill,30
fyke,2011,Bluegill,41
fyke,2011,Bluegill,30
fyke,2011,Bluegill,28
fyke,2011,Bluegill,38
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,38
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,30
fyke,2011,Bluegill,38
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,38
fyke,2011,Bluegill,33
fyke,2011,Bluegill,28
fyke,2011,Bluegill,33
fyke,2011,Bluegill,28
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,25
fyke,2011,Bluegill,28
fyke,2011,Bluegill,30
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,38
fyke,2011,Bluegill,25
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,28
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,28
fyke,2011,Bluegill,25
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,28
fyke,2011,Bluegill,33
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,51
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,28
fyke,2011,Bluegill,33
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,38
fyke,2011,Bluegill,36
fyke,2011,Bluegill,38
fyke,2011,Bluegill,36
fyke,2011,Bluegill,25
fyke,2011,Bluegill,33
fyke,2011,Bluegill,28
fyke,2011,Bluegill,33
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,25
fyke,2011,Bluegill,30
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,28
fyke,2011,Bluegill,30
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,41
fyke,2011,Bluegill,25
fyke,2011,Bluegill,28
fyke,2011,Bluegill,30
fyke,2011,Bluegill,38
fyke,2011,Bluegill,30
fyke,2011,Bluegill,38
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,28
fyke,2011,Bluegill,86
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,25
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,28
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,33
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,38
fyke,2011,Bluegill,43
fyke,2011,Bluegill,43
fyke,2011,Bluegill,53
fyke,2011,Bluegill,53
fyke,2011,Bluegill,234
fyke,2011,Bluegill,43
fyke,2011,Bluegill,41
fyke,2011,Bluegill,56
fyke,2011,Bluegill,239
fyke,2011,Bluegill,46
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,48
fyke,2011,Bluegill,236
fyke,2011,Bluegill,38
fyke,2011,Bluegill,69
fyke,2011,Bluegill,201
fyke,2011,Bluegill,41
fyke,2011,Bluegill,203
fyke,2011,Bluegill,229
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,23
fyke,2011,Bluegill,30
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,25
fyke,2011,Bluegill,33
fyke,2011,Bluegill,28
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,36
fyke,2011,Bluegill,30
fyke,2011,Bluegill,36
fyke,2011,Bluegill,33
fyke,2011,Bluegill,30
fyke,2011,Bluegill,33
fyke,2011,Bluegill,30
fyke,2011,Bluegill,36
