# walleye_gillnet.csv
# Lake Sandhill - Walleye Standardized Fall Gill Net Survey Data
# Columns:
#   year: Survey year (integer, YYYY)
#   sample_date: Date gill net was set (YYYY-MM-DD)
#   site: Net site identifier (character, GN01-GN08)
#   net_length_m: Total length of gill net in meters
#   set_duration_hr: Hours the net was set
#   fish_id: Unique fish identifier (character)
#   total_length_mm: Total length of walleye in millimeters
#   weight_g: Weight in grams; NA if not weighed
#   cpue_per_net: Number of walleye per net night for that site-year
# Units: net length in m, duration in hours, length in mm, weight in g
# Missing values coded as NA
year,sample_date,site,net_length_m,set_duration_hr,fish_id,total_length_mm,weight_g,cpue_per_net
2016,2016-09-11,GN03,76.2,19.8,W00391,413,1133.6,12
2016,2016-09-11,GN03,76.2,19.8,W00392,438,1104.6,12
2016,2016-09-11,GN03,76.2,19.8,W00393,327,492.6,12
2016,2016-09-11,GN03,76.2,19.8,W00394,450,1205.7,12
2016,2016-09-11,GN04,76.2,23.6,W00395,360,661.5,13
2016,2016-09-11,GN04,76.2,23.6,W00396,220,120.9,13
2016,2016-09-11,GN04,76.2,23.6,W00397,432,1281.7,13
2016,2016-09-11,GN04,76.2,23.6,W00398,430,1116.2,13
2016,2016-09-11,GN04,76.2,23.6,W00399,319,451.9,13
2016,2016-09-11,GN04,76.2,23.6,W00400,311,409.1,13
2016,2016-09-11,GN04,76.2,23.6,W00401,382,823.9,13
2016,2016-09-11,GN04,76.2,23.6,W00402,330,459.4,13
2016,2016-09-11,GN04,76.2,23.6,W00403,375,672.7,13
2016,2016-09-11,GN04,76.2,23.6,W00404,423,980.7,13
2016,2016-09-11,GN04,76.2,23.6,W00405,356,633.9,13
2016,2016-09-11,GN04,76.2,23.6,W00406,337,582.9,13
2016,2016-09-11,GN04,76.2,23.6,W00407,468,1290.1,13
2016,2016-09-11,GN05,76.2,19.5,W00408,391,726.2,14
2016,2016-09-11,GN05,76.2,19.5,W00409,421,941.7,14
2016,2016-09-11,GN05,76.2,19.5,W00410,353,583.3,14
2016,2016-09-11,GN05,76.2,19.5,W00411,316,383.1,14
2016,2016-09-11,GN05,76.2,19.5,W00412,406,818.9,14
2016,2016-09-11,GN05,76.2,19.5,W00413,333,503.1,14
2016,2016-09-11,GN05,76.2,19.5,W00414,438,1197.6,14
2016,2016-09-11,GN05,76.2,19.5,W00415,446,1143.4,14
2016,2016-09-11,GN05,76.2,19.5,W00416,440,1412.3,14
2016,2016-09-11,GN05,76.2,19.5,W00417,413,908.8,14
2016,2016-09-11,GN05,76.2,19.5,W00418,501,1720.3,14
2016,2016-09-11,GN05,76.2,19.5,W00419,275,264.2,14
2016,2016-09-11,GN05,76.2,19.5,W00420,374,828.5,14
2016,2016-09-11,GN05,76.2,19.5,W00421,364,642.3,14
2016,2016-09-11,GN06,76.2,18.6,W00422,375,848.2,13
2016,2016-09-11,GN06,76.2,18.6,W00423,309,417.0,13
2016,2016-09-11,GN06,76.2,18.6,W00424,415,1152.7,13
2016,2016-09-11,GN06,76.2,18.6,W00425,393,984.3,13
2016,2016-09-11,GN06,76.2,18.6,W00426,310,435.6,13
2016,2016-09-11,GN06,76.2,18.6,W00427,361,700.3,13
2016,2016-09-11,GN06,76.2,18.6,W00428,333,587.1,13
2016,2016-09-11,GN06,76.2,18.6,W00429,526,2372.3,13
2016,2016-09-11,GN06,76.2,18.6,W00430,376,668.6,13
2016,2016-09-11,GN06,76.2,18.6,W00431,317,449.2,13
2016,2016-09-11,GN06,76.2,18.6,W00432,291,285.6,13
2016,2016-09-11,GN06,76.2,18.6,W00433,302,388.7,13
2016,2016-09-11,GN06,76.2,18.6,W00434,403,899.7,13
2016,2016-09-11,GN07,76.2,20.0,W00435,461,1390.0,6
2016,2016-09-11,GN07,76.2,20.0,W00436,342,590.9,6
2016,2016-09-11,GN07,76.2,20.0,W00437,375,708.0,6
2016,2016-09-11,GN07,76.2,20.0,W00438,333,574.3,6
2016,2016-09-11,GN07,76.2,20.0,W00439,314,410.7,6
2016,2016-09-11,GN07,76.2,20.0,W00440,429,1146.8,6
2016,2016-09-11,GN08,76.2,21.2,W00441,456,1213.6,14
2016,2016-09-11,GN08,76.2,21.2,W00442,365,648.9,14
2016,2016-09-11,GN08,76.2,21.2,W00443,436,1032.5,14
2016,2016-09-11,GN08,76.2,21.2,W00444,363,631.1,14
2016,2016-09-11,GN08,76.2,21.2,W00445,479,1583.4,14
2016,2016-09-11,GN08,76.2,21.2,W00446,404,NA,14
2016,2016-09-11,GN08,76.2,21.2,W00447,345,547.6,14
2016,2016-09-11,GN08,76.2,21.2,W00448,303,325.4,14
2016,2016-09-11,GN08,76.2,21.2,W00449,304,390.0,14
2016,2016-09-11,GN08,76.2,21.2,W00450,277,261.2,14
2016,2016-09-11,GN08,76.2,21.2,W00451,389,915.0,14
2016,2016-09-11,GN08,76.2,21.2,W00452,292,353.4,14
2016,2016-09-11,GN08,76.2,21.2,W00453,381,NA,14
2016,2016-09-11,GN08,76.2,21.2,W00454,312,374.1,14
2017,2017-09-21,GN01,76.2,19.9,W00455,355,695.6,13
2017,2017-09-21,GN01,76.2,19.9,W00456,301,426.4,13
2017,2017-09-21,GN01,76.2,19.9,W00457,416,892.9,13
2017,2017-09-21,GN01,76.2,19.9,W00458,367,772.8,13
2017,2017-09-21,GN01,76.2,19.9,W00459,349,558.3,13
2017,2017-09-21,GN01,76.2,19.9,W00460,432,1149.7,13
2017,2017-09-21,GN01,76.2,19.9,W00461,318,431.7,13
2017,2017-09-21,GN01,76.2,19.9,W00462,320,511.9,13
2017,2017-09-21,GN01,76.2,19.9,W00463,428,985.1,13
2017,2017-09-21,GN01,76.2,19.9,W00464,303,375.9,13
2017,2017-09-21,GN01,76.2,19.9,W00465,374,789.7,13
2017,2017-09-21,GN01,76.2,19.9,W00466,299,322.0,13
2017,2017-09-21,GN01,76.2,19.9,W00467,266,268.9,13
2017,2017-09-21,GN02,76.2,19.5,W00468,354,602.3,9
2017,2017-09-21,GN02,76.2,19.5,W00469,349,666.6,9
2017,2017-09-21,GN02,76.2,19.5,W00470,290,370.3,9
2017,2017-09-21,GN02,76.2,19.5,W00471,404,887.8,9
2017,2017-09-21,GN02,76.2,19.5,W00472,424,996.8,9
2017,2017-09-21,GN02,76.2,19.5,W00473,464,1632.8,9
2017,2017-09-21,GN02,76.2,19.5,W00474,362,572.6,9
2017,2017-09-21,GN02,76.2,19.5,W00475,411,886.5,9
2017,2017-09-21,GN02,76.2,19.5,W00476,374,650.8,9
2017,2017-09-21,GN03,76.2,23.3,W00477,288,359.5,5
2017,2017-09-21,GN03,76.2,23.3,W00478,347,618.2,5
2017,2017-09-21,GN03,76.2,23.3,W00479,295,341.5,5
2017,2017-09-21,GN03,76.2,23.3,W00480,400,961.0,5
2017,2017-09-21,GN03,76.2,23.3,W00481,300,343.1,5
2017,2017-09-21,GN04,76.2,24.0,W00482,402,812.3,11
2017,2017-09-21,GN04,76.2,24.0,W00483,299,384.0,11
2017,2017-09-21,GN04,76.2,24.0,W00484,416,908.9,11
2017,2017-09-21,GN04,76.2,24.0,W00485,298,NA,11
2017,2017-09-21,GN04,76.2,24.0,W00486,394,863.6,11
2017,2017-09-21,GN04,76.2,24.0,W00487,339,523.5,11
2017,2017-09-21,GN04,76.2,24.0,W00488,411,947.7,11
2017,2017-09-21,GN04,76.2,24.0,W00489,370,726.1,11
2017,2017-09-21,GN04,76.2,24.0,W00490,383,862.0,11
2017,2017-09-21,GN04,76.2,24.0,W00491,277,303.1,11
2017,2017-09-21,GN04,76.2,24.0,W00492,401,1006.9,11
2017,2017-09-21,GN05,76.2,21.6,W00493,365,588.7,10
2017,2017-09-21,GN05,76.2,21.6,W00494,342,477.3,10
2017,2017-09-21,GN05,76.2,21.6,W00495,382,791.4,10
2017,2017-09-21,GN05,76.2,21.6,W00496,317,472.3,10
2017,2017-09-21,GN05,76.2,21.6,W00497,374,847.6,10
2017,2017-09-21,GN05,76.2,21.6,W00498,362,745.7,10
2017,2017-09-21,GN05,76.2,21.6,W00499,406,1023.1,10
2017,2017-09-21,GN05,76.2,21.6,W00500,389,734.9,10
2017,2017-09-21,GN05,76.2,21.6,W00501,408,987.2,10
2017,2017-09-21,GN05,76.2,21.6,W00502,367,789.1,10
2017,2017-09-21,GN06,76.2,19.0,W00503,430,1105.3,9
2017,2017-09-21,GN06,76.2,19.0,W00504,398,964.8,9
2017,2017-09-21,GN06,76.2,19.0,W00505,391,943.3,9
2017,2017-09-21,GN06,76.2,19.0,W00506,330,425.9,9
2017,2017-09-21,GN06,76.2,19.0,W00507,309,397.9,9
2017,2017-09-21,GN06,76.2,19.0,W00508,243,182.5,9
2017,2017-09-21,GN06,76.2,19.0,W00509,328,460.8,9
2017,2017-09-21,GN06,76.2,19.0,W00510,354,555.6,9
2017,2017-09-21,GN06,76.2,19.0,W00511,293,341.1,9
2017,2017-09-21,GN07,76.2,21.8,W00512,420,1097.7,8
2017,2017-09-21,GN07,76.2,21.8,W00513,359,613.8,8
2017,2017-09-21,GN07,76.2,21.8,W00514,381,833.5,8
2017,2017-09-21,GN07,76.2,21.8,W00515,397,833.9,8
2017,2017-09-21,GN07,76.2,21.8,W00516,392,757.3,8
2017,2017-09-21,GN07,76.2,21.8,W00517,281,322.8,8
2017,2017-09-21,GN07,76.2,21.8,W00518,390,833.8,8
2017,2017-09-21,GN07,76.2,21.8,W00519,429,1208.7,8
2017,2017-09-21,GN08,76.2,19.3,W00520,422,945.3,14
2017,2017-09-21,GN08,76.2,19.3,W00521,375,735.5,14
2017,2017-09-21,GN08,76.2,19.3,W00522,362,717.9,14
2017,2017-09-21,GN08,76.2,19.3,W00523,308,382.4,14
2017,2017-09-21,GN08,76.2,19.3,W00524,391,942.4,14
2017,2017-09-21,GN08,76.2,19.3,W00525,299,374.9,14
2017,2017-09-21,GN08,76.2,19.3,W00526,361,648.2,14
2017,2017-09-21,GN08,76.2,19.3,W00527,349,544.8,14
2017,2017-09-21,GN08,76.2,19.3,W00528,406,1032.7,14
2017,2017-09-21,GN08,76.2,19.3,W00529,352,647.6,14
2017,2017-09-21,GN08,76.2,19.3,W00530,428,1095.7,14
2017,2017-09-21,GN08,76.2,19.3,W00531,317,470.4,14
2017,2017-09-21,GN08,76.2,19.3,W00532,290,318.7,14
2017,2017-09-21,GN08,76.2,19.3,W00533,234,171.3,14
2018,2018-09-17,GN01,76.2,20.2,W00534,395,911.5,13
2018,2018-09-17,GN01,76.2,20.2,W00535,261,203.8,13
2018,2018-09-17,GN01,76.2,20.2,W00536,420,1171.1,13
2018,2018-09-17,GN01,76.2,20.2,W00537,403,874.5,13
2018,2018-09-17,GN01,76.2,20.2,W00538,351,538.6,13
2018,2018-09-17,GN01,76.2,20.2,W00539,378,698.2,13
2018,2018-09-17,GN01,76.2,20.2,W00540,484,1487.1,13
2018,2018-09-17,GN01,76.2,20.2,W00541,426,1032.9,13
2018,2018-09-17,GN01,76.2,20.2,W00542,335,574.6,13
2018,2018-09-17,GN01,76.2,20.2,W00543,312,NA,13
2018,2018-09-17,GN01,76.2,20.2,W00544,310,368.4,13
2018,2018-09-17,GN01,76.2,20.2,W00545,281,337.2,13
2018,2018-09-17,GN01,76.2,20.2,W00546,237,180.7,13
2018,2018-09-17,GN02,76.2,22.9,W00547,401,869.8,9
2018,2018-09-17,GN02,76.2,22.9,W00548,438,1375.9,9
2018,2018-09-17,GN02,76.2,22.9,W00549,423,975.0,9
2018,2018-09-17,GN02,76.2,22.9,W00550,307,363.2,9
2018,2018-09-17,GN02,76.2,22.9,W00551,361,NA,9
2018,2018-09-17,GN02,76.2,22.9,W00552,392,918.9,9
2018,2018-09-17,GN02,76.2,22.9,W00553,290,288.9,9
2018,2018-09-17,GN02,76.2,22.9,W00554,446,1226.6,9
2018,2018-09-17,GN02,76.2,22.9,W00555,392,766.0,9
2018,2018-09-17,GN03,76.2,24.0,W00556,416,1090.0,13
2018,2018-09-17,GN03,76.2,24.0,W00557,289,370.4,13
2018,2018-09-17,GN03,76.2,24.0,W00558,496,1622.3,13
2018,2018-09-17,GN03,76.2,24.0,W00559,314,434.7,13
2018,2018-09-17,GN03,76.2,24.0,W00560,272,270.0,13
2018,2018-09-17,GN03,76.2,24.0,W00561,299,346.4,13
2018,2018-09-17,GN03,76.2,24.0,W00562,338,570.7,13
2018,2018-09-17,GN03,76.2,24.0,W00563,301,322.9,13
2018,2018-09-17,GN03,76.2,24.0,W00564,356,537.0,13
2018,2018-09-17,GN03,76.2,24.0,W00565,313,379.1,13
2018,2018-09-17,GN03,76.2,24.0,W00566,381,688.9,13
2018,2018-09-17,GN03,76.2,24.0,W00567,353,687.3,13
2018,2018-09-17,GN03,76.2,24.0,W00568,422,972.0,13
2018,2018-09-17,GN04,76.2,23.1,W00569,470,NA,9
2018,2018-09-17,GN04,76.2,23.1,W00570,375,803.2,9
2018,2018-09-17,GN04,76.2,23.1,W00571,402,1008.5,9
2018,2018-09-17,GN04,76.2,23.1,W00572,392,739.5,9
2018,2018-09-17,GN04,76.2,23.1,W00573,329,501.9,9
2018,2018-09-17,GN04,76.2,23.1,W00574,300,NA,9
2018,2018-09-17,GN04,76.2,23.1,W00575,316,427.2,9
2018,2018-09-17,GN04,76.2,23.1,W00576,322,428.7,9
2018,2018-09-17,GN04,76.2,23.1,W00577,353,655.5,9
2018,2018-09-17,GN05,76.2,20.5,W00578,416,913.1,8
2018,2018-09-17,GN05,76.2,20.5,W00579,395,766.2,8
2018,2018-09-17,GN05,76.2,20.5,W00580,264,272.4,8
2018,2018-09-17,GN05,76.2,20.5,W00581,357,709.7,8
2018,2018-09-17,GN05,76.2,20.5,W00582,354,691.2,8
2018,2018-09-17,GN05,76.2,20.5,W00583,410,1047.8,8
2018,2018-09-17,GN05,76.2,20.5,W00584,367,774.8,8
2018,2018-09-17,GN05,76.2,20.5,W00585,418,991.8,8
2018,2018-09-17,GN06,76.2,23.7,W00586,351,676.9,5
2018,2018-09-17,GN06,76.2,23.7,W00587,405,979.7,5
2018,2018-09-17,GN06,76.2,23.7,W00588,340,513.8,5
2018,2018-09-17,GN06,76.2,23.7,W00589,319,385.0,5
2018,2018-09-17,GN06,76.2,23.7,W00590,360,716.2,5
2018,2018-09-17,GN07,76.2,20.8,W00591,411,1081.5,12
2018,2018-09-17,GN07,76.2,20.8,W00592,368,608.4,12
2018,2018-09-17,GN07,76.2,20.8,W00593,308,NA,12
2018,2018-09-17,GN07,76.2,20.8,W00594,217,125.9,12
2018,2018-09-17,GN07,76.2,20.8,W00595,373,822.9,12
2018,2018-09-17,GN07,76.2,20.8,W00596,339,621.3,12
2018,2018-09-17,GN07,76.2,20.8,W00597,372,688.7,12
2018,2018-09-17,GN07,76.2,20.8,W00598,313,469.1,12
2018,2018-09-17,GN07,76.2,20.8,W00599,454,1364.7,12
2018,2018-09-17,GN07,76.2,20.8,W00600,439,1208.4,12
2018,2018-09-17,GN07,76.2,20.8,W00601,359,694.8,12
2018,2018-09-17,GN07,76.2,20.8,W00602,366,643.5,12
2018,2018-09-17,GN08,76.2,21.0,W00603,362,567.1,12
2018,2018-09-17,GN08,76.2,21.0,W00604,372,727.3,12
2018,2018-09-17,GN08,76.2,21.0,W00605,429,1170.2,12
2018,2018-09-17,GN08,76.2,21.0,W00606,354,637.3,12
2018,2018-09-17,GN08,76.2,21.0,W00607,278,267.5,12
2018,2018-09-17,GN08,76.2,21.0,W00608,347,562.2,12
2018,2018-09-17,GN08,76.2,21.0,W00609,406,815.4,12
2018,2018-09-17,GN08,76.2,21.0,W00610,277,315.5,12
2018,2018-09-17,GN08,76.2,21.0,W00611,306,379.1,12
2018,2018-09-17,GN08,76.2,21.0,W00612,373,716.1,12
2018,2018-09-17,GN08,76.2,21.0,W00613,413,1152.6,12
2018,2018-09-17,GN08,76.2,21.0,W00614,294,300.4,12
2019,2019-09-11,GN01,76.2,19.9,W00615,245,214.0,8
2019,2019-09-11,GN01,76.2,19.9,W00616,261,256.4,8
2019,2019-09-11,GN01,76.2,19.9,W00617,279,314.4,8
2019,2019-09-11,GN01,76.2,19.9,W00618,380,740.1,8
2019,2019-09-11,GN01,76.2,19.9,W00619,298,413.6,8
2019,2019-09-11,GN01,76.2,19.9,W00620,287,317.4,8
2019,2019-09-11,GN01,76.2,19.9,W00621,220,140.1,8
2019,2019-09-11,GN01,76.2,19.9,W00622,337,560.5,8
2019,2019-09-11,GN02,76.2,23.9,W00623,314,NA,12
2019,2019-09-11,GN02,76.2,23.9,W00624,341,595.7,12
2019,2019-09-11,GN02,76.2,23.9,W00625,364,636.7,12
2019,2019-09-11,GN02,76.2,23.9,W00626,305,355.3,12
2019,2019-09-11,GN02,76.2,23.9,W00627,368,746.7,12
2019,2019-09-11,GN02,76.2,23.9,W00628,365,654.9,12
2019,2019-09-11,GN02,76.2,23.9,W00629,344,573.6,12
2019,2019-09-11,GN02,76.2,23.9,W00630,367,735.3,12
2019,2019-09-11,GN02,76.2,23.9,W00631,415,1093.1,12
2019,2019-09-11,GN02,76.2,23.9,W00632,287,326.5,12
2019,2019-09-11,GN02,76.2,23.9,W00633,322,487.9,12
2019,2019-09-11,GN02,76.2,23.9,W00634,444,1341.5,12
2019,2019-09-11,GN03,76.2,20.5,W00635,285,313.5,10
2019,2019-09-11,GN03,76.2,20.5,W00636,355,648.4,10
2019,2019-09-11,GN03,76.2,20.5,W00637,410,1014.5,10
2019,2019-09-11,GN03,76.2,20.5,W00638,310,404.3,10
2019,2019-09-11,GN03,76.2,20.5,W00639,290,341.5,10
2019,2019-09-11,GN03,76.2,20.5,W00640,294,374.4,10
2019,2019-09-11,GN03,76.2,20.5,W00641,398,950.1,10
2019,2019-09-11,GN03,76.2,20.5,W00642,415,1078.9,10
2019,2019-09-11,GN03,76.2,20.5,W00643,446,1354.3,10
2019,2019-09-11,GN03,76.2,20.5,W00644,316,429.8,10
2019,2019-09-11,GN04,76.2,21.4,W00645,294,319.2,9
2019,2019-09-11,GN04,76.2,21.4,W00646,328,534.0,9
2019,2019-09-11,GN04,76.2,21.4,W00647,325,451.0,9
2019,2019-09-11,GN04,76.2,21.4,W00648,395,879.9,9
2019,2019-09-11,GN04,76.2,21.4,W00649,454,1200.6,9
2019,2019-09-11,GN04,76.2,21.4,W00650,377,741.5,9
2019,2019-09-11,GN04,76.2,21.4,W00651,417,1026.4,9
2019,2019-09-11,GN04,76.2,21.4,W00652,359,570.9,9
2019,2019-09-11,GN04,76.2,21.4,W00653,380,701.0,9
2019,2019-09-11,GN05,76.2,23.6,W00654,379,838.6,9
2019,2019-09-11,GN05,76.2,23.6,W00655,299,310.2,9
2019,2019-09-11,GN05,76.2,23.6,W00656,389,762.8,9
2019,2019-09-11,GN05,76.2,23.6,W00657,308,396.6,9
2019,2019-09-11,GN05,76.2,23.6,W00658,438,1244.7,9
2019,2019-09-11,GN05,76.2,23.6,W00659,295,NA,9
2019,2019-09-11,GN05,76.2,23.6,W00660,395,777.7,9
2019,2019-09-11,GN05,76.2,23.6,W00661,395,782.3,9
2019,2019-09-11,GN05,76.2,23.6,W00662,416,1109.3,9
2019,2019-09-11,GN06,76.2,20.7,W00663,420,1123.5,6
2019,2019-09-11,GN06,76.2,20.7,W00664,343,554.8,6
2019,2019-09-11,GN06,76.2,20.7,W00665,375,753.7,6
2019,2019-09-11,GN06,76.2,20.7,W00666,405,940.5,6
2019,2019-09-11,GN06,76.2,20.7,W00667,385,NA,6
2019,2019-09-11,GN06,76.2,20.7,W00668,314,460.0,6
2019,2019-09-11,GN07,76.2,23.8,W00669,506,1936.2,11
2019,2019-09-11,GN07,76.2,23.8,W00670,312,427.1,11
2019,2019-09-11,GN07,76.2,23.8,W00671,334,NA,11
2019,2019-09-11,GN07,76.2,23.8,W00672,405,834.8,11
2019,2019-09-11,GN07,76.2,23.8,W00673,405,986.3,11
2019,2019-09-11,GN07,76.2,23.8,W00674,257,231.0,11
2019,2019-09-11,GN07,76.2,23.8,W00675,290,299.5,11
2019,2019-09-11,GN07,76.2,23.8,W00676,349,659.5,11
2019,2019-09-11,GN07,76.2,23.8,W00677,383,904.4,11
2019,2019-09-11,GN07,76.2,23.8,W00678,342,NA,11
2019,2019-09-11,GN07,76.2,23.8,W00679,371,763.6,11
2019,2019-09-11,GN08,76.2,20.5,W00680,323,417.5,12
2019,2019-09-11,GN08,76.2,20.5,W00681,417,962.8,12
2019,2019-09-11,GN08,76.2,20.5,W00682,373,648.7,12
2019,2019-09-11,GN08,76.2,20.5,W00683,313,395.2,12
2019,2019-09-11,GN08,76.2,20.5,W00684,306,387.3,12
2019,2019-09-11,GN08,76.2,20.5,W00685,427,989.8,12
2019,2019-09-11,GN08,76.2,20.5,W00686,390,866.6,12
2019,2019-09-11,GN08,76.2,20.5,W00687,322,430.8,12
2019,2019-09-11,GN08,76.2,20.5,W00688,377,750.3,12
2019,2019-09-11,GN08,76.2,20.5,W00689,379,735.4,12
2019,2019-09-11,GN08,76.2,20.5,W00690,327,550.9,12
2019,2019-09-11,GN08,76.2,20.5,W00691,519,2020.1,12
2020,2020-09-18,GN01,76.2,20.7,W00692,310,423.8,8
2020,2020-09-18,GN01,76.2,20.7,W00693,362,572.8,8
2020,2020-09-18,GN01,76.2,20.7,W00694,346,570.8,8
2020,2020-09-18,GN01,76.2,20.7,W00695,320,458.4,8
2020,2020-09-18,GN01,76.2,20.7,W00696,357,650.5,8
2020,2020-09-18,GN01,76.2,20.7,W00697,274,257.8,8
2020,2020-09-18,GN01,76.2,20.7,W00698,458,1282.5,8
2020,2020-09-18,GN01,76.2,20.7,W00699,357,643.3,8
2020,2020-09-18,GN02,76.2,20.1,W00700,311,414.4,7
2020,2020-09-18,GN02,76.2,20.1,W00701,375,828.1,7
2020,2020-09-18,GN02,76.2,20.1,W00702,398,812.7,7
2020,2020-09-18,GN02,76.2,20.1,W00703,364,688.8,7
2020,2020-09-18,GN02,76.2,20.1,W00704,433,1332.9,7
2020,2020-09-18,GN02,76.2,20.1,W00705,321,NA,7
2020,2020-09-18,GN02,76.2,20.1,W00706,373,630.1,7
2020,2020-09-18,GN03,76.2,23.7,W00707,423,1049.1,9
2020,2020-09-18,GN03,76.2,23.7,W00708,361,562.2,9
2020,2020-09-18,GN03,76.2,23.7,W00709,503,1689.8,9
2020,2020-09-18,GN03,76.2,23.7,W00710,267,220.9,9
2020,2020-09-18,GN03,76.2,23.7,W00711,434,1210.1,9
2020,2020-09-18,GN03,76.2,23.7,W00712,544,2701.4,9
2020,2020-09-18,GN03,76.2,23.7,W00713,390,799.9,9
2020,2020-09-18,GN03,76.2,23.7,W00714,316,471.2,9
2020,2020-09-18,GN03,76.2,23.7,W00715,386,743.1,9
2020,2020-09-18,GN04,76.2,18.4,W00716,319,482.2,5
2020,2020-09-18,GN04,76.2,18.4,W00717,284,301.9,5
2020,2020-09-18,GN04,76.2,18.4,W00718,390,NA,5
2020,2020-09-18,GN04,76.2,18.4,W00719,412,1019.9,5
2020,2020-09-18,GN04,76.2,18.4,W00720,368,706.8,5
2020,2020-09-18,GN05,76.2,20.9,W00721,458,1399.6,10
2020,2020-09-18,GN05,76.2,20.9,W00722,437,NA,10
2020,2020-09-18,GN05,76.2,20.9,W00723,457,1446.0,10
2020,2020-09-18,GN05,76.2,20.9,W00724,370,770.8,10
2020,2020-09-18,GN05,76.2,20.9,W00725,304,415.7,10
2020,2020-09-18,GN05,76.2,20.9,W00726,367,653.8,10
2020,2020-09-18,GN05,76.2,20.9,W00727,362,579.5,10
2020,2020-09-18,GN05,76.2,20.9,W00728,362,660.1,10
2020,2020-09-18,GN05,76.2,20.9,W00729,379,NA,10
2020,2020-09-18,GN05,76.2,20.9,W00730,368,733.1,10
2020,2020-09-18,GN06,76.2,22.8,W00731,332,509.4,11
2020,2020-09-18,GN06,76.2,22.8,W00732,410,841.5,11
2020,2020-09-18,GN06,76.2,22.8,W00733,398,833.1,11
2020,2020-09-18,GN06,76.2,22.8,W00734,284,265.0,11
2020,2020-09-18,GN06,76.2,22.8,W00735,452,1535.7,11
2020,2020-09-18,GN06,76.2,22.8,W00736,399,809.3,11
2020,2020-09-18,GN06,76.2,22.8,W00737,424,1029.4,11
2020,2020-09-18,GN06,76.2,22.8,W00738,303,402.4,11
2020,2020-09-18,GN06,76.2,22.8,W00739,342,557.7,11
2020,2020-09-18,GN06,76.2,22.8,W00740,343,496.2,11
2020,2020-09-18,GN06,76.2,22.8,W00741,268,277.0,11
2020,2020-09-18,GN07,76.2,23.2,W00742,484,NA,4
2020,2020-09-18,GN07,76.2,23.2,W00743,342,581.2,4
2020,2020-09-18,GN07,76.2,23.2,W00744,354,574.0,4
2020,2020-09-18,GN07,76.2,23.2,W00745,361,728.8,4
2020,2020-09-18,GN08,76.2,20.4,W00746,448,1476.9,9
2020,2020-09-18,GN08,76.2,20.4,W00747,286,277.8,9
2020,2020-09-18,GN08,76.2,20.4,W00748,335,489.7,9
2020,2020-09-18,GN08,76.2,20.4,W00749,389,911.9,9
2020,2020-09-18,GN08,76.2,20.4,W00750,268,244.0,9
2020,2020-09-18,GN08,76.2,20.4,W00751,342,582.7,9
2020,2020-09-18,GN08,76.2,20.4,W00752,398,922.9,9
2020,2020-09-18,GN08,76.2,20.4,W00753,314,380.6,9
2020,2020-09-18,GN08,76.2,20.4,W00754,339,NA,9
2021,2021-09-15,GN01,76.2,22.5,W00755,308,397.1,10
2021,2021-09-15,GN01,76.2,22.5,W00756,305,349.4,10
2021,2021-09-15,GN01,76.2,22.5,W00757,304,414.8,10
2021,2021-09-15,GN01,76.2,22.5,W00758,329,499.6,10
2021,2021-09-15,GN01,76.2,22.5,W00759,287,306.8,10
2021,2021-09-15,GN01,76.2,22.5,W00760,427,1149.1,10
2021,2021-09-15,GN01,76.2,22.5,W00761,333,442.7,10
2021,2021-09-15,GN01,76.2,22.5,W00762,327,517.0,10
2021,2021-09-15,GN01,76.2,22.5,W00763,265,281.0,10
2021,2021-09-15,GN01,76.2,22.5,W00764,352,643.7,10
2021,2021-09-15,GN02,76.2,22.2,W00765,448,1229.7,10
2021,2021-09-15,GN02,76.2,22.2,W00766,273,235.7,10
2021,2021-09-15,GN02,76.2,22.2,W00767,291,361.1,10
2021,2021-09-15,GN02,76.2,22.2,W00768,372,650.2,10
2021,2021-09-15,GN02,76.2,22.2,W00769,349,612.9,10
2021,2021-09-15,GN02,76.2,22.2,W00770,360,737.5,10
2021,2021-09-15,GN02,76.2,22.2,W00771,334,477.0,10
2021,2021-09-15,GN02,76.2,22.2,W00772,409,1037.8,10
2021,2021-09-15,GN02,76.2,22.2,W00773,307,409.7,10
2021,2021-09-15,GN02,76.2,22.2,W00774,402,1009.0,10
2021,2021-09-15,GN03,76.2,22.3,W00775,310,462.9,8
2021,2021-09-15,GN03,76.2,22.3,W00776,370,716.8,8
2021,2021-09-15,GN03,76.2,22.3,W00777,354,588.6,8
2021,2021-09-15,GN03,76.2,22.3,W00778,473,1411.1,8
2021,2021-09-15,GN03,76.2,22.3,W00779,396,911.0,8
2021,2021-09-15,GN03,76.2,22.3,W00780,397,846.9,8
2021,2021-09-15,GN03,76.2,22.3,W00781,455,1517.3,8
2021,2021-09-15,GN03,76.2,22.3,W00782,257,211.3,8
2021,2021-09-15,GN04,76.2,18.3,W00783,271,240.2,7
2021,2021-09-15,GN04,76.2,18.3,W00784,452,1475.0,7
2021,2021-09-15,GN04,76.2,18.3,W00785,391,896.6,7
2021,2021-09-15,GN04,76.2,18.3,W00786,464,1571.4,7
2021,2021-09-15,GN04,76.2,18.3,W00787,368,707.4,7
2021,2021-09-15,GN04,76.2,18.3,W00788,376,697.4,7
2021,2021-09-15,GN04,76.2,18.3,W00789,305,402.3,7
2021,2021-09-15,GN05,76.2,23.1,W00790,356,694.3,6
