# walleye_creel.csv
# Lake Sandhill - Walleye Creel Survey Data
# Columns:
#   year: Survey year (integer, YYYY)
#   season: Fishing season (character: open_water or ice)
#   month: Month of interview (integer, 1-12)
#   survey_date: Date of creel clerk interview (YYYY-MM-DD)
#   angler_id: Anonymous angler identifier (character)
#   party_size: Number of anglers in the party
#   hours_fished: Total hours fished by the party during that trip
#   walleye_caught: Number of walleye caught (kept + released)
#   walleye_harvested: Number of walleye harvested (kept)
#   largest_walleye_mm: Total length of largest walleye caught in mm; NA if none caught
#   target_species: Primary species targeted (character)
#   satisfaction: Trip satisfaction (1=very dissatisfied to 5=very satisfied); NA if not answered
#   resident: Whether angler is a local resident (yes or no); NA if not answered
# Units: effort in hours, length in mm
# Missing values coded as NA
year,season,month,survey_date,angler_id,party_size,hours_fished,walleye_caught,walleye_harvested,largest_walleye_mm,target_species,satisfaction,resident
2015,open_water,10,2015-10-08,OW201510011,2,11.0,3,1,470,any,4,yes
2015,open_water,10,2015-10-18,OW201510012,3,28.2,0,0,NA,walleye,4,yes
2015,open_water,10,2015-10-16,OW201510013,2,4.4,4,2,424,walleye,3,no
2015,open_water,10,2015-10-14,OW201510014,2,13.9,4,1,463,walleye,2,no
2015,open_water,10,2015-10-26,OW201510015,1,6.5,3,1,391,walleye,3,yes
2015,open_water,10,2015-10-20,OW201510016,1,6.6,7,3,424,walleye,5,no
2015,open_water,10,2015-10-08,OW201510017,1,3.2,4,2,487,walleye,5,no
2015,open_water,10,2015-10-05,OW201510018,2,12.6,3,1,369,any,NA,NA
2015,open_water,10,2015-10-02,OW201510019,2,12.5,4,1,437,any,NA,yes
2015,open_water,10,2015-10-04,OW201510020,3,12.3,4,2,475,walleye,4,yes
2015,open_water,10,2015-10-14,OW201510021,3,26.8,4,2,447,any,2,no
2015,open_water,10,2015-10-04,OW201510022,2,5.5,5,3,426,any,4,no
2015,open_water,10,2015-10-16,OW201510023,3,8.3,6,4,422,walleye,3,no
2015,open_water,10,2015-10-05,OW201510024,3,24.8,2,1,513,yellow_perch,NA,yes
2015,open_water,10,2015-10-06,OW201510025,3,9.1,5,3,418,walleye,3,no
2015,open_water,10,2015-10-03,OW201510026,2,11.5,5,2,409,walleye,4,no
2015,open_water,10,2015-10-10,OW201510027,2,18.7,6,4,383,yellow_perch,3,yes
2015,open_water,10,2015-10-04,OW201510028,2,5.2,4,3,365,walleye,3,yes
2015,open_water,10,2015-10-08,OW201510029,3,23.6,6,4,440,white_bass,3,yes
2015,open_water,10,2015-10-07,OW201510030,1,2.2,2,1,464,walleye,5,yes
2015,ice,12,2015-12-18,IC201512000,3,13.0,3,1,381,walleye,NA,yes
2015,ice,12,2015-12-19,IC201512001,2,4.0,3,1,373,walleye,4,no
2015,ice,12,2015-12-24,IC201512002,1,5.5,5,4,441,walleye,5,yes
2015,ice,12,2015-12-26,IC201512003,2,6.3,3,1,403,walleye,4,no
2015,ice,12,2015-12-07,IC201512004,1,7.7,3,1,438,walleye,4,no
2015,ice,12,2015-12-27,IC201512005,2,15.8,5,3,360,walleye,4,no
2015,ice,12,2015-12-12,IC201512006,3,18.7,0,0,NA,walleye,3,no
2015,ice,12,2015-12-09,IC201512007,2,13.3,3,1,467,walleye,3,yes
2015,ice,12,2015-12-28,IC201512008,2,13.2,5,2,344,walleye,5,yes
2015,ice,12,2015-12-17,IC201512009,2,13.5,1,0,403,walleye,NA,NA
2015,ice,12,2015-12-17,IC201512010,1,7.7,3,1,483,walleye,3,no
2015,ice,12,2015-12-12,IC201512011,2,4.4,2,1,348,walleye,5,no
2015,ice,12,2015-12-12,IC201512012,2,14.5,3,1,399,walleye,4,no
2015,ice,12,2015-12-24,IC201512013,2,11.9,6,5,516,walleye,NA,no
2015,ice,1,2016-01-15,IC201501000,1,6.0,3,1,407,walleye,4,no
2015,ice,1,2016-01-11,IC201501001,2,10.0,3,2,400,walleye,NA,NA
2015,ice,1,2016-01-21,IC201501002,3,20.8,3,1,457,walleye,4,yes
2015,ice,1,2016-01-17,IC201501003,3,12.2,5,3,390,walleye,4,yes
2015,ice,1,2016-01-27,IC201501004,1,6.2,6,3,361,walleye,2,no
2015,ice,1,2016-01-14,IC201501005,2,5.1,3,1,358,walleye,2,yes
2015,ice,1,2016-01-13,IC201501006,2,8.0,5,3,466,walleye,2,no
2015,ice,1,2016-01-21,IC201501007,2,4.3,5,2,353,walleye,3,no
2015,ice,1,2016-01-18,IC201501008,2,8.8,3,1,384,walleye,4,yes
2015,ice,1,2016-01-08,IC201501009,2,11.1,3,1,402,walleye,4,no
2015,ice,1,2016-01-08,IC201501010,1,2.1,0,0,NA,walleye,2,no
2015,ice,1,2016-01-20,IC201501011,2,14.5,5,2,343,walleye,3,no
2015,ice,1,2016-01-27,IC201501012,1,2.2,0,0,NA,walleye,4,no
2015,ice,1,2016-01-05,IC201501013,3,7.1,2,1,451,walleye,4,yes
2015,ice,1,2016-01-07,IC201501014,2,15.2,5,3,398,walleye,3,yes
2015,ice,2,2016-02-10,IC201502000,2,12.6,0,0,NA,walleye,2,no
2015,ice,2,2016-02-23,IC201502001,2,12.1,1,0,432,walleye,3,no
2015,ice,2,2016-02-19,IC201502002,2,13.0,2,1,507,walleye,3,no
2015,ice,2,2016-02-10,IC201502003,3,11.4,4,2,380,walleye,2,no
2015,ice,2,2016-02-17,IC201502004,2,5.1,4,2,432,walleye,5,NA
2015,ice,2,2016-02-13,IC201502005,1,3.0,1,0,381,walleye,3,no
2015,ice,2,2016-02-03,IC201502006,2,4.5,1,0,438,walleye,5,yes
2015,ice,2,2016-02-22,IC201502007,2,8.5,4,2,419,walleye,4,yes
2015,ice,2,2016-02-11,IC201502008,2,14.0,6,4,419,walleye,NA,yes
2015,ice,2,2016-02-21,IC201502009,3,20.5,6,3,374,walleye,NA,yes
2015,ice,2,2016-02-18,IC201502010,2,15.5,3,2,328,walleye,3,yes
2015,ice,2,2016-02-26,IC201502011,1,2.4,0,0,NA,walleye,3,yes
2015,ice,2,2016-02-25,IC201502012,2,8.8,3,1,372,walleye,3,yes
2015,ice,2,2016-02-27,IC201502013,3,13.5,4,2,443,walleye,2,NA
2015,ice,2,2016-02-09,IC201502014,2,7.9,5,3,434,walleye,3,yes
2015,ice,2,2016-02-10,IC201502015,1,2.1,5,3,327,walleye,3,yes
2015,ice,2,2016-02-23,IC201502016,2,11.2,3,2,309,walleye,3,yes
2015,ice,2,2016-02-15,IC201502017,3,19.4,2,1,361,walleye,4,no
2015,ice,3,2016-03-13,IC201503000,1,3.8,4,2,406,walleye,4,no
2015,ice,3,2016-03-15,IC201503001,2,8.8,3,1,410,walleye,2,no
2015,ice,3,2016-03-02,IC201503002,1,7.2,3,2,321,walleye,4,yes
2015,ice,3,2016-03-01,IC201503003,2,7.7,3,2,404,walleye,4,no
2015,ice,3,2016-03-25,IC201503004,2,7.4,5,3,368,walleye,5,yes
2015,ice,3,2016-03-18,IC201503005,2,7.8,1,0,428,walleye,3,no
2015,ice,3,2016-03-28,IC201503006,2,13.5,4,2,401,walleye,NA,yes
2015,ice,3,2016-03-26,IC201503007,2,4.6,3,1,481,walleye,NA,NA
2015,ice,3,2016-03-11,IC201503008,2,15.6,3,2,388,walleye,3,yes
2015,ice,3,2016-03-17,IC201503009,2,14.7,4,2,358,walleye,NA,yes
2015,ice,3,2016-03-02,IC201503010,2,12.2,3,2,412,walleye,3,no
2015,ice,3,2016-03-04,IC201503011,1,6.3,1,0,405,walleye,5,no
2016,open_water,5,2016-05-11,OW201605000,2,18.9,6,3,446,any,3,yes
2016,open_water,5,2016-05-28,OW201605001,2,13.0,9,4,469,yellow_perch,3,yes
2016,open_water,5,2016-05-26,OW201605002,1,8.7,5,3,379,yellow_perch,5,yes
2016,open_water,5,2016-05-25,OW201605003,1,3.9,6,4,413,walleye,4,no
2016,open_water,5,2016-05-27,OW201605004,3,29.2,5,3,412,walleye,3,yes
2016,open_water,5,2016-05-19,OW201605005,2,14.6,1,0,432,white_bass,4,yes
2016,open_water,5,2016-05-03,OW201605006,4,15.3,4,3,415,walleye,3,yes
2016,open_water,5,2016-05-17,OW201605007,2,10.5,6,2,355,walleye,NA,yes
2016,open_water,5,2016-05-06,OW201605008,2,18.6,6,3,402,walleye,4,no
2016,open_water,5,2016-05-23,OW201605009,3,18.9,4,2,428,walleye,4,yes
2016,open_water,5,2016-05-28,OW201605010,3,28.3,6,4,430,any,3,yes
2016,open_water,5,2016-05-21,OW201605011,2,11.3,7,4,557,any,3,yes
2016,open_water,5,2016-05-05,OW201605012,2,5.2,7,3,414,walleye,2,no
2016,open_water,5,2016-05-14,OW201605013,2,14.0,8,4,405,walleye,4,NA
2016,open_water,5,2016-05-13,OW201605014,3,19.4,4,2,466,any,3,yes
2016,open_water,5,2016-05-19,OW201605015,2,17.2,4,2,370,walleye,4,no
2016,open_water,5,2016-05-10,OW201605016,4,29.6,5,3,343,walleye,5,yes
2016,open_water,5,2016-05-23,OW201605017,4,37.7,2,1,368,walleye,4,yes
2016,open_water,5,2016-05-17,OW201605018,1,5.0,4,2,322,yellow_perch,3,yes
2016,open_water,5,2016-05-15,OW201605019,4,39.2,4,2,460,walleye,3,yes
2016,open_water,5,2016-05-17,OW201605020,3,24.3,5,3,456,white_bass,3,yes
2016,open_water,5,2016-05-10,OW201605021,2,15.0,6,3,463,walleye,3,no
2016,open_water,5,2016-05-14,OW201605022,3,11.4,9,5,431,yellow_perch,4,no
2016,open_water,5,2016-05-07,OW201605023,3,14.1,6,3,410,walleye,3,yes
2016,open_water,5,2016-05-16,OW201605024,3,16.2,6,3,378,walleye,4,no
2016,open_water,5,2016-05-28,OW201605025,1,7.9,7,4,406,any,4,no
2016,open_water,5,2016-05-24,OW201605026,2,5.6,9,4,444,any,3,yes
2016,open_water,5,2016-05-19,OW201605027,4,12.8,8,4,456,walleye,3,yes
2016,open_water,5,2016-05-18,OW201605028,2,13.3,0,0,NA,any,4,yes
2016,open_water,5,2016-05-18,OW201605029,2,17.7,4,3,407,walleye,2,yes
2016,open_water,5,2016-05-11,OW201605030,1,5.4,0,0,NA,walleye,NA,no
2016,open_water,5,2016-05-01,OW201605031,1,9.8,3,1,397,white_bass,NA,NA
2016,open_water,5,2016-05-22,OW201605032,2,10.9,5,2,345,walleye,3,no
2016,open_water,5,2016-05-04,OW201605033,1,6.6,3,1,322,walleye,5,no
2016,open_water,5,2016-05-11,OW201605034,3,6.0,7,5,497,white_bass,4,yes
2016,open_water,6,2016-06-19,OW201606000,1,2.2,3,1,532,walleye,3,yes
2016,open_water,6,2016-06-28,OW201606001,2,17.2,2,1,435,any,3,yes
2016,open_water,6,2016-06-08,OW201606002,3,13.4,7,3,413,walleye,4,yes
2016,open_water,6,2016-06-18,OW201606003,2,12.9,7,5,437,white_bass,4,yes
2016,open_water,6,2016-06-17,OW201606004,1,9.0,7,3,494,walleye,5,yes
2016,open_water,6,2016-06-16,OW201606005,2,12.1,8,6,369,white_bass,5,no
2016,open_water,6,2016-06-28,OW201606006,1,8.4,4,2,386,yellow_perch,5,yes
2016,open_water,6,2016-06-25,OW201606007,2,7.2,5,3,462,white_bass,2,yes
2016,open_water,6,2016-06-20,OW201606008,3,20.3,4,2,410,walleye,4,no
2016,open_water,6,2016-06-12,OW201606009,2,8.0,1,0,415,walleye,3,yes
2016,open_water,6,2016-06-12,OW201606010,3,20.3,9,6,417,any,4,yes
2016,open_water,6,2016-06-05,OW201606011,4,9.8,0,0,NA,yellow_perch,3,yes
2016,open_water,6,2016-06-03,OW201606012,1,3.2,5,2,410,walleye,4,no
2016,open_water,6,2016-06-22,OW201606013,3,6.1,3,1,370,yellow_perch,3,yes
2016,open_water,6,2016-06-18,OW201606014,2,9.1,7,4,390,walleye,3,no
2016,open_water,7,2016-07-05,OW201607000,2,4.2,3,2,416,walleye,3,yes
2016,open_water,7,2016-07-21,OW201607001,3,17.1,3,1,428,walleye,5,yes
2016,open_water,7,2016-07-02,OW201607002,3,23.2,4,2,455,walleye,5,no
2016,open_water,7,2016-07-22,OW201607003,4,25.0,2,1,418,yellow_perch,5,NA
2016,open_water,7,2016-07-22,OW201607004,4,32.2,6,3,488,walleye,4,yes
2016,open_water,7,2016-07-20,OW201607005,1,6.0,6,4,449,yellow_perch,5,yes
2016,open_water,7,2016-07-02,OW201607006,2,16.3,4,2,354,yellow_perch,4,yes
2016,open_water,7,2016-07-16,OW201607007,1,9.4,8,3,473,walleye,3,NA
2016,open_water,7,2016-07-24,OW201607008,3,21.6,3,2,376,walleye,NA,no
2016,open_water,7,2016-07-27,OW201607009,3,9.3,6,4,373,walleye,3,yes
2016,open_water,7,2016-07-19,OW201607010,2,13.8,8,4,443,yellow_perch,NA,no
2016,open_water,7,2016-07-24,OW201607011,1,9.6,2,1,423,walleye,2,no
2016,open_water,7,2016-07-10,OW201607012,2,13.0,2,1,385,walleye,3,yes
2016,open_water,7,2016-07-07,OW201607013,3,8.6,6,4,488,walleye,3,no
2016,open_water,7,2016-07-27,OW201607014,1,8.1,5,2,472,white_bass,2,yes
2016,open_water,7,2016-07-13,OW201607015,2,17.3,6,2,531,walleye,3,yes
2016,open_water,7,2016-07-08,OW201607016,3,10.7,5,3,489,walleye,3,yes
2016,open_water,7,2016-07-20,OW201607017,3,10.4,5,2,362,walleye,4,yes
2016,open_water,7,2016-07-25,OW201607018,2,12.0,4,2,433,any,3,yes
2016,open_water,7,2016-07-22,OW201607019,3,29.7,5,3,370,walleye,4,yes
2016,open_water,7,2016-07-15,OW201607020,2,16.4,7,4,418,yellow_perch,4,yes
2016,open_water,7,2016-07-13,OW201607021,2,18.3,5,2,414,any,4,yes
2016,open_water,7,2016-07-22,OW201607022,2,13.3,2,1,429,walleye,3,yes
2016,open_water,7,2016-07-16,OW201607023,2,4.1,6,3,442,walleye,5,yes
2016,open_water,7,2016-07-18,OW201607024,4,13.3,2,1,424,any,1,yes
2016,open_water,7,2016-07-20,OW201607025,4,18.5,4,2,433,yellow_perch,4,yes
2016,open_water,7,2016-07-19,OW201607026,2,7.7,3,2,465,walleye,4,NA
2016,open_water,8,2016-08-16,OW201608000,2,15.8,0,0,NA,yellow_perch,4,yes
2016,open_water,8,2016-08-08,OW201608001,2,13.7,4,2,368,walleye,2,yes
2016,open_water,8,2016-08-15,OW201608002,2,4.5,3,1,520,walleye,5,yes
2016,open_water,8,2016-08-05,OW201608003,1,2.9,3,1,495,walleye,2,yes
2016,open_water,8,2016-08-25,OW201608004,3,10.3,4,2,451,walleye,4,yes
2016,open_water,8,2016-08-22,OW201608005,4,14.6,5,3,438,walleye,3,no
2016,open_water,8,2016-08-03,OW201608006,3,29.6,6,2,336,walleye,4,no
2016,open_water,8,2016-08-20,OW201608007,1,9.9,4,2,428,yellow_perch,2,no
2016,open_water,8,2016-08-07,OW201608008,1,6.6,3,1,403,yellow_perch,3,no
2016,open_water,8,2016-08-07,OW201608009,1,5.3,5,3,450,walleye,4,yes
2016,open_water,8,2016-08-15,OW201608010,4,11.1,7,3,411,walleye,NA,no
2016,open_water,8,2016-08-27,OW201608011,2,5.8,4,1,444,walleye,4,yes
2016,open_water,8,2016-08-01,OW201608012,1,4.6,4,2,462,walleye,4,yes
2016,open_water,8,2016-08-06,OW201608013,3,17.8,0,0,NA,walleye,4,no
2016,open_water,8,2016-08-22,OW201608014,2,16.1,4,2,372,any,3,yes
2016,open_water,8,2016-08-10,OW201608015,2,9.6,7,4,429,walleye,5,yes
2016,open_water,8,2016-08-26,OW201608016,2,5.2,1,0,410,walleye,2,no
2016,open_water,8,2016-08-15,OW201608017,2,17.2,7,4,423,walleye,3,yes
2016,open_water,8,2016-08-26,OW201608018,3,6.7,4,2,363,yellow_perch,4,NA
2016,open_water,8,2016-08-14,OW201608019,1,7.8,5,2,358,walleye,3,yes
2016,open_water,9,2016-09-16,OW201609000,1,5.6,10,4,396,walleye,1,yes
2016,open_water,9,2016-09-07,OW201609001,1,4.7,5,2,300,yellow_perch,4,no
2016,open_water,9,2016-09-11,OW201609002,2,4.0,4,3,417,white_bass,1,yes
2016,open_water,9,2016-09-16,OW201609003,2,13.2,6,2,388,walleye,3,no
2016,open_water,9,2016-09-19,OW201609004,1,9.1,6,2,472,walleye,3,no
2016,open_water,9,2016-09-14,OW201609005,2,4.0,3,1,421,walleye,2,no
2016,open_water,9,2016-09-07,OW201609006,4,11.3,3,1,454,any,4,yes
2016,open_water,9,2016-09-21,OW201609007,1,7.3,9,3,353,walleye,NA,no
2016,open_water,9,2016-09-03,OW201609008,3,26.0,2,1,367,walleye,2,yes
2016,open_water,9,2016-09-09,OW201609009,3,11.4,7,5,375,walleye,5,yes
2016,open_water,9,2016-09-20,OW201609010,2,5.7,2,1,436,any,4,no
2016,open_water,9,2016-09-23,OW201609011,2,16.9,6,2,484,any,3,yes
2016,open_water,9,2016-09-26,OW201609012,3,23.8,9,3,427,white_bass,3,no
2016,open_water,9,2016-09-03,OW201609013,2,19.4,2,0,446,walleye,2,yes
2016,open_water,9,2016-09-17,OW201609014,3,11.9,6,3,418,walleye,2,yes
2016,open_water,9,2016-09-14,OW201609015,1,2.5,7,4,318,walleye,2,yes
2016,open_water,9,2016-09-18,OW201609016,1,4.9,3,2,498,white_bass,5,yes
2016,open_water,9,2016-09-23,OW201609017,2,5.7,6,4,417,yellow_perch,2,no
2016,open_water,9,2016-09-18,OW201609018,3,20.6,4,1,369,any,3,yes
2016,open_water,9,2016-09-26,OW201609019,1,6.0,6,4,471,walleye,2,yes
2016,open_water,9,2016-09-06,OW201609020,2,14.8,2,1,463,walleye,5,yes
2016,open_water,9,2016-09-10,OW201609021,3,19.0,8,5,356,walleye,3,yes
2016,open_water,9,2016-09-16,OW201609022,2,4.7,4,2,459,yellow_perch,3,yes
2016,open_water,9,2016-09-20,OW201609023,4,22.9,3,1,424,walleye,3,yes
2016,open_water,9,2016-09-03,OW201609024,2,12.6,2,1,509,white_bass,4,yes
2016,open_water,9,2016-09-18,OW201609025,2,17.8,5,3,381,walleye,2,yes
2016,open_water,9,2016-09-10,OW201609026,2,16.3,4,1,381,walleye,3,no
2016,open_water,9,2016-09-02,OW201609027,3,6.4,9,6,508,walleye,4,yes
2016,open_water,9,2016-09-06,OW201609028,4,35.8,6,4,396,walleye,4,yes
2016,open_water,9,2016-09-25,OW201609029,1,8.7,6,4,358,walleye,5,yes
2016,open_water,9,2016-09-01,OW201609030,1,4.5,5,3,441,white_bass,2,yes
2016,open_water,9,2016-09-12,OW201609031,4,35.0,8,4,394,white_bass,4,yes
2016,open_water,9,2016-09-18,OW201609032,1,8.1,4,2,458,white_bass,2,no
2016,open_water,10,2016-10-17,OW201610000,4,19.7,4,3,367,walleye,3,no
2016,open_water,10,2016-10-09,OW201610001,1,4.5,2,1,429,walleye,3,yes
2016,open_water,10,2016-10-05,OW201610002,2,13.6,7,3,411,yellow_perch,3,yes
2016,open_water,10,2016-10-06,OW201610003,3,23.3,7,4,336,walleye,5,yes
2016,open_water,10,2016-10-12,OW201610004,2,9.8,0,0,NA,walleye,4,yes
2016,open_water,10,2016-10-02,OW201610005,3,12.4,5,3,398,white_bass,3,yes
2016,open_water,10,2016-10-10,OW201610006,4,20.7,3,2,453,yellow_perch,5,no
2016,open_water,10,2016-10-21,OW201610007,2,9.9,6,3,382,white_bass,3,no
2016,open_water,10,2016-10-01,OW201610008,2,5.0,7,3,454,walleye,4,yes
2016,open_water,10,2016-10-04,OW201610009,2,5.6,1,0,435,walleye,4,no
2016,open_water,10,2016-10-22,OW201610010,2,6.3,3,1,438,yellow_perch,3,yes
2016,open_water,10,2016-10-16,OW201610011,3,22.3,5,2,381,walleye,NA,no
2016,open_water,10,2016-10-17,OW201610012,1,6.3,4,3,375,walleye,3,no
2016,open_water,10,2016-10-05,OW201610013,4,21.7,3,1,451,walleye,5,NA
2016,open_water,10,2016-10-25,OW201610014,3,26.6,5,2,411,any,3,yes
2016,open_water,10,2016-10-05,OW201610015,3,10.5,0,0,NA,walleye,3,no
2016,open_water,10,2016-10-07,OW201610016,3,11.1,2,1,412,walleye,4,NA
2016,open_water,10,2016-10-13,OW201610017,3,18.1,6,2,515,walleye,3,yes
2016,open_water,10,2016-10-03,OW201610018,3,10.2,6,2,424,walleye,NA,yes
2016,open_water,10,2016-10-02,OW201610019,1,9.0,4,2,378,walleye,5,no
2016,open_water,10,2016-10-04,OW201610020,2,18.4,5,2,469,walleye,2,no
2016,open_water,10,2016-10-22,OW201610021,2,7.2,3,2,316,yellow_perch,4,no
2016,open_water,10,2016-10-06,OW201610022,1,5.6,2,1,428,walleye,2,NA
2016,open_water,10,2016-10-08,OW201610023,3,6.0,8,4,433,walleye,2,yes
2016,open_water,10,2016-10-16,OW201610024,2,5.0,2,1,369,white_bass,3,yes
2016,open_water,10,2016-10-10,OW201610025,2,14.6,2,1,392,walleye,4,yes
2016,open_water,10,2016-10-14,OW201610026,1,2.7,3,1,438,yellow_perch,3,yes
2016,open_water,10,2016-10-06,OW201610027,2,17.7,0,0,NA,any,4,yes
2016,open_water,10,2016-10-26,OW201610028,4,28.2,5,2,427,walleye,4,no
2016,open_water,10,2016-10-28,OW201610029,3,8.2,1,0,428,walleye,3,yes
2016,open_water,10,2016-10-20,OW201610030,2,8.1,4,2,452,yellow_perch,3,yes
2016,open_water,10,2016-10-19,OW201610031,4,11.4,3,2,480,yellow_perch,NA,no
2016,open_water,10,2016-10-11,OW201610032,1,8.6,8,4,353,yellow_perch,3,yes
2016,ice,12,2016-12-24,IC201612000,1,3.2,3,2,447,walleye,2,no
2016,ice,12,2016-12-08,IC201612001,2,14.7,5,2,449,walleye,2,yes
2016,ice,12,2016-12-05,IC201612002,3,7.5,2,1,365,walleye,1,no
2016,ice,12,2016-12-20,IC201612003,2,10.1,5,3,342,walleye,1,yes
2016,ice,12,2016-12-10,IC201612004,2,13.3,2,1,390,walleye,4,no
2016,ice,12,2016-12-06,IC201612005,2,4.4,3,1,397,walleye,4,yes
2016,ice,12,2016-12-03,IC201612006,2,14.2,3,2,433,walleye,2,yes
2016,ice,12,2016-12-08,IC201612007,1,4.4,5,4,356,walleye,4,no
2016,ice,12,2016-12-02,IC201612008,1,5.0,4,2,398,walleye,4,no
2016,ice,12,2016-12-11,IC201612009,2,13.7,1,0,392,walleye,3,no
2016,ice,12,2016-12-16,IC201612010,1,2.1,2,1,323,walleye,5,NA
2016,ice,12,2016-12-18,IC201612011,2,5.8,6,3,364,walleye,5,yes
2016,ice,12,2016-12-01,IC201612012,2,12.1,3,1,398,walleye,4,yes
2016,ice,12,2016-12-13,IC201612013,1,5.8,3,2,363,walleye,2,yes
2016,ice,12,2016-12-02,IC201612014,2,14.7,4,3,397,walleye,2,no
2016,ice,12,2016-12-26,IC201612015,2,13.5,3,1,472,walleye,2,no
2016,ice,1,2017-01-05,IC201601000,2,15.3,2,1,356,walleye,4,yes
2016,ice,1,2017-01-07,IC201601001,3,14.9,5,3,446,walleye,4,yes
2016,ice,1,2017-01-24,IC201601002,3,16.8,0,0,NA,walleye,3,no
2016,ice,1,2017-01-26,IC201601003,3,20.7,2,1,333,walleye,2,yes
2016,ice,1,2017-01-08,IC201601004,1,6.6,3,2,508,walleye,3,yes
2016,ice,1,2017-01-21,IC201601005,2,6.5,2,1,455,walleye,3,no
2016,ice,1,2017-01-13,IC201601006,2,11.6,0,0,NA,walleye,NA,no
2016,ice,1,2017-01-08,IC201601007,2,15.8,4,3,387,walleye,3,yes
2016,ice,1,2017-01-15,IC201601008,1,7.0,4,2,400,walleye,5,no
2016,ice,1,2017-01-11,IC201601009,2,11.9,6,3,339,walleye,3,yes
2016,ice,1,2017-01-03,IC201601010,1,6.9,2,1,444,walleye,1,yes
2016,ice,1,2017-01-22,IC201601011,2,12.3,3,1,427,walleye,2,yes
2016,ice,1,2017-01-02,IC201601012,2,7.9,6,5,414,walleye,3,NA
2016,ice,1,2017-01-07,IC201601013,3,22.2,4,2,365,walleye,2,NA
2016,ice,1,2017-01-28,IC201601014,2,7.8,1,0,392,walleye,3,yes
2016,ice,2,2017-02-01,IC201602000,2,5.5,3,2,419,walleye,3,no
2016,ice,2,2017-02-16,IC201602001,3,17.3,0,0,NA,walleye,3,NA
2016,ice,2,2017-02-01,IC201602002,2,12.2,7,6,401,walleye,1,no
2016,ice,2,2017-02-07,IC201602003,2,13.8,4,3,336,walleye,4,no
2016,ice,2,2017-02-23,IC201602004,1,4.0,4,2,401,walleye,2,yes
2016,ice,2,2017-02-28,IC201602005,2,7.7,2,1,391,walleye,2,no
2016,ice,2,2017-02-19,IC201602006,2,7.8,3,2,367,walleye,5,no
2016,ice,2,2017-02-09,IC201602007,1,5.9,4,3,477,walleye,3,yes
2016,ice,2,2017-02-28,IC201602008,3,20.5,4,2,379,walleye,5,no
2016,ice,2,2017-02-26,IC201602009,2,9.5,2,1,492,walleye,3,yes
2016,ice,2,2017-02-15,IC201602010,2,12.4,4,2,366,walleye,3,no
2016,ice,3,2017-03-20,IC201603000,2,11.8,0,0,NA,walleye,4,no
2016,ice,3,2017-03-18,IC201603001,3,16.7,2,1,398,walleye,2,no
2016,ice,3,2017-03-17,IC201603002,1,5.1,3,2,390,walleye,4,no
2016,ice,3,2017-03-09,IC201603003,3,14.7,2,1,367,walleye,NA,no
2016,ice,3,2017-03-18,IC201603004,2,7.5,4,2,354,walleye,3,yes
2016,ice,3,2017-03-24,IC201603005,1,2.0,2,1,408,walleye,5,yes
2016,ice,3,2017-03-18,IC201603006,2,9.5,1,0,410,walleye,3,yes
2016,ice,3,2017-03-11,IC201603007,2,12.5,2,1,460,walleye,2,yes
2016,ice,3,2017-03-19,IC201603008,2,9.2,5,3,396,walleye,4,yes
2016,ice,3,2017-03-25,IC201603009,1,7.6,1,0,456,walleye,4,no
2016,ice,3,2017-03-25,IC201603010,2,14.6,8,6,353,walleye,4,no
2016,ice,3,2017-03-21,IC201603011,3,13.4,2,1,387,walleye,NA,no
2016,ice,3,2017-03-28,IC201603012,3,23.0,0,0,NA,walleye,2,no
2016,ice,3,2017-03-18,IC201603013,2,15.2,4,3,431,walleye,3,no
2016,ice,3,2017-03-22,IC201603014,2,7.4,0,0,NA,walleye,2,NA
2016,ice,3,2017-03-07,IC201603015,3,13.4,2,1,328,walleye,3,no
2016,ice,3,2017-03-15,IC201603016,1,2.1,5,3,330,walleye,2,no
2017,open_water,5,2017-05-02,OW201705000,2,19.3,6,2,300,walleye,3,no
2017,open_water,5,2017-05-09,OW201705001,1,6.8,2,0,413,walleye,3,yes
2017,open_water,5,2017-05-20,OW201705002,1,4.5,5,3,360,walleye,3,yes
2017,open_water,5,2017-05-03,OW201705003,3,6.8,5,3,435,walleye,4,yes
2017,open_water,5,2017-05-01,OW201705004,3,9.9,8,6,371,walleye,4,yes
2017,open_water,5,2017-05-01,OW201705005,2,12.1,2,1,478,white_bass,4,yes
2017,open_water,5,2017-05-08,OW201705006,1,4.3,8,3,349,walleye,NA,yes
2017,open_water,5,2017-05-22,OW201705007,3,22.1,3,1,333,walleye,4,yes
2017,open_water,5,2017-05-07,OW201705008,2,7.5,5,3,440,walleye,2,no
2017,open_water,5,2017-05-23,OW201705009,4,28.9,1,0,417,walleye,3,no
2017,open_water,5,2017-05-16,OW201705010,4,27.7,5,2,400,walleye,4,yes
2017,open_water,5,2017-05-06,OW201705011,1,6.5,7,4,447,any,4,yes
2017,open_water,5,2017-05-23,OW201705012,2,19.8,10,6,454,any,5,yes
2017,open_water,5,2017-05-01,OW201705013,3,10.5,5,2,391,any,3,yes
2017,open_water,5,2017-05-03,OW201705014,4,12.4,5,3,473,walleye,3,yes
2017,open_water,5,2017-05-20,OW201705015,2,13.7,7,4,394,walleye,4,yes
2017,open_water,5,2017-05-20,OW201705016,2,10.2,7,4,429,walleye,4,no
